case_id,mutation_operator,changed_transition_id,localized,transition_count,rank_of_target,reciprocal_rank,top1_hit,top3_hit,top5_hit,top_ranked_transition
case_000072,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000074,guard_inter_class,t117_24,True,30,19,0.052632,False,False,False,t117_7
case_000075,action_full_mutation,,False,0,,0.0,False,False,False,
case_000077,missing_transition,t120_2,True,10,,0.0,False,False,False,t120_1
case_000078,wrong_target,t121_4,True,27,1,1.0,True,True,True,t121_4
case_000079,wrong_source,t122_66,True,81,1,1.0,True,True,True,t122_66
case_000080,wrong_event,t123_218,True,252,134,0.007463,False,False,False,t123_90
case_000081,wrong_initial_state,,True,11,,0.0,False,False,False,t124_10
case_000082,duplicate_transition,t125_25,False,0,,0.0,False,False,False,
case_000083,dead_state_intro,,False,0,,0.0,False,False,False,
case_000084,guard_flip,t127_193,True,251,107,0.009346,False,False,False,t127_57
case_000085,guard_weaken,t128_9,True,11,11,0.090909,False,False,False,t128_3
case_000086,guard_strengthen,t129_13,True,30,6,0.166667,False,False,False,t129_3
case_000087,action_corruption,t130_10,False,0,,0.0,False,False,False,
case_000088,timeout_corruption,t131_46,False,0,,0.0,False,False,False,
case_000089,delay_corruption,t132_3,False,0,,0.0,False,False,False,
case_000090,nondeterminism_intro,t133_20,False,0,,0.0,False,False,False,
case_000091,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000093,guard_inter_class,t136_8,False,0,,0.0,False,False,False,
case_000094,action_full_mutation,,False,0,,0.0,False,False,False,
case_000096,missing_transition,t139_127,True,249,,0.0,False,False,False,t139_247
case_000097,wrong_target,t140_3,True,8,1,1.0,True,True,True,t140_3
case_000098,wrong_source,t141_7,True,30,28,0.035714,False,False,False,t141_3
case_000099,wrong_event,t142_45,True,80,41,0.02439,False,False,False,t142_10
case_000100,wrong_initial_state,,True,255,,0.0,False,False,False,t143_196
case_000101,duplicate_transition,t144_1,False,0,,0.0,False,False,False,
case_000102,dead_state_intro,,False,0,,0.0,False,False,False,
case_000103,guard_flip,t146_9,True,80,80,0.0125,False,False,False,t146_21
case_000104,guard_weaken,t147_57,True,250,204,0.004902,False,False,False,t147_4
case_000105,guard_strengthen,t148_7,True,10,8,0.125,False,False,False,t148_3
case_000106,action_corruption,t149_26,False,0,,0.0,False,False,False,
case_000107,timeout_corruption,t150_62,False,0,,0.0,False,False,False,
case_000108,delay_corruption,t151_178,False,0,,0.0,False,False,False,
case_000109,nondeterminism_intro,t152_10,False,0,,0.0,False,False,False,
case_000110,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000112,guard_inter_class,t155_165,False,0,,0.0,False,False,False,
case_000113,action_full_mutation,,False,0,,0.0,False,False,False,
case_000115,missing_transition,t158_9,True,81,,0.0,False,False,False,t158_8
case_000116,wrong_target,t159_205,True,251,1,1.0,True,True,True,t159_205
case_000117,wrong_source,t160_3,True,10,4,0.25,False,False,True,t160_1
case_000118,wrong_event,t161_4,True,30,25,0.04,False,False,False,t161_3
case_000119,wrong_initial_state,,True,80,,0.0,False,False,False,t162_41
case_000120,duplicate_transition,t163_15,False,0,,0.0,False,False,False,
case_000121,dead_state_intro,,False,0,,0.0,False,False,False,
case_000122,guard_flip,t165_22,True,31,15,0.066667,False,False,False,t165_10
case_000123,guard_weaken,t166_56,True,80,52,0.019231,False,False,False,t166_27
case_000124,guard_strengthen,t167_129,True,252,36,0.027778,False,False,False,t167_93
case_000125,action_corruption,t168_8,False,0,,0.0,False,False,False,
case_000126,timeout_corruption,t169_6,False,0,,0.0,False,False,False,
case_000127,delay_corruption,t170_19,False,0,,0.0,False,False,False,
case_000128,nondeterminism_intro,t171_94,False,0,,0.0,False,False,False,
case_000129,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000131,guard_inter_class,t174_1,False,0,,0.0,False,False,False,
case_000132,action_full_mutation,,False,0,,0.0,False,False,False,
case_000134,missing_transition,t177_6,True,29,,0.0,False,False,False,t177_5
case_000135,wrong_target,t178_58,True,81,1,1.0,True,True,True,t178_58
case_000136,wrong_source,t179_87,True,253,1,1.0,True,True,True,t179_87
case_000137,wrong_event,t180_8,True,10,9,0.111111,False,False,False,t180_3
case_000138,wrong_initial_state,,True,31,,0.0,False,False,False,t181_16
case_000139,duplicate_transition,t182_8,False,0,,0.0,False,False,False,
case_000140,dead_state_intro,,False,0,,0.0,False,False,False,
case_000141,guard_flip,t184_3,True,10,4,0.25,False,False,True,t184_2
case_000142,guard_weaken,t185_7,True,30,28,0.035714,False,False,False,t185_10
case_000143,guard_strengthen,t186_52,True,81,48,0.020833,False,False,False,t186_23
case_000144,action_corruption,t187_208,False,0,,0.0,False,False,False,
case_000145,timeout_corruption,t188_7,False,0,,0.0,False,False,False,
case_000146,delay_corruption,t189_3,False,0,,0.0,False,False,False,
case_000147,nondeterminism_intro,t190_66,False,0,,0.0,False,False,False,
case_000148,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000150,guard_inter_class,t193_12,True,30,5,0.2,False,False,True,t193_2
case_000151,action_full_mutation,,False,0,,0.0,False,False,False,
case_000153,missing_transition,t196_1,True,7,,0.0,False,False,False,t196_10
case_000154,wrong_target,t197_25,True,30,1,1.0,True,True,True,t197_25
case_000155,wrong_source,t198_55,True,80,51,0.019608,False,False,False,t198_13
case_000156,wrong_event,t199_22,True,250,136,0.007353,False,False,False,t199_178
case_000157,wrong_initial_state,,True,11,,0.0,False,False,False,t200_9
case_000158,duplicate_transition,t201_6,False,0,,0.0,False,False,False,
case_000159,dead_state_intro,,False,0,,0.0,False,False,False,
case_000160,guard_flip,t203_51,True,251,199,0.005025,False,False,False,t203_3
case_000161,guard_weaken,t204_2,True,10,3,0.333333,False,True,True,t204_1
case_000162,guard_strengthen,t205_19,True,32,12,0.083333,False,False,False,t205_4
case_000163,action_corruption,t206_38,False,0,,0.0,False,False,False,
case_000164,timeout_corruption,t207_37,False,0,,0.0,False,False,False,
case_000165,delay_corruption,t208_1,False,0,,0.0,False,False,False,
case_000166,nondeterminism_intro,t209_2,False,0,,0.0,False,False,False,
case_000167,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000169,guard_inter_class,t212_4,True,10,5,0.2,False,False,True,t212_2
case_000170,action_full_mutation,,False,0,,0.0,False,False,False,
case_000172,missing_transition,t215_121,True,251,,0.0,False,False,False,t215_21
case_000173,wrong_target,t216_10,True,11,1,1.0,True,True,True,t216_10
case_000174,wrong_source,t217_8,True,30,29,0.034483,False,False,False,t217_3
case_000175,wrong_event,t218_28,True,80,23,0.043478,False,False,False,t218_5
case_000176,wrong_initial_state,,True,252,,0.0,False,False,False,t219_180
case_000177,duplicate_transition,t220_2,False,0,,0.0,False,False,False,
case_000178,dead_state_intro,,False,0,,0.0,False,False,False,
case_000179,guard_flip,t222_53,True,80,50,0.02,False,False,False,t222_12
case_000180,guard_weaken,t223_228,True,250,145,0.006897,False,False,False,t223_184
case_000181,guard_strengthen,t224_7,True,10,8,0.125,False,False,False,t224_3
case_000182,action_corruption,t225_19,False,0,,0.0,False,False,False,
case_000183,timeout_corruption,t226_66,False,0,,0.0,False,False,False,
case_000184,delay_corruption,t227_28,False,0,,0.0,False,False,False,
case_000185,nondeterminism_intro,t228_8,False,0,,0.0,False,False,False,
case_000186,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000188,guard_inter_class,t231_229,True,251,146,0.006849,False,False,False,t231_45
case_000189,action_full_mutation,,False,0,,0.0,False,False,False,
case_000191,missing_transition,t234_35,True,79,,0.0,False,False,False,t234_22
case_000192,wrong_target,t235_184,True,251,1,1.0,True,True,True,t235_184
case_000193,wrong_source,t236_9,True,11,11,0.090909,False,False,False,t236_3
case_000194,wrong_event,t237_25,True,31,18,0.055556,False,False,False,t237_11
case_000195,wrong_initial_state,,True,80,,0.0,False,False,False,t238_9
case_000196,duplicate_transition,t239_36,False,0,,0.0,False,False,False,
case_000197,dead_state_intro,,False,0,,0.0,False,False,False,
case_000198,guard_flip,t241_21,True,30,15,0.066667,False,False,False,t241_6
case_000199,guard_weaken,t242_50,True,80,47,0.021277,False,False,False,t242_33
case_000200,guard_strengthen,t243_239,True,253,157,0.006369,False,False,False,t243_150
case_000201,action_corruption,t244_2,False,0,,0.0,False,False,False,
case_000202,timeout_corruption,t245_25,False,0,,0.0,False,False,False,
case_000203,delay_corruption,t246_37,False,0,,0.0,False,False,False,
case_000204,nondeterminism_intro,t247_227,False,0,,0.0,False,False,False,
case_000205,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000207,guard_inter_class,t250_40,True,80,36,0.027778,False,False,False,t250_30
case_000208,action_full_mutation,,False,0,,0.0,False,False,False,
case_000210,missing_transition,t253_25,True,30,,0.0,False,False,False,t253_12
case_000211,wrong_target,t254_26,True,80,1,1.0,True,True,True,t254_26
case_000212,wrong_source,t255_22,True,250,2,0.5,False,True,True,t255_6
case_000213,wrong_event,t256_8,True,10,9,0.111111,False,False,False,t256_3
case_000214,wrong_initial_state,,True,30,,0.0,False,False,False,t257_26
case_000215,duplicate_transition,t258_11,False,0,,0.0,False,False,False,
case_000216,dead_state_intro,,False,0,,0.0,False,False,False,
case_000217,guard_flip,t260_6,True,10,7,0.142857,False,False,False,t260_2
case_000218,guard_weaken,t261_15,True,31,9,0.111111,False,False,False,t261_4
case_000219,guard_strengthen,t262_53,True,80,49,0.020408,False,False,False,t262_33
case_000220,action_corruption,t263_7,False,0,,0.0,False,False,False,
case_000221,timeout_corruption,t264_6,False,0,,0.0,False,False,False,
case_000222,delay_corruption,t265_7,False,0,,0.0,False,False,False,
case_000223,nondeterminism_intro,t266_49,False,0,,0.0,False,False,False,
case_000224,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000226,guard_inter_class,t269_14,False,0,,0.0,False,False,False,
case_000227,action_full_mutation,,False,0,,0.0,False,False,False,
case_000229,missing_transition,t272_10,True,9,,0.0,False,False,False,t272_5
case_000230,wrong_target,t273_9,True,30,1,1.0,True,True,True,t273_9
case_000231,wrong_source,t274_68,True,80,65,0.015385,False,False,False,t274_20
case_000232,wrong_event,t275_141,True,251,49,0.020408,False,False,False,t275_120
case_000233,wrong_initial_state,,True,2,,0.0,False,False,False,t276_6
case_000234,duplicate_transition,t277_4,False,0,,0.0,False,False,False,
case_000235,dead_state_intro,,False,0,,0.0,False,False,False,
case_000236,guard_flip,t279_177,True,250,89,0.011236,False,False,False,t279_65
case_000237,guard_weaken,t280_5,True,10,6,0.166667,False,False,False,t280_1
case_000238,guard_strengthen,t281_22,True,30,16,0.0625,False,False,False,t281_7
case_000239,action_corruption,t282_21,False,0,,0.0,False,False,False,
case_000240,timeout_corruption,t283_231,False,0,,0.0,False,False,False,
case_000241,delay_corruption,t284_7,False,0,,0.0,False,False,False,
case_000242,nondeterminism_intro,t285_1,False,0,,0.0,False,False,False,
case_000243,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000245,guard_inter_class,t288_1,False,0,,0.0,False,False,False,
case_000246,action_full_mutation,,False,0,,0.0,False,False,False,
case_000248,missing_transition,t291_190,True,249,,0.0,False,False,False,t291_227
case_000249,wrong_target,t292_6,True,10,1,1.0,True,True,True,t292_6
case_000250,wrong_source,t293_26,True,31,19,0.052632,False,False,False,t293_10
case_000251,wrong_event,t294_55,True,80,52,0.019231,False,False,False,t294_59
case_000252,wrong_initial_state,,True,254,,0.0,False,False,False,t295_227
case_000253,duplicate_transition,t296_8,False,0,,0.0,False,False,False,
case_000254,dead_state_intro,,False,0,,0.0,False,False,False,
case_000255,guard_flip,t298_33,True,81,28,0.035714,False,False,False,t298_65
case_000256,guard_weaken,t299_47,True,250,194,0.005155,False,False,False,t299_51
case_000257,guard_strengthen,t300_4,True,10,5,0.2,False,False,True,t300_3
case_000258,action_corruption,t301_2,False,0,,0.0,False,False,False,
case_000259,timeout_corruption,t302_3,False,0,,0.0,False,False,False,
case_000260,delay_corruption,t303_20,False,0,,0.0,False,False,False,
case_000261,nondeterminism_intro,t304_2,False,0,,0.0,False,False,False,
case_000262,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000264,guard_inter_class,t307_62,False,0,,0.0,False,False,False,
case_000265,action_full_mutation,,False,0,,0.0,False,False,False,
case_000267,missing_transition,t310_27,True,80,,0.0,False,False,False,t310_75
case_000268,wrong_target,t311_106,True,253,1,1.0,True,True,True,t311_106
case_000269,wrong_source,t312_8,True,10,9,0.111111,False,False,False,t312_6
case_000270,wrong_event,t313_4,True,30,25,0.04,False,False,False,t313_1
case_000271,wrong_initial_state,,True,80,,0.0,False,False,False,t314_29
case_000272,duplicate_transition,t315_8,False,0,,0.0,False,False,False,
case_000273,dead_state_intro,,False,0,,0.0,False,False,False,
case_000274,guard_flip,t317_6,True,30,27,0.037037,False,False,False,t317_2
case_000275,guard_weaken,t318_67,True,80,64,0.015625,False,False,False,t318_16
case_000276,guard_strengthen,t319_156,True,251,65,0.015385,False,False,False,t319_147
case_000277,action_corruption,t320_7,False,0,,0.0,False,False,False,
case_000278,timeout_corruption,t321_10,False,0,,0.0,False,False,False,
case_000279,delay_corruption,t322_77,False,0,,0.0,False,False,False,
case_000280,nondeterminism_intro,t323_29,False,0,,0.0,False,False,False,
case_000281,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000283,guard_inter_class,t326_19,True,81,13,0.076923,False,False,False,t326_6
case_000284,action_full_mutation,,False,0,,0.0,False,False,False,
case_000286,missing_transition,t329_7,True,30,,0.0,False,False,False,t329_1
case_000287,wrong_target,t330_13,True,80,1,1.0,True,True,True,t330_13
case_000288,wrong_source,t331_126,True,250,34,0.029412,False,False,False,t331_242
case_000289,wrong_event,t332_3,True,10,3,0.333333,False,True,True,t332_2
case_000290,wrong_initial_state,,True,30,,0.0,False,False,False,t333_23
case_000291,duplicate_transition,t334_20,False,0,,0.0,False,False,False,
case_000292,dead_state_intro,,False,0,,0.0,False,False,False,
case_000293,guard_flip,t336_6,True,10,7,0.142857,False,False,False,t336_2
case_000294,guard_weaken,t337_28,True,30,21,0.047619,False,False,False,t337_11
case_000295,guard_strengthen,t338_15,True,80,8,0.125,False,False,False,t338_3
case_000296,action_corruption,t339_226,False,0,,0.0,False,False,False,
case_000297,timeout_corruption,t340_4,False,0,,0.0,False,False,False,
case_000298,delay_corruption,t341_7,False,0,,0.0,False,False,False,
case_000299,nondeterminism_intro,t342_65,False,0,,0.0,False,False,False,
case_000300,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000302,guard_inter_class,t345_30,False,0,,0.0,False,False,False,
case_000303,action_full_mutation,,False,0,,0.0,False,False,False,
case_000305,missing_transition,t348_11,True,10,,0.0,False,False,False,t348_4
case_000306,wrong_target,t349_20,True,31,1,1.0,True,True,True,t349_20
case_000307,wrong_source,t350_54,True,80,50,0.02,False,False,False,t350_35
case_000308,wrong_event,t351_45,True,250,193,0.005181,False,False,False,t351_82
case_000309,wrong_initial_state,,True,10,,0.0,False,False,False,t352_7
case_000310,duplicate_transition,t353_12,False,0,,0.0,False,False,False,
case_000311,dead_state_intro,,False,0,,0.0,False,False,False,
case_000312,guard_flip,t355_174,True,250,86,0.011628,False,False,False,t355_54
case_000313,guard_weaken,t356_7,True,10,8,0.125,False,False,False,t356_2
case_000314,guard_strengthen,t357_22,True,31,15,0.066667,False,False,False,t357_12
case_000315,action_corruption,t358_41,False,0,,0.0,False,False,False,
case_000316,timeout_corruption,t359_105,False,0,,0.0,False,False,False,
case_000317,delay_corruption,t360_11,False,0,,0.0,False,False,False,
case_000318,nondeterminism_intro,t361_29,False,0,,0.0,False,False,False,
case_000319,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000321,guard_inter_class,t364_1,True,10,1,1.0,True,True,True,t364_1
case_000322,action_full_mutation,,False,0,,0.0,False,False,False,
case_000324,missing_transition,t367_68,True,249,,0.0,False,False,False,t367_8
case_000325,wrong_target,t368_5,True,11,1,1.0,True,True,True,t368_5
case_000326,wrong_source,t369_7,True,30,28,0.035714,False,False,False,t369_12
case_000327,wrong_event,t370_65,True,80,62,0.016129,False,False,False,t370_27
case_000328,wrong_initial_state,,True,250,,0.0,False,False,False,t371_104
case_000329,duplicate_transition,t372_9,False,0,,0.0,False,False,False,
case_000330,dead_state_intro,,False,0,,0.0,False,False,False,
case_000331,guard_flip,t374_19,True,80,12,0.083333,False,False,False,t374_71
case_000332,guard_weaken,t375_21,True,250,126,0.007937,False,False,False,t375_5
case_000333,guard_strengthen,t376_4,True,10,5,0.2,False,False,True,t376_1
case_000334,action_corruption,t377_7,False,0,,0.0,False,False,False,
case_000335,timeout_corruption,t378_10,False,0,,0.0,False,False,False,
case_000336,delay_corruption,t379_177,False,0,,0.0,False,False,False,
case_000337,nondeterminism_intro,t380_6,False,0,,0.0,False,False,False,
case_000338,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000340,guard_inter_class,t383_230,False,0,,0.0,False,False,False,
case_000341,action_full_mutation,,False,0,,0.0,False,False,False,
case_000343,missing_transition,t386_29,True,79,,0.0,False,False,False,t386_4
case_000344,wrong_target,t387_109,True,251,1,1.0,True,True,True,t387_109
case_000345,wrong_source,t388_4,True,11,6,0.166667,False,False,False,t388_1
case_000346,wrong_event,t389_2,True,30,2,0.5,False,True,True,t389_1
case_000347,wrong_initial_state,,True,80,,0.0,False,False,False,t390_11
case_000348,duplicate_transition,t391_237,False,0,,0.0,False,False,False,
case_000349,dead_state_intro,,False,0,,0.0,False,False,False,
case_000350,guard_flip,t393_26,True,31,20,0.05,False,False,False,t393_7
case_000351,guard_weaken,t394_64,True,80,61,0.016393,False,False,False,t394_27
case_000352,guard_strengthen,t395_20,True,253,114,0.008772,False,False,False,t395_5
case_000353,action_corruption,t396_6,False,0,,0.0,False,False,False,
case_000354,timeout_corruption,t397_4,False,0,,0.0,False,False,False,
case_000355,delay_corruption,t398_13,False,0,,0.0,False,False,False,
case_000356,nondeterminism_intro,t399_199,False,0,,0.0,False,False,False,
case_000357,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000359,guard_inter_class,t402_13,True,80,6,0.166667,False,False,False,t402_2
case_000360,action_full_mutation,,False,0,,0.0,False,False,False,
case_000362,missing_transition,t405_27,True,29,,0.0,False,False,False,t405_16
case_000363,wrong_target,t406_44,True,82,1,1.0,True,True,True,t406_44
case_000364,wrong_source,t407_109,True,250,13,0.076923,False,False,False,t407_50
case_000365,wrong_event,t408_6,True,10,7,0.142857,False,False,False,t408_1
case_000366,wrong_initial_state,,True,31,,0.0,False,False,False,t409_23
case_000367,duplicate_transition,t410_69,False,0,,0.0,False,False,False,
case_000368,dead_state_intro,,False,0,,0.0,False,False,False,
case_000369,guard_flip,t412_10,True,11,3,0.333333,False,True,True,t412_5
case_000370,guard_weaken,t413_14,True,30,8,0.125,False,False,False,t413_3
case_000371,guard_strengthen,t414_33,True,80,28,0.035714,False,False,False,t414_64
case_000372,action_corruption,t415_96,False,0,,0.0,False,False,False,
case_000373,timeout_corruption,t416_10,False,0,,0.0,False,False,False,
case_000374,delay_corruption,t417_30,False,0,,0.0,False,False,False,
case_000375,nondeterminism_intro,t418_60,False,0,,0.0,False,False,False,
case_000376,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000378,guard_inter_class,t421_7,True,30,28,0.035714,False,False,False,t421_1
case_000379,action_full_mutation,,False,0,,0.0,False,False,False,
case_000381,missing_transition,t424_8,True,9,,0.0,False,False,False,t424_3
case_000382,wrong_target,t425_11,True,31,1,1.0,True,True,True,t425_11
case_000383,wrong_source,t426_75,True,80,73,0.013699,False,False,False,t426_18
case_000384,wrong_event,t427_244,True,251,164,0.006098,False,False,False,t427_56
case_000385,wrong_initial_state,,True,10,,0.0,False,False,False,t428_8
case_000386,duplicate_transition,t429_4,False,0,,0.0,False,False,False,
case_000387,dead_state_intro,,False,0,,0.0,False,False,False,
case_000388,guard_flip,t431_181,True,250,94,0.010638,False,False,False,t431_173
case_000389,guard_weaken,t432_3,True,10,4,0.25,False,False,True,t432_2
case_000390,guard_strengthen,t433_13,True,31,6,0.166667,False,False,False,t433_3
case_000391,action_corruption,t434_51,False,0,,0.0,False,False,False,
case_000392,timeout_corruption,t435_232,False,0,,0.0,False,False,False,
case_000393,delay_corruption,t436_7,False,0,,0.0,False,False,False,
case_000394,nondeterminism_intro,t437_19,False,0,,0.0,False,False,False,
case_000395,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000398,action_full_mutation,,False,0,,0.0,False,False,False,
case_000400,missing_transition,t443_242,True,250,,0.0,False,False,False,t443_206
case_000401,wrong_target,t444_10,True,10,1,1.0,True,True,True,t444_10
case_000402,wrong_source,t445_15,True,30,9,0.111111,False,False,False,t445_3
case_000403,wrong_event,t446_3,True,81,23,0.043478,False,False,False,t446_1
case_000404,wrong_initial_state,,True,251,,0.0,False,False,False,t447_212
case_000405,duplicate_transition,t448_3,False,0,,0.0,False,False,False,
case_000406,dead_state_intro,,False,0,,0.0,False,False,False,
case_000407,guard_flip,t450_34,True,80,30,0.033333,False,False,False,t450_7
case_000408,guard_weaken,t451_28,True,250,173,0.00578,False,False,False,t451_3
case_000409,guard_strengthen,t452_10,True,11,3,0.333333,False,True,True,t452_4
case_000410,action_corruption,t453_24,False,0,,0.0,False,False,False,
case_000411,timeout_corruption,t454_54,False,0,,0.0,False,False,False,
case_000412,delay_corruption,t455_193,False,0,,0.0,False,False,False,
case_000413,nondeterminism_intro,t456_5,False,0,,0.0,False,False,False,
case_000414,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000416,guard_inter_class,t459_196,False,0,,0.0,False,False,False,
case_000417,action_full_mutation,,False,0,,0.0,False,False,False,
case_000419,missing_transition,t462_60,True,80,,0.0,False,False,False,t462_41
case_000420,wrong_target,t463_153,True,250,1,1.0,True,True,True,t463_153
case_000421,wrong_source,t464_6,True,10,7,0.142857,False,False,False,t464_2
case_000422,wrong_event,t465_11,True,31,4,0.25,False,False,True,t465_2
case_000423,wrong_initial_state,,True,80,,0.0,False,False,False,t466_37
case_000424,duplicate_transition,t467_203,False,0,,0.0,False,False,False,
case_000425,dead_state_intro,,False,0,,0.0,False,False,False,
case_000426,guard_flip,t469_20,True,30,14,0.071429,False,False,False,t469_6
case_000427,guard_weaken,t470_47,True,82,42,0.02381,False,False,False,t470_10
case_000428,guard_strengthen,t471_242,True,250,162,0.006173,False,False,False,t471_69
case_000429,action_corruption,t472_10,False,0,,0.0,False,False,False,
case_000430,timeout_corruption,t473_29,False,0,,0.0,False,False,False,
case_000431,delay_corruption,t474_73,False,0,,0.0,False,False,False,
case_000432,nondeterminism_intro,t475_1,False,0,,0.0,False,False,False,
case_000433,unreachable_state_intro,,False,0,,0.0,False,False,False,
case_000435,guard_inter_class,t478_49,True,82,45,0.022222,False,False,False,t478_11
case_000436,action_full_mutation,,False,0,,0.0,False,False,False,
case_000438,missing_transition,t481_15,True,29,,0.0,False,False,False,t481_10
case_000439,wrong_target,t482_59,True,80,1,1.0,True,True,True,t482_59
case_000440,wrong_source,t483_119,True,251,24,0.041667,False,False,False,t483_79
case_000441,wrong_event,t484_10,True,10,5,0.2,False,False,True,t484_4
