case_id,machine_type,determinism,completeness,arity_class,size_class,guard_complexity,time_features,graph_structure,oracle_depth,bug_type,num_states,num_events,num_transitions,avg_out_degree,max_out_degree,num_guards,num_timed_guards,num_timeouts,num_cycles,scc_count,seed
case_000040,plain_fsm,deterministic,partial,very_high,very_large,simple,none,cyclic|strongly_connected|dense,deep,wrong_target,50,15,253,5.06,8,32,0,0,1,1,40043
case_000041,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic,medium,wrong_source,5,3,10,2.0,2,1,0,0,1,2,41043
case_000042,plain_fsm,deterministic,partial,medium,medium,simple,none,cyclic|strongly_connected,deep,wrong_event,10,5,30,3.0,3,3,0,0,2,1,42043
case_000043,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,wrong_initial_state,20,10,80,4.0,4,13,0,0,5,1,43043
case_000044,plain_fsm,deterministic,partial,high,very_large,simple,none,cyclic|strongly_connected|dense,deep,duplicate_transition,50,15,250,5.0,5,27,0,0,7,1,44043
case_000045,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic,medium,dead_state_intro,5,3,10,2.0,2,2,0,0,1,3,45043
case_000046,plain_fsm,deterministic,partial,medium,medium,simple,none,cyclic|strongly_connected,deep,guard_flip,10,5,30,3.0,3,5,0,0,1,1,46043
case_000047,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,guard_weaken,20,10,83,4.15,7,13,0,0,2,1,47043
case_000048,plain_fsm,deterministic,partial,high,very_large,simple,none,cyclic|dense,deep,guard_strengthen,50,15,250,5.0,5,39,0,0,4,2,48043
case_000049,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic|strongly_connected,medium,action_corruption,5,3,10,2.0,2,3,0,0,3,1,49043
case_000050,plain_fsm,deterministic,partial,high,medium,simple,none,cyclic|strongly_connected,deep,timeout_corruption,10,5,31,3.1,4,8,0,0,2,1,50043
case_000051,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,delay_corruption,20,10,80,4.0,4,8,0,0,4,1,51043
case_000052,plain_fsm,deterministic,partial,high,very_large,simple,none,cyclic|strongly_connected|dense,deep,nondeterminism_intro,50,15,250,5.0,5,32,0,0,3,1,52043
case_000053,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic,medium,unreachable_state_intro,5,3,11,2.2,3,4,0,0,3,2,53043
case_000055,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,guard_inter_class,20,10,80,4.0,4,11,0,0,5,1,55043
case_000056,plain_fsm,deterministic,partial,high,very_large,simple,none,cyclic|strongly_connected|dense,deep,action_full_mutation,50,15,250,5.0,5,32,0,0,8,1,56043
case_000058,plain_fsm,deterministic,partial,high,medium,simple,none,cyclic|strongly_connected,deep,missing_transition,10,5,31,3.1,4,10,0,0,5,1,58043
case_000059,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,wrong_target,20,10,81,4.05,5,14,0,0,6,1,59043
case_000060,plain_fsm,deterministic,partial,high,very_large,simple,none,cyclic|strongly_connected|dense,deep,wrong_source,50,15,250,5.0,5,30,0,0,4,1,60043
case_000061,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic|strongly_connected,medium,wrong_event,5,3,10,2.0,2,2,0,0,2,1,61043
case_000062,plain_fsm,deterministic,partial,medium,medium,simple,none,cyclic|strongly_connected,deep,wrong_initial_state,10,5,30,3.0,3,5,0,0,2,1,62043
case_000063,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,duplicate_transition,20,10,81,4.05,5,10,0,0,5,1,63043
case_000064,plain_fsm,deterministic,partial,high,very_large,simple,none,cyclic|strongly_connected|dense,deep,dead_state_intro,50,15,250,5.0,5,28,0,0,8,1,64043
case_000065,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic|strongly_connected,medium,guard_flip,5,3,10,2.0,2,2,0,0,3,1,65043
case_000066,plain_fsm,deterministic,partial,medium,medium,simple,none,cyclic|strongly_connected,deep,guard_weaken,10,5,30,3.0,3,5,0,0,2,1,66043
case_000067,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,guard_strengthen,20,10,80,4.0,4,13,0,0,3,1,67043
case_000068,plain_fsm,deterministic,partial,very_high,very_large,simple,none,cyclic|strongly_connected|dense,deep,action_corruption,50,15,251,5.02,6,35,0,0,7,1,68043
case_000069,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic,medium,timeout_corruption,5,3,11,2.2,3,2,0,0,2,2,69043
case_000070,plain_fsm,deterministic,partial,medium,medium,simple,none,cyclic|strongly_connected,deep,delay_corruption,10,5,30,3.0,3,9,0,0,2,1,70043
case_000071,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,nondeterminism_intro,20,10,80,4.0,4,11,0,0,5,1,71043
case_000072,plain_fsm,deterministic,partial,very_high,very_large,simple,none,cyclic|strongly_connected|dense,deep,unreachable_state_intro,50,15,252,5.04,7,44,0,0,6,1,72043
case_000074,plain_fsm,deterministic,partial,medium,medium,simple,none,cyclic|strongly_connected,deep,guard_inter_class,10,5,30,3.0,3,7,0,0,2,1,74043
case_000075,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,action_full_mutation,20,10,80,4.0,4,11,0,0,4,1,75043
case_000077,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic,medium,missing_transition,5,3,11,2.2,3,2,0,0,3,2,77043
case_000078,plain_fsm,deterministic,partial,medium,medium,simple,none,cyclic|strongly_connected,deep,wrong_target,10,5,30,3.0,3,7,0,0,3,1,78043
case_000079,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,wrong_source,20,10,81,4.05,5,10,0,0,6,1,79043
case_000080,plain_fsm,deterministic,partial,very_high,very_large,simple,none,cyclic|strongly_connected|dense,deep,wrong_event,50,15,252,5.04,7,32,0,0,5,1,80043
case_000081,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic|strongly_connected,medium,wrong_initial_state,5,3,11,2.2,3,4,0,0,4,1,81043
case_000082,plain_fsm,deterministic,partial,medium,medium,simple,none,cyclic|strongly_connected,deep,duplicate_transition,10,5,30,3.0,3,5,0,0,2,1,82043
case_000083,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,dead_state_intro,20,10,80,4.0,4,15,0,0,4,1,83043
case_000084,plain_fsm,deterministic,partial,very_high,very_large,simple,none,cyclic|strongly_connected|dense,deep,guard_flip,50,15,251,5.02,6,20,0,0,4,1,84043
case_000085,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic|strongly_connected,medium,guard_weaken,5,3,11,2.2,3,3,0,0,1,1,85043
case_000086,plain_fsm,deterministic,partial,medium,medium,simple,none,cyclic|strongly_connected,deep,guard_strengthen,10,5,30,3.0,3,9,0,0,3,1,86043
case_000087,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,action_corruption,20,10,80,4.0,4,18,0,0,5,1,87043
case_000088,plain_fsm,deterministic,partial,high,very_large,simple,none,cyclic|strongly_connected|dense,deep,timeout_corruption,50,15,250,5.0,5,36,0,0,6,1,88043
case_000089,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic,medium,delay_corruption,5,3,10,2.0,2,3,0,0,3,3,89043
case_000090,plain_fsm,deterministic,partial,medium,medium,simple,none,cyclic|strongly_connected,deep,nondeterminism_intro,10,5,30,3.0,3,7,0,0,5,1,90043
case_000091,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,unreachable_state_intro,20,10,80,4.0,4,9,0,0,9,1,91043
case_000093,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic|layered,medium,guard_inter_class,5,3,10,2.0,2,2,0,0,3,3,93043
case_000094,plain_fsm,deterministic,partial,medium,medium,simple,none,cyclic|strongly_connected,deep,action_full_mutation,10,5,30,3.0,3,6,0,0,3,1,94043
case_000096,plain_fsm,deterministic,partial,high,very_large,simple,none,cyclic|strongly_connected|dense,deep,missing_transition,50,15,250,5.0,5,27,0,0,5,1,96043
case_000097,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic|layered,medium,wrong_target,5,3,10,2.0,2,1,0,0,4,2,97043
case_000098,plain_fsm,deterministic,partial,medium,medium,simple,none,cyclic|strongly_connected,deep,wrong_source,10,5,30,3.0,3,5,0,0,3,1,98043
case_000099,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,wrong_event,20,10,80,4.0,4,12,0,0,1,1,99043
case_000100,plain_fsm,deterministic,partial,very_high,very_large,simple,none,cyclic|strongly_connected|dense,deep,wrong_initial_state,50,15,255,5.1,10,28,0,0,7,1,100043
case_000101,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic,medium,duplicate_transition,5,3,10,2.0,2,3,0,0,1,2,101043
case_000102,plain_fsm,deterministic,partial,high,medium,simple,none,cyclic|strongly_connected,deep,dead_state_intro,10,5,32,3.2,5,6,0,0,3,1,102043
case_000103,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,guard_flip,20,10,80,4.0,4,8,0,0,3,1,103043
case_000104,plain_fsm,deterministic,partial,high,very_large,simple,none,cyclic|strongly_connected|dense,deep,guard_weaken,50,15,250,5.0,5,34,0,0,2,1,104043
case_000105,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic|strongly_connected,medium,guard_strengthen,5,3,10,2.0,2,1,0,0,2,1,105043
case_000106,plain_fsm,deterministic,partial,high,medium,simple,none,cyclic|strongly_connected,deep,action_corruption,10,5,32,3.2,5,8,0,0,4,1,106043
case_000107,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,timeout_corruption,20,10,80,4.0,4,10,0,0,2,1,107043
case_000108,plain_fsm,deterministic,partial,high,very_large,simple,none,cyclic|strongly_connected|dense,deep,delay_corruption,50,15,250,5.0,5,32,0,0,3,1,108043
case_000109,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic|strongly_connected|hub_and_spoke,medium,nondeterminism_intro,5,3,12,2.4,4,3,0,0,2,1,109043
case_000110,plain_fsm,deterministic,partial,medium,medium,simple,none,cyclic|strongly_connected,deep,unreachable_state_intro,10,5,30,3.0,3,6,0,0,4,1,110043
case_000112,plain_fsm,deterministic,partial,very_high,very_large,simple,none,cyclic|strongly_connected|dense,deep,guard_inter_class,50,15,253,5.06,8,43,0,0,4,1,112043
case_000113,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic|strongly_connected,medium,action_full_mutation,5,3,11,2.2,3,1,0,0,1,1,113043
case_000115,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,missing_transition,20,10,82,4.1,6,10,0,0,2,1,115043
case_000116,plain_fsm,deterministic,partial,very_high,very_large,simple,none,cyclic|strongly_connected|dense,deep,wrong_target,50,15,251,5.02,6,25,0,0,2,1,116043
case_000117,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic|strongly_connected,medium,wrong_source,5,3,10,2.0,2,3,0,0,2,1,117043
case_000118,plain_fsm,deterministic,partial,medium,medium,simple,none,cyclic|strongly_connected,deep,wrong_event,10,5,30,3.0,3,5,0,0,4,1,118043
case_000119,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,wrong_initial_state,20,10,80,4.0,4,9,0,0,3,1,119043
case_000120,plain_fsm,deterministic,partial,very_high,very_large,simple,none,cyclic|strongly_connected|dense,deep,duplicate_transition,50,15,253,5.06,7,32,0,0,1,1,120043
case_000121,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic|strongly_connected,medium,dead_state_intro,5,3,10,2.0,2,2,0,0,2,1,121043
case_000122,plain_fsm,deterministic,partial,high,medium,simple,none,cyclic,deep,guard_flip,10,5,31,3.1,4,5,0,0,4,2,122043
case_000123,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,guard_weaken,20,10,80,4.0,4,13,0,0,4,1,123043
case_000124,plain_fsm,deterministic,partial,very_high,very_large,simple,none,cyclic|strongly_connected|dense,deep,guard_strengthen,50,15,252,5.04,7,29,0,0,4,1,124043
case_000125,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic|strongly_connected|layered,medium,action_corruption,5,3,10,2.0,2,2,0,0,3,1,125043
case_000126,plain_fsm,deterministic,partial,medium,medium,simple,none,cyclic|strongly_connected,deep,timeout_corruption,10,5,30,3.0,3,4,0,0,1,1,126043
case_000127,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,delay_corruption,20,10,80,4.0,4,14,0,0,4,1,127043
case_000128,plain_fsm,deterministic,partial,very_high,very_large,simple,none,cyclic|strongly_connected|dense,deep,nondeterminism_intro,50,15,251,5.02,6,35,0,0,6,1,128043
case_000129,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic|strongly_connected,medium,unreachable_state_intro,5,3,11,2.2,3,2,0,0,1,1,129043
case_000131,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,guard_inter_class,20,10,83,4.15,7,7,0,0,4,1,131043
case_000132,plain_fsm,deterministic,partial,high,very_large,simple,none,cyclic|strongly_connected|dense,deep,action_full_mutation,50,15,250,5.0,5,32,0,0,6,1,132043
case_000134,plain_fsm,deterministic,partial,medium,medium,simple,none,cyclic|strongly_connected,deep,missing_transition,10,5,30,3.0,3,7,0,0,6,1,134043
case_000135,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,wrong_target,20,10,81,4.05,5,7,0,0,7,1,135043
case_000136,plain_fsm,deterministic,partial,very_high,very_large,simple,none,cyclic|strongly_connected|dense,deep,wrong_source,50,15,253,5.06,8,42,0,0,3,1,136043
case_000137,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic|strongly_connected,medium,wrong_event,5,3,10,2.0,2,2,0,0,1,1,137043
case_000138,plain_fsm,deterministic,partial,high,medium,simple,none,cyclic|strongly_connected,deep,wrong_initial_state,10,5,31,3.1,4,6,0,0,3,1,138043
case_000139,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,duplicate_transition,20,10,80,4.0,4,7,0,0,2,1,139043
case_000140,plain_fsm,deterministic,partial,very_high,very_large,simple,none,cyclic|strongly_connected|dense,deep,dead_state_intro,50,15,255,5.1,9,30,0,0,6,1,140043
case_000141,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic|strongly_connected|layered,medium,guard_flip,5,3,10,2.0,2,1,0,0,3,1,141043
case_000142,plain_fsm,deterministic,partial,medium,medium,simple,none,cyclic|strongly_connected,deep,guard_weaken,10,5,30,3.0,3,5,0,0,3,1,142043
case_000143,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,guard_strengthen,20,10,81,4.05,5,12,0,0,4,1,143043
case_000144,plain_fsm,deterministic,partial,high,very_large,simple,none,cyclic|strongly_connected|dense,deep,action_corruption,50,15,250,5.0,5,39,0,0,2,1,144043
case_000145,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic|strongly_connected,medium,timeout_corruption,5,3,11,2.2,3,2,0,0,1,1,145043
case_000146,plain_fsm,deterministic,partial,medium,medium,simple,none,cyclic|strongly_connected,deep,delay_corruption,10,5,30,3.0,3,7,0,0,1,1,146043
case_000147,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,nondeterminism_intro,20,10,81,4.05,5,11,0,0,3,1,147043
case_000148,plain_fsm,deterministic,partial,high,very_large,simple,none,cyclic|strongly_connected|dense,deep,unreachable_state_intro,50,15,250,5.0,5,34,0,0,6,1,148043
case_000150,plain_fsm,deterministic,partial,medium,medium,simple,none,cyclic|strongly_connected,deep,guard_inter_class,10,5,30,3.0,3,6,0,0,2,1,150043
case_000151,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,action_full_mutation,20,10,81,4.05,5,12,0,0,2,1,151043
case_000153,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic|strongly_connected|layered,medium,missing_transition,5,3,10,2.0,2,1,0,0,4,1,153043
case_000154,plain_fsm,deterministic,partial,medium,medium,simple,none,cyclic,deep,wrong_target,10,5,30,3.0,3,6,0,0,3,2,154043
case_000155,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,wrong_source,20,10,80,4.0,4,10,0,0,4,1,155043
case_000156,plain_fsm,deterministic,partial,high,very_large,simple,none,cyclic|strongly_connected|dense,deep,wrong_event,50,15,250,5.0,5,27,0,0,5,1,156043
case_000157,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic|strongly_connected,medium,wrong_initial_state,5,3,11,2.2,3,3,0,0,3,1,157043
case_000158,plain_fsm,deterministic,partial,medium,medium,simple,none,cyclic|strongly_connected,deep,duplicate_transition,10,5,30,3.0,3,7,0,0,1,1,158043
case_000159,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,dead_state_intro,20,10,80,4.0,4,13,0,0,2,1,159043
case_000160,plain_fsm,deterministic,partial,very_high,very_large,simple,none,cyclic|strongly_connected|dense,deep,guard_flip,50,15,251,5.02,6,29,0,0,5,1,160043
case_000161,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic|strongly_connected,medium,guard_weaken,5,3,10,2.0,2,2,0,0,3,1,161043
case_000162,plain_fsm,deterministic,partial,high,medium,simple,none,cyclic|strongly_connected,deep,guard_strengthen,10,5,32,3.2,5,5,0,0,2,1,162043
case_000163,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,action_corruption,20,10,80,4.0,4,13,0,0,5,1,163043
case_000164,plain_fsm,deterministic,partial,high,very_large,simple,none,cyclic|strongly_connected|dense,deep,timeout_corruption,50,15,250,5.0,5,29,0,0,5,1,164043
case_000165,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic|layered,medium,delay_corruption,5,3,10,2.0,2,1,0,0,3,3,165043
case_000166,plain_fsm,deterministic,partial,medium,medium,simple,none,cyclic|strongly_connected,deep,nondeterminism_intro,10,5,30,3.0,3,6,0,0,3,1,166043
case_000167,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,unreachable_state_intro,20,10,80,4.0,4,5,0,0,3,1,167043
case_000169,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic|strongly_connected,medium,guard_inter_class,5,3,10,2.0,2,2,0,0,2,1,169043
case_000170,plain_fsm,deterministic,partial,medium,medium,simple,none,cyclic|strongly_connected,deep,action_full_mutation,10,5,30,3.0,3,5,0,0,4,1,170043
case_000172,plain_fsm,deterministic,partial,very_high,very_large,simple,none,cyclic|strongly_connected|dense,deep,missing_transition,50,15,252,5.04,7,29,0,0,4,1,172043
case_000173,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic|strongly_connected,medium,wrong_target,5,3,11,2.2,3,2,0,0,2,1,173043
case_000174,plain_fsm,deterministic,partial,medium,medium,simple,none,cyclic|strongly_connected,deep,wrong_source,10,5,30,3.0,3,7,0,0,4,1,174043
case_000175,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,wrong_event,20,10,80,4.0,4,11,0,0,6,1,175043
case_000176,plain_fsm,deterministic,partial,very_high,very_large,simple,none,cyclic|strongly_connected|dense,deep,wrong_initial_state,50,15,252,5.04,7,31,0,0,5,1,176043
case_000177,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic|layered,medium,duplicate_transition,5,3,10,2.0,2,2,0,0,3,3,177043
case_000178,plain_fsm,deterministic,partial,medium,medium,simple,none,cyclic|strongly_connected,deep,dead_state_intro,10,5,30,3.0,3,5,0,0,4,1,178043
case_000179,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,guard_flip,20,10,80,4.0,4,14,0,0,7,1,179043
case_000180,plain_fsm,deterministic,partial,high,very_large,simple,none,cyclic|strongly_connected|dense,deep,guard_weaken,50,15,250,5.0,5,38,0,0,5,1,180043
case_000181,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic|strongly_connected,medium,guard_strengthen,5,3,10,2.0,2,1,0,0,1,1,181043
case_000182,plain_fsm,deterministic,partial,medium,medium,simple,none,cyclic|strongly_connected,deep,action_corruption,10,5,30,3.0,3,4,0,0,2,1,182043
case_000183,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,timeout_corruption,20,10,80,4.0,4,9,0,0,5,1,183043
case_000184,plain_fsm,deterministic,partial,very_high,very_large,simple,none,cyclic|strongly_connected|dense,deep,delay_corruption,50,15,252,5.04,6,31,0,0,5,1,184043
case_000185,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic|strongly_connected,medium,nondeterminism_intro,5,3,10,2.0,2,3,0,0,1,1,185043
case_000186,plain_fsm,deterministic,partial,medium,medium,simple,none,cyclic|strongly_connected,deep,unreachable_state_intro,10,5,30,3.0,3,6,0,0,3,1,186043
case_000188,plain_fsm,deterministic,partial,very_high,very_large,simple,none,cyclic|strongly_connected|dense,deep,guard_inter_class,50,15,251,5.02,6,29,0,0,3,1,188043
case_000189,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic|strongly_connected,medium,action_full_mutation,5,3,11,2.2,3,2,0,0,2,1,189043
case_000191,plain_fsm,deterministic,partial,high,large,simple,none,cyclic|strongly_connected|dense,deep,missing_transition,20,10,80,4.0,4,11,0,0,4,1,191043
case_000192,plain_fsm,deterministic,partial,very_high,very_large,simple,none,cyclic|strongly_connected|dense,deep,wrong_target,50,15,251,5.02,6,39,0,0,4,1,192043
case_000193,plain_fsm,deterministic,partial,medium,small,simple,none,cyclic,medium,wrong_source,5,3,11,2.2,3,2,0,0,3,2,193043
case_000194,plain_fsm,deterministic,partial,high,medium,simple,none,cyclic,deep,wrong_event,10,5,31,3.1,4,7,0,0,8,2,194043
