case_id,tool_id,tool_type,model,mutation_operator,status,failure_class,initial_bpr,final_bpr,delta_bpr,complete_repair,effective_repair,regression,patch_parse_failures,patch_validation_failures,patch_application_failures,iterations_completed,runtime_seconds,complexity_tier,difficulty_score,faulty_bpr,reference_bpr,oracle_detected,bpr_delta_pre_repair
case_000005,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,0.0,1.0,1.0,True,True,False,0,0,0,1,0.0001,small,3.88,0.0,1.0,True,1.0
case_000005,baseline_random,baseline,baseline_random,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0001,small,3.88,0.0,1.0,True,1.0
case_000005,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0001,small,3.88,0.0,1.0,True,1.0
case_000006,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,0.0,1.0,1.0,True,True,False,0,0,0,1,0.0002,small,3.88,0.0,1.0,True,1.0
case_000006,baseline_random,baseline,baseline_random,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0002,small,3.88,0.0,1.0,True,1.0
case_000006,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0001,small,3.88,0.0,1.0,True,1.0
case_000007,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,0.0,1.0,1.0,True,True,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000007,baseline_random,baseline,baseline_random,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000007,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000008,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,0.0,1.0,1.0,True,True,False,0,0,0,1,0.0001,small,3.88,0.0,1.0,True,1.0
case_000008,baseline_random,baseline,baseline_random,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0002,small,3.88,0.0,1.0,True,1.0
case_000008,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0001,small,3.88,0.0,1.0,True,1.0
case_000009,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,0.0,1.0,1.0,True,True,False,0,0,0,1,0.0001,small,3.88,0.0,1.0,True,1.0
case_000009,baseline_random,baseline,baseline_random,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0002,small,3.88,0.0,1.0,True,1.0
case_000009,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0001,small,3.88,0.0,1.0,True,1.0
case_000010,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,0.0,1.0,1.0,True,True,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000010,baseline_random,baseline,baseline_random,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000010,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000011,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,0.6666666666666666,1.0,0.33333333333333337,True,True,False,0,0,0,1,0.0002,small,5.53,0.6666666666666666,1.0,True,0.33333333333333337
case_000011,baseline_random,baseline,baseline_random,missing_transition,completed,regression,0.6666666666666666,0.0,-0.6666666666666666,False,False,True,0,0,0,1,0.0004,small,5.53,0.6666666666666666,1.0,True,0.33333333333333337
case_000011,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,no_improvement,0.6666666666666666,0.6666666666666666,0.0,False,False,False,0,0,0,1,0.0001,small,5.53,0.6666666666666666,1.0,True,0.33333333333333337
case_000012,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,0.0,1.0,1.0,True,True,False,0,0,0,1,0.0001,small,3.88,0.0,1.0,True,1.0
case_000012,baseline_random,baseline,baseline_random,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0001,small,3.88,0.0,1.0,True,1.0
case_000012,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0001,small,3.88,0.0,1.0,True,1.0
case_000013,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,0.0,1.0,1.0,True,True,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000013,baseline_random,baseline,baseline_random,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000013,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000014,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,0.0,1.0,1.0,True,True,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000014,baseline_random,baseline,baseline_random,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000014,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000015,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,0.0,1.0,1.0,True,True,False,0,0,0,1,0.0001,small,3.88,0.0,1.0,True,1.0
case_000015,baseline_random,baseline,baseline_random,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0001,small,3.88,0.0,1.0,True,1.0
case_000015,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0001,small,3.88,0.0,1.0,True,1.0
case_000016,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,0.6666666666666666,1.0,0.33333333333333337,True,True,False,0,0,0,1,0.0001,small,5.53,0.6666666666666666,1.0,True,0.33333333333333337
case_000016,baseline_random,baseline,baseline_random,missing_transition,completed,regression,0.6666666666666666,0.0,-0.6666666666666666,False,False,True,0,0,0,1,0.0002,small,5.53,0.6666666666666666,1.0,True,0.33333333333333337
case_000016,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,no_improvement,0.6666666666666666,0.6666666666666666,0.0,False,False,False,0,0,0,1,0.0002,small,5.53,0.6666666666666666,1.0,True,0.33333333333333337
case_000017,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,0.0,1.0,1.0,True,True,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000017,baseline_random,baseline,baseline_random,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000017,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000018,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,0.0,1.0,1.0,True,True,False,0,0,0,1,0.0001,small,3.88,0.0,1.0,True,1.0
case_000018,baseline_random,baseline,baseline_random,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0002,small,3.88,0.0,1.0,True,1.0
case_000018,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0001,small,3.88,0.0,1.0,True,1.0
case_000019,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,0.0,1.0,1.0,True,True,False,0,0,0,1,0.0001,small,3.88,0.0,1.0,True,1.0
case_000019,baseline_random,baseline,baseline_random,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0001,small,3.88,0.0,1.0,True,1.0
case_000019,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0001,small,3.88,0.0,1.0,True,1.0
case_000020,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,0.0,1.0,1.0,True,True,False,0,0,0,1,0.0001,small,5.53,0.0,1.0,True,1.0
case_000020,baseline_random,baseline,baseline_random,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0003,small,5.53,0.0,1.0,True,1.0
case_000020,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0002,small,5.53,0.0,1.0,True,1.0
case_000021,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,0.0,1.0,1.0,True,True,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000021,baseline_random,baseline,baseline_random,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000021,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000022,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,0.0,1.0,1.0,True,True,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000022,baseline_random,baseline,baseline_random,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000022,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000023,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,0.0,1.0,1.0,True,True,False,0,0,0,1,0.0001,small,3.88,0.0,1.0,True,1.0
case_000023,baseline_random,baseline,baseline_random,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0001,small,3.88,0.0,1.0,True,1.0
case_000023,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0001,small,3.88,0.0,1.0,True,1.0
case_000024,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,0.0,1.0,1.0,True,True,False,0,0,0,1,0.0001,small,3.88,0.0,1.0,True,1.0
case_000024,baseline_random,baseline,baseline_random,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0001,small,3.88,0.0,1.0,True,1.0
case_000024,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0001,small,3.88,0.0,1.0,True,1.0
case_000025,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,0.6666666666666666,1.0,0.33333333333333337,True,True,False,0,0,0,1,0.0001,small,5.53,0.6666666666666666,1.0,True,0.33333333333333337
case_000025,baseline_random,baseline,baseline_random,missing_transition,completed,regression,0.6666666666666666,0.0,-0.6666666666666666,False,False,True,0,0,0,1,0.0004,small,5.53,0.6666666666666666,1.0,True,0.33333333333333337
case_000025,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,no_improvement,0.6666666666666666,0.6666666666666666,0.0,False,False,False,0,0,0,1,0.0001,small,5.53,0.6666666666666666,1.0,True,0.33333333333333337
case_000026,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,5.43,0.0,1.0,True,1.0
case_000026,baseline_random,baseline,baseline_random,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000026,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,5.43,0.0,1.0,True,1.0
case_000027,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000027,baseline_random,baseline,baseline_random,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000027,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000028,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,5.43,0.0,1.0,True,1.0
case_000028,baseline_random,baseline,baseline_random,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,5.43,0.0,1.0,True,1.0
case_000028,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000029,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0001,small,3.88,0.0,1.0,True,1.0
case_000029,baseline_random,baseline,baseline_random,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,3.88,0.0,1.0,True,1.0
case_000029,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,3.88,0.0,1.0,True,1.0
case_000030,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,5.53,0.6666666666666666,1.0,True,0.33333333333333337
case_000030,baseline_random,baseline,baseline_random,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0001,small,5.53,0.6666666666666666,1.0,True,0.33333333333333337
case_000030,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0001,small,5.53,0.6666666666666666,1.0,True,0.33333333333333337
case_000031,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,7.39,0.25,1.0,True,0.75
case_000031,baseline_random,baseline,baseline_random,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,7.39,0.25,1.0,True,0.75
case_000031,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,7.39,0.25,1.0,True,0.75
case_000032,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000032,baseline_random,baseline,baseline_random,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000032,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000033,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,6.71,1.0,1.0,False,0.0
case_000033,baseline_random,baseline,baseline_random,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,6.71,1.0,1.0,False,0.0
case_000033,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,6.71,1.0,1.0,False,0.0
case_000034,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,5.43,0.0,1.0,True,1.0
case_000034,baseline_random,baseline,baseline_random,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,5.43,0.0,1.0,True,1.0
case_000034,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,5.43,0.0,1.0,True,1.0
case_000035,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,3.88,0.0,1.0,True,1.0
case_000035,baseline_random,baseline,baseline_random,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0001,small,3.88,0.0,1.0,True,1.0
case_000035,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,3.88,0.0,1.0,True,1.0
case_000036,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,5.43,0.0,1.0,True,1.0
case_000036,baseline_random,baseline,baseline_random,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,5.43,0.0,1.0,True,1.0
case_000036,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,5.43,0.0,1.0,True,1.0
case_000037,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000037,baseline_random,baseline,baseline_random,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,5.43,0.0,1.0,True,1.0
case_000037,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,5.43,0.0,1.0,True,1.0
case_000038,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000038,baseline_random,baseline,baseline_random,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000038,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000039,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000039,baseline_random,baseline,baseline_random,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000039,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000040,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,3.88,0.0,1.0,True,1.0
case_000040,baseline_random,baseline,baseline_random,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,3.88,0.0,1.0,True,1.0
case_000040,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,3.88,0.0,1.0,True,1.0
case_000041,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0001,small,7.39,0.25,1.0,True,0.75
case_000041,baseline_random,baseline,baseline_random,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,7.39,0.25,1.0,True,0.75
case_000041,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,7.39,0.25,1.0,True,0.75
case_000042,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,5.43,0.0,1.0,True,1.0
case_000042,baseline_random,baseline,baseline_random,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,5.43,0.0,1.0,True,1.0
case_000042,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,5.43,0.0,1.0,True,1.0
case_000043,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000043,baseline_random,baseline,baseline_random,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,5.43,0.0,1.0,True,1.0
case_000043,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,5.43,0.0,1.0,True,1.0
case_000044,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0001,small,3.88,0.0,1.0,True,1.0
case_000044,baseline_random,baseline,baseline_random,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0001,small,3.88,0.0,1.0,True,1.0
case_000044,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0001,small,3.88,0.0,1.0,True,1.0
case_000045,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,5.43,0.0,1.0,True,1.0
case_000045,baseline_random,baseline,baseline_random,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000045,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0001,small,5.43,0.0,1.0,True,1.0
case_000046,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,5.43,0.0,1.0,True,1.0
case_000046,baseline_random,baseline,baseline_random,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,5.43,0.0,1.0,True,1.0
case_000046,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,5.43,0.0,1.0,True,1.0
case_000047,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,5.43,0.0,1.0,True,1.0
case_000047,baseline_random,baseline,baseline_random,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,5.43,0.0,1.0,True,1.0
case_000047,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,5.43,0.0,1.0,True,1.0
case_000048,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,7.69,0.8333333333333334,1.0,True,0.16666666666666663
case_000048,baseline_random,baseline,baseline_random,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,7.69,0.8333333333333334,1.0,True,0.16666666666666663
case_000048,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,7.69,0.8333333333333334,1.0,True,0.16666666666666663
case_000049,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,5.43,0.0,1.0,True,1.0
case_000049,baseline_random,baseline,baseline_random,missing_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0,small,5.43,0.0,1.0,True,1.0
