case_id,bug_type,mutation_operator,mutation_order,is_higher_order,reference_bpr,faulty_bpr,fault_detected
case_000063,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000064,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000065,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000066,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000067,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000068,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000069,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000070,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000071,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000072,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000073,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000074,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000075,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000076,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000077,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000078,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000079,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000080,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000081,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000082,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000083,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000084,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000085,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000086,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000087,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000088,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000089,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000090,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000091,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000092,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000093,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000094,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000095,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000096,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000097,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000098,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000099,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000100,wrong_source,wrong_source,1,False,1.0,0.0,1
case_000101,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000102,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000103,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000104,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000105,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000106,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000107,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000108,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000109,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000110,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000111,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000112,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000113,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000114,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000115,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000116,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000117,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000118,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000119,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000120,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000121,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000122,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000123,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000124,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000125,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000126,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000127,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000128,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000129,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000130,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000131,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000132,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000133,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000134,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000135,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000136,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000137,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000138,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000139,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000140,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000141,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000142,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000143,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000144,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000145,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000146,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000147,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000148,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000149,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000150,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000151,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000152,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000153,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000154,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000155,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000156,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000157,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000158,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000159,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000160,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000161,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000162,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000163,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000164,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000165,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000166,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000167,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000168,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000169,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000170,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000171,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000172,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000173,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000174,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000175,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000176,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000177,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000178,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000179,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000180,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000181,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000182,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000183,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000184,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000185,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000186,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000187,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000188,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000189,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000190,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000191,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000192,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000193,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000194,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000195,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000196,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000197,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000198,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000199,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000200,wrong_event,wrong_event,1,False,1.0,0.0,1
case_000201,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000202,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000203,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000204,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000205,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000206,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000207,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000208,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000209,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000210,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000211,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000212,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000213,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000214,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000215,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000216,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000217,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000218,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000219,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000220,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000221,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000222,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000223,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000224,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000225,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000226,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000227,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000228,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000229,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000230,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000231,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000232,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000233,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000234,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000235,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000236,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000237,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000238,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000239,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000240,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000241,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000242,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000243,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000244,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000245,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000246,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000247,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000248,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000249,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000250,missing_transition,missing_transition,1,False,1.0,0.0,1
case_000251,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000252,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000253,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000254,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000255,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000256,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000257,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000258,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000259,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000260,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000261,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000262,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000263,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000264,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000265,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000266,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000267,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000268,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000269,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000270,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000271,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000272,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000273,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000274,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000275,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000276,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000277,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000278,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000279,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000280,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000281,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000282,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000283,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000284,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000285,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000286,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000287,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000288,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000289,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000290,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000291,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000292,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000293,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000294,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000295,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000296,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000297,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000298,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000299,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000300,action_corruption,action_corruption,1,False,1.0,1.0,0
case_000301,guard_flip,guard_flip,1,False,1.0,0.875,1
case_000302,guard_flip,guard_flip,1,False,1.0,0.25,1
case_000303,guard_flip,guard_flip,1,False,1.0,0.75,1
case_000304,guard_flip,guard_flip,1,False,1.0,0.0,1
case_000305,guard_flip,guard_flip,1,False,1.0,0.625,1
case_000306,guard_flip,guard_flip,1,False,1.0,0.25,1
case_000307,guard_flip,guard_flip,1,False,1.0,0.625,1
case_000308,guard_flip,guard_flip,1,False,1.0,0.0,1
case_000309,guard_flip,guard_flip,1,False,1.0,0.0,1
case_000310,guard_flip,guard_flip,1,False,1.0,0.888889,1
case_000311,guard_flip,guard_flip,1,False,1.0,0.0,1
case_000312,guard_flip,guard_flip,1,False,1.0,0.875,1
case_000313,guard_flip,guard_flip,1,False,1.0,0.0,1
case_000314,guard_flip,guard_flip,1,False,1.0,0.0,1
case_000315,guard_flip,guard_flip,1,False,1.0,0.0,1
case_000316,guard_flip,guard_flip,1,False,1.0,0.75,1
case_000317,guard_flip,guard_flip,1,False,1.0,0.25,1
case_000318,guard_flip,guard_flip,1,False,1.0,0.0,1
case_000319,guard_flip,guard_flip,1,False,1.0,0.888889,1
case_000320,guard_flip,guard_flip,1,False,1.0,0.0,1
case_000321,guard_flip,guard_flip,1,False,1.0,0.888889,1
case_000322,guard_flip,guard_flip,1,False,1.0,0.875,1
case_000323,guard_flip,guard_flip,1,False,1.0,0.75,1
case_000324,guard_flip,guard_flip,1,False,1.0,0.0,1
case_000325,guard_flip,guard_flip,1,False,1.0,0.111111,1
case_000326,guard_flip,guard_flip,1,False,1.0,0.0,1
case_000327,guard_flip,guard_flip,1,False,1.0,0.0,1
case_000328,guard_flip,guard_flip,1,False,1.0,0.75,1
case_000329,guard_flip,guard_flip,1,False,1.0,0.75,1
case_000330,guard_flip,guard_flip,1,False,1.0,0.375,1
case_000331,guard_flip,guard_flip,1,False,1.0,0.888889,1
case_000332,guard_flip,guard_flip,1,False,1.0,0.25,1
case_000333,guard_flip,guard_flip,1,False,1.0,0.0,1
case_000334,guard_flip,guard_flip,1,False,1.0,0.888889,1
case_000335,guard_flip,guard_flip,1,False,1.0,0.0,1
case_000336,guard_flip,guard_flip,1,False,1.0,0.0,1
case_000337,guard_flip,guard_flip,1,False,1.0,0.0,1
case_000338,guard_flip,guard_flip,1,False,1.0,0.0,1
case_000339,guard_flip,guard_flip,1,False,1.0,0.25,1
case_000340,guard_flip,guard_flip,1,False,1.0,0.375,1
case_000341,guard_flip,guard_flip,1,False,1.0,0.25,1
case_000342,guard_flip,guard_flip,1,False,1.0,0.625,1
case_000343,guard_flip,guard_flip,1,False,1.0,0.75,1
case_000344,guard_flip,guard_flip,1,False,1.0,0.25,1
case_000345,guard_flip,guard_flip,1,False,1.0,0.875,1
case_000346,guard_flip,guard_flip,1,False,1.0,0.875,1
case_000347,guard_flip,guard_flip,1,False,1.0,0.625,1
case_000348,guard_flip,guard_flip,1,False,1.0,0.0,1
case_000349,guard_flip,guard_flip,1,False,1.0,0.666667,1
case_000350,guard_flip,guard_flip,1,False,1.0,0.75,1
case_000351,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000352,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000353,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000354,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000355,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000356,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000357,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000358,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000359,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000360,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000361,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000362,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000363,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000364,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000365,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000366,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000367,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000368,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000369,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000370,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000371,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000372,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000373,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000374,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000375,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000376,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000377,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000378,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000379,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000380,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000381,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000382,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000383,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000384,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000385,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000386,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000387,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000388,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000389,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000390,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000391,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000392,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000393,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000394,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000395,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000396,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000397,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000398,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000399,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000400,nondeterminism_intro,nondeterminism_intro,1,False,1.0,1.0,0
case_000401,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000402,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000403,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000404,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000405,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000406,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000407,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000408,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000409,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000410,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000411,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000412,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000413,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000414,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000415,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000416,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000417,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000418,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000419,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000420,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000421,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000422,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000423,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000424,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000425,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000426,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000427,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000428,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
case_000429,wrong_initial_state,wrong_initial_state,1,False,1.0,0.0,1
