case_id,tool_id,tool_type,model,mutation_operator,status,failure_class,initial_bpr,final_bpr,delta_bpr,complete_repair,effective_repair,regression,patch_parse_failures,patch_validation_failures,patch_application_failures,iterations_completed,runtime_seconds
case_000007,baseline_wrong_target,baseline,baseline_wrong_target,dead_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0017
case_000008,baseline_missing_transition,baseline,baseline_missing_transition,guard_flip,completed,complete_repair,0.9856584093872229,1.0,0.014341590612777066,True,True,False,0,0,0,1,0.0427
case_000008,baseline_random,baseline,baseline_random,guard_flip,completed,regression,0.9856584093872229,0.984354628422425,-0.0013037809647978849,False,False,True,0,0,0,1,0.0661
case_000008,baseline_wrong_target,baseline,baseline_wrong_target,guard_flip,completed,no_improvement,0.9856584093872229,0.9856584093872229,0.0,False,False,False,0,0,0,1,0.0456
case_000009,baseline_missing_transition,baseline,baseline_missing_transition,guard_weaken,completed,complete_repair,0.7916666666666666,1.0,0.20833333333333337,True,True,False,0,0,0,1,0.0004
case_000009,baseline_random,baseline,baseline_random,guard_weaken,completed,no_improvement,0.7916666666666666,0.7916666666666666,0.0,False,False,False,0,0,0,1,0.0006
case_000009,baseline_wrong_target,baseline,baseline_wrong_target,guard_weaken,completed,no_improvement,0.7916666666666666,0.7916666666666666,0.0,False,False,False,0,0,0,1,0.0004
case_000010,baseline_missing_transition,baseline,baseline_missing_transition,guard_strengthen,completed,complete_repair,0.9135802469135802,1.0,0.0864197530864198,True,True,False,0,0,0,1,0.0011
case_000010,baseline_random,baseline,baseline_random,guard_strengthen,completed,no_improvement,0.9135802469135802,0.9135802469135802,0.0,False,False,False,0,0,0,1,0.0016
case_000010,baseline_wrong_target,baseline,baseline_wrong_target,guard_strengthen,completed,no_improvement,0.9135802469135802,0.9135802469135802,0.0,False,False,False,0,0,0,1,0.0012
case_000011,baseline_missing_transition,baseline,baseline_missing_transition,action_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0017
case_000011,baseline_random,baseline,baseline_random,action_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0017
case_000011,baseline_wrong_target,baseline,baseline_wrong_target,action_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0017
case_000012,baseline_missing_transition,baseline,baseline_missing_transition,timeout_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0085
case_000012,baseline_random,baseline,baseline_random,timeout_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0238
case_000012,baseline_wrong_target,baseline,baseline_wrong_target,timeout_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0296
case_000013,baseline_missing_transition,baseline,baseline_missing_transition,delay_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000013,baseline_random,baseline,baseline_random,delay_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000013,baseline_wrong_target,baseline,baseline_wrong_target,delay_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000014,baseline_missing_transition,baseline,baseline_missing_transition,nondeterminism_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.001
case_000014,baseline_random,baseline,baseline_random,nondeterminism_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0006
case_000014,baseline_wrong_target,baseline,baseline_wrong_target,nondeterminism_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005
case_000015,baseline_missing_transition,baseline,baseline_missing_transition,unreachable_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0017
case_000015,baseline_random,baseline,baseline_random,unreachable_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0016
case_000015,baseline_wrong_target,baseline,baseline_wrong_target,unreachable_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0017
case_000017,baseline_missing_transition,baseline,baseline_missing_transition,guard_inter_class,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000017,baseline_random,baseline,baseline_random,guard_inter_class,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000017,baseline_wrong_target,baseline,baseline_wrong_target,guard_inter_class,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000018,baseline_missing_transition,baseline,baseline_missing_transition,action_full_mutation,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005
case_000018,baseline_random,baseline,baseline_random,action_full_mutation,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0006
case_000018,baseline_wrong_target,baseline,baseline_wrong_target,action_full_mutation,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005
case_000020,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,0.925700365408039,1.0,0.07429963459196098,True,True,False,0,0,0,1,0.0274
case_000020,baseline_random,baseline,baseline_random,missing_transition,completed,no_improvement,0.925700365408039,0.925700365408039,0.0,False,False,False,0,0,0,1,0.0375
case_000020,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,no_improvement,0.925700365408039,0.925700365408039,0.0,False,False,False,0,0,0,1,0.0492
case_000021,baseline_missing_transition,baseline,baseline_missing_transition,wrong_target,completed,no_improvement,0.9615384615384616,0.9615384615384616,0.0,False,False,False,0,0,0,1,0.0007
case_000021,baseline_random,baseline,baseline_random,wrong_target,completed,no_improvement,0.9615384615384616,0.9615384615384616,0.0,False,False,False,0,0,0,1,0.0006
case_000021,baseline_wrong_target,baseline,baseline_wrong_target,wrong_target,completed,complete_repair,0.9615384615384616,1.0,0.038461538461538436,True,True,False,0,0,0,1,0.0004
case_000022,baseline_missing_transition,baseline,baseline_missing_transition,wrong_source,completed,no_improvement,0.9066666666666666,0.9066666666666666,0.0,False,False,False,0,1,0,1,0.0009
case_000022,baseline_random,baseline,baseline_random,wrong_source,completed,no_improvement,0.9066666666666666,0.9066666666666666,0.0,False,False,False,0,0,0,1,0.0097
case_000022,baseline_wrong_target,baseline,baseline_wrong_target,wrong_source,completed,no_improvement,0.9066666666666666,0.9066666666666666,0.0,False,False,False,0,1,0,1,0.0008
case_000023,baseline_missing_transition,baseline,baseline_missing_transition,wrong_event,completed,complete_repair,0.9958677685950413,1.0,0.004132231404958664,True,True,False,0,0,0,1,0.0036
case_000023,baseline_random,baseline,baseline_random,wrong_event,completed,regression,0.9958677685950413,0.9834710743801653,-0.012396694214875992,False,False,True,0,0,0,1,0.0104
case_000023,baseline_wrong_target,baseline,baseline_wrong_target,wrong_event,completed,no_improvement,0.9958677685950413,0.9958677685950413,0.0,False,False,False,0,0,0,1,0.0036
case_000024,baseline_missing_transition,baseline,baseline_missing_transition,wrong_initial_state,completed,effective_repair,0.0,0.694829760403531,0.694829760403531,False,True,False,0,0,0,1,0.0211
case_000024,baseline_random,baseline,baseline_random,wrong_initial_state,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0193
case_000024,baseline_wrong_target,baseline,baseline_wrong_target,wrong_initial_state,completed,effective_repair,0.0,0.25851197982345525,0.25851197982345525,False,True,False,0,0,0,1,0.2818
case_000025,baseline_missing_transition,baseline,baseline_missing_transition,duplicate_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000025,baseline_random,baseline,baseline_random,duplicate_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000025,baseline_wrong_target,baseline,baseline_wrong_target,duplicate_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0003
case_000026,baseline_missing_transition,baseline,baseline_missing_transition,dead_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0006
case_000026,baseline_random,baseline,baseline_random,dead_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0006
case_000026,baseline_wrong_target,baseline,baseline_wrong_target,dead_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0006
case_000027,baseline_missing_transition,baseline,baseline_missing_transition,guard_flip,completed,complete_repair,0.5474137931034483,1.0,0.4525862068965517,True,True,False,0,0,0,1,0.0032
case_000027,baseline_random,baseline,baseline_random,guard_flip,completed,regression,0.5474137931034483,0.4482758620689655,-0.09913793103448276,False,False,True,0,0,0,1,0.0115
case_000027,baseline_wrong_target,baseline,baseline_wrong_target,guard_flip,completed,no_improvement,0.5474137931034483,0.5474137931034483,0.0,False,False,False,0,0,0,1,0.003
case_000028,baseline_missing_transition,baseline,baseline_missing_transition,guard_weaken,completed,complete_repair,0.9987546699875467,1.0,0.001245330012453305,True,True,False,0,0,0,1,0.0467
case_000028,baseline_random,baseline,baseline_random,guard_weaken,completed,regression,0.9987546699875467,0.9975093399750934,-0.001245330012453305,False,False,True,0,0,0,1,0.0489
case_000028,baseline_wrong_target,baseline,baseline_wrong_target,guard_weaken,completed,no_improvement,0.9987546699875467,0.9987546699875467,0.0,False,False,False,0,0,0,1,0.0437
case_000029,baseline_missing_transition,baseline,baseline_missing_transition,guard_strengthen,completed,complete_repair,0.9545454545454546,1.0,0.045454545454545414,True,True,False,0,0,0,1,0.0007
case_000029,baseline_random,baseline,baseline_random,guard_strengthen,completed,no_improvement,0.9545454545454546,0.9545454545454546,0.0,False,False,False,0,0,0,1,0.0005
case_000029,baseline_wrong_target,baseline,baseline_wrong_target,guard_strengthen,completed,no_improvement,0.9545454545454546,0.9545454545454546,0.0,False,False,False,0,0,0,1,0.0006
case_000030,baseline_missing_transition,baseline,baseline_missing_transition,action_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005
case_000030,baseline_random,baseline,baseline_random,action_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005
case_000030,baseline_wrong_target,baseline,baseline_wrong_target,action_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005
case_000031,baseline_missing_transition,baseline,baseline_missing_transition,timeout_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0016
case_000031,baseline_random,baseline,baseline_random,timeout_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0016
case_000031,baseline_wrong_target,baseline,baseline_wrong_target,timeout_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0031
case_000032,baseline_missing_transition,baseline,baseline_missing_transition,delay_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0196
case_000032,baseline_random,baseline,baseline_random,delay_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0209
case_000032,baseline_wrong_target,baseline,baseline_wrong_target,delay_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0246
case_000033,baseline_missing_transition,baseline,baseline_missing_transition,nondeterminism_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0003
case_000033,baseline_random,baseline,baseline_random,nondeterminism_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000033,baseline_wrong_target,baseline,baseline_wrong_target,nondeterminism_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0003
case_000034,baseline_missing_transition,baseline,baseline_missing_transition,unreachable_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0006
case_000034,baseline_random,baseline,baseline_random,unreachable_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0008
case_000034,baseline_wrong_target,baseline,baseline_wrong_target,unreachable_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005
case_000036,baseline_missing_transition,baseline,baseline_missing_transition,guard_inter_class,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0261
case_000036,baseline_random,baseline,baseline_random,guard_inter_class,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.017
case_000036,baseline_wrong_target,baseline,baseline_wrong_target,guard_inter_class,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0111
case_000037,baseline_missing_transition,baseline,baseline_missing_transition,action_full_mutation,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000037,baseline_random,baseline,baseline_random,action_full_mutation,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0003
case_000037,baseline_wrong_target,baseline,baseline_wrong_target,action_full_mutation,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000039,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,0.99609375,1.0,0.00390625,True,True,False,0,0,0,1,0.0036
case_000039,baseline_random,baseline,baseline_random,missing_transition,completed,no_improvement,0.99609375,0.99609375,0.0,False,False,False,0,0,0,1,0.0093
case_000039,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,no_improvement,0.99609375,0.99609375,0.0,False,False,False,0,0,0,1,0.0037
case_000040,baseline_missing_transition,baseline,baseline_missing_transition,wrong_target,completed,no_improvement,0.9859514687100894,0.9859514687100894,0.0,False,False,False,0,0,0,1,0.027
case_000040,baseline_random,baseline,baseline_random,wrong_target,completed,regression,0.9859514687100894,0.9846743295019157,-0.0012771392081737387,False,False,True,0,0,0,1,0.0325
case_000040,baseline_wrong_target,baseline,baseline_wrong_target,wrong_target,completed,complete_repair,0.9859514687100894,1.0,0.01404853128991057,True,True,False,0,0,0,1,0.0396
case_000041,baseline_missing_transition,baseline,baseline_missing_transition,wrong_source,completed,no_improvement,0.7727272727272727,0.7727272727272727,0.0,False,False,False,0,1,0,1,0.0005
case_000041,baseline_random,baseline,baseline_random,wrong_source,completed,no_improvement,0.7727272727272727,0.7727272727272727,0.0,False,False,False,0,0,0,1,0.0022
case_000041,baseline_wrong_target,baseline,baseline_wrong_target,wrong_source,completed,no_improvement,0.7727272727272727,0.7727272727272727,0.0,False,False,False,0,1,0,1,0.0005
case_000042,baseline_missing_transition,baseline,baseline_missing_transition,wrong_event,completed,no_improvement,0.9876543209876543,0.9876543209876543,0.0,False,False,False,0,1,0,1,0.0008
case_000042,baseline_random,baseline,baseline_random,wrong_event,completed,no_improvement,0.9876543209876543,0.9876543209876543,0.0,False,False,False,0,0,0,1,0.0409
case_000042,baseline_wrong_target,baseline,baseline_wrong_target,wrong_event,completed,no_improvement,0.9876543209876543,0.9876543209876543,0.0,False,False,False,0,1,0,1,0.0008
case_000043,baseline_missing_transition,baseline,baseline_missing_transition,wrong_initial_state,completed,effective_repair,0.0,0.8647540983606558,0.8647540983606558,False,True,False,0,0,0,1,0.0211
case_000043,baseline_random,baseline,baseline_random,wrong_initial_state,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0039
case_000043,baseline_wrong_target,baseline,baseline_wrong_target,wrong_initial_state,completed,effective_repair,0.0,0.13524590163934427,0.13524590163934427,False,True,False,0,0,0,1,0.0022
case_000044,baseline_missing_transition,baseline,baseline_missing_transition,duplicate_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0296
case_000044,baseline_random,baseline,baseline_random,duplicate_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0142
case_000044,baseline_wrong_target,baseline,baseline_wrong_target,duplicate_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0172
case_000045,baseline_missing_transition,baseline,baseline_missing_transition,dead_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000045,baseline_random,baseline,baseline_random,dead_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000045,baseline_wrong_target,baseline,baseline_wrong_target,dead_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0001
case_000046,baseline_missing_transition,baseline,baseline_missing_transition,guard_flip,completed,complete_repair,0.9871794871794872,1.0,0.012820512820512775,True,True,False,0,0,0,1,0.0011
case_000046,baseline_random,baseline,baseline_random,guard_flip,completed,no_improvement,0.9871794871794872,0.9871794871794872,0.0,False,False,False,0,0,0,1,0.0015
case_000046,baseline_wrong_target,baseline,baseline_wrong_target,guard_flip,completed,no_improvement,0.9871794871794872,0.9871794871794872,0.0,False,False,False,0,0,0,1,0.001
case_000047,baseline_missing_transition,baseline,baseline_missing_transition,guard_weaken,completed,complete_repair,0.996,1.0,0.0040000000000000036,True,True,False,0,0,0,1,0.0037
case_000047,baseline_random,baseline,baseline_random,guard_weaken,completed,regression,0.996,0.988,-0.008000000000000007,False,False,True,0,0,0,1,0.0051
case_000047,baseline_wrong_target,baseline,baseline_wrong_target,guard_weaken,completed,no_improvement,0.996,0.996,0.0,False,False,False,0,0,0,1,0.0036
case_000048,baseline_missing_transition,baseline,baseline_missing_transition,guard_strengthen,completed,complete_repair,0.9988700564971752,1.0,0.001129943502824804,True,True,False,0,0,0,1,0.0324
case_000048,baseline_random,baseline,baseline_random,guard_strengthen,completed,no_improvement,0.9988700564971752,0.9988700564971752,0.0,False,False,False,0,0,0,1,0.0469
case_000048,baseline_wrong_target,baseline,baseline_wrong_target,guard_strengthen,completed,no_improvement,0.9988700564971752,0.9988700564971752,0.0,False,False,False,0,0,0,1,0.0286
case_000049,baseline_missing_transition,baseline,baseline_missing_transition,action_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000049,baseline_random,baseline,baseline_random,action_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0003
case_000049,baseline_wrong_target,baseline,baseline_wrong_target,action_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000050,baseline_missing_transition,baseline,baseline_missing_transition,timeout_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.001
case_000050,baseline_random,baseline,baseline_random,timeout_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005
case_000050,baseline_wrong_target,baseline,baseline_wrong_target,timeout_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005
case_000051,baseline_missing_transition,baseline,baseline_missing_transition,delay_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0017
case_000051,baseline_random,baseline,baseline_random,delay_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0017
case_000051,baseline_wrong_target,baseline,baseline_wrong_target,delay_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0017
case_000052,baseline_missing_transition,baseline,baseline_missing_transition,nondeterminism_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0094
case_000052,baseline_random,baseline,baseline_random,nondeterminism_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0139
case_000052,baseline_wrong_target,baseline,baseline_wrong_target,nondeterminism_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0188
case_000053,baseline_missing_transition,baseline,baseline_missing_transition,unreachable_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000053,baseline_random,baseline,baseline_random,unreachable_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0003
case_000053,baseline_wrong_target,baseline,baseline_wrong_target,unreachable_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002
case_000055,baseline_missing_transition,baseline,baseline_missing_transition,guard_inter_class,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0018
case_000055,baseline_random,baseline,baseline_random,guard_inter_class,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0032
case_000055,baseline_wrong_target,baseline,baseline_wrong_target,guard_inter_class,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0017
case_000056,baseline_missing_transition,baseline,baseline_missing_transition,action_full_mutation,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0194
case_000056,baseline_random,baseline,baseline_random,action_full_mutation,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.014
case_000056,baseline_wrong_target,baseline,baseline_wrong_target,action_full_mutation,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0153
case_000058,baseline_missing_transition,baseline,baseline_missing_transition,missing_transition,completed,complete_repair,0.9879518072289156,1.0,0.012048192771084376,True,True,False,0,0,0,1,0.0018
case_000058,baseline_random,baseline,baseline_random,missing_transition,completed,regression,0.9879518072289156,0.9759036144578314,-0.012048192771084265,False,False,True,0,0,0,1,0.0014
case_000058,baseline_wrong_target,baseline,baseline_wrong_target,missing_transition,completed,no_improvement,0.9879518072289156,0.9879518072289156,0.0,False,False,False,0,0,0,1,0.0011
case_000059,baseline_missing_transition,baseline,baseline_missing_transition,wrong_target,completed,no_improvement,0.9959514170040485,0.9959514170040485,0.0,False,False,False,0,0,0,1,0.0036
case_000059,baseline_random,baseline,baseline_random,wrong_target,completed,regression,0.9959514170040485,0.951417004048583,-0.04453441295546556,False,False,True,0,0,0,1,0.0102
case_000059,baseline_wrong_target,baseline,baseline_wrong_target,wrong_target,completed,complete_repair,0.9959514170040485,1.0,0.004048582995951455,True,True,False,0,0,0,1,0.0035
case_000060,baseline_missing_transition,baseline,baseline_missing_transition,wrong_source,completed,no_improvement,0.9871345029239766,0.9871345029239766,0.0,False,False,False,0,1,0,1,0.0184
case_000060,baseline_random,baseline,baseline_random,wrong_source,completed,no_improvement,0.9871345029239766,0.9871345029239766,0.0,False,False,False,0,0,0,1,0.281
case_000060,baseline_wrong_target,baseline,baseline_wrong_target,wrong_source,completed,no_improvement,0.9871345029239766,0.9871345029239766,0.0,False,False,False,0,1,0,1,0.0232
case_000061,baseline_missing_transition,baseline,baseline_missing_transition,wrong_event,completed,no_improvement,0.7727272727272727,0.7727272727272727,0.0,False,False,False,0,1,0,1,0.0003
case_000061,baseline_random,baseline,baseline_random,wrong_event,completed,no_improvement,0.7727272727272727,0.7727272727272727,0.0,False,False,False,0,0,0,1,0.0023
case_000061,baseline_wrong_target,baseline,baseline_wrong_target,wrong_event,completed,no_improvement,0.7727272727272727,0.7727272727272727,0.0,False,False,False,0,1,0,1,0.0005
case_000062,baseline_missing_transition,baseline,baseline_missing_transition,wrong_initial_state,completed,effective_repair,0.0,0.2839506172839506,0.2839506172839506,False,True,False,0,0,0,1,0.0009
case_000062,baseline_random,baseline,baseline_random,wrong_initial_state,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0012
case_000062,baseline_wrong_target,baseline,baseline_wrong_target,wrong_initial_state,completed,effective_repair,0.0,0.6296296296296297,0.6296296296296297,False,True,False,0,0,0,1,0.0018
case_000063,baseline_missing_transition,baseline,baseline_missing_transition,duplicate_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0018
case_000063,baseline_random,baseline,baseline_random,duplicate_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0018
case_000063,baseline_wrong_target,baseline,baseline_wrong_target,duplicate_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0034
case_000064,baseline_missing_transition,baseline,baseline_missing_transition,dead_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0614
case_000064,baseline_random,baseline,baseline_random,dead_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0347
case_000064,baseline_wrong_target,baseline,baseline_wrong_target,dead_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0226
case_000065,baseline_missing_transition,baseline,baseline_missing_transition,guard_flip,completed,complete_repair,0.9545454545454546,1.0,0.045454545454545414,True,True,False,0,0,0,1,0.0004
