case_id,machine_type,determinism,completeness,arity_class,size_class,guard_complexity,time_features,graph_structure,oracle_depth,bug_type,num_states,num_events,num_transitions,avg_out_degree,max_out_degree,num_guards,num_timed_guards,num_timeouts,num_cycles,scc_count,seed
case_000014,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_source,2,2,1,0.5,1,0,0,0,0,2,482
case_000015,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_source,2,2,1,0.5,1,0,0,0,0,2,499
case_000016,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_event,3,2,2,0.6667,1,0,0,0,0,3,617
case_000017,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,wrong_event,1,2,1,1.0,1,0,0,0,1,1,634
case_000018,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,wrong_event,1,2,1,1.0,1,0,0,0,1,1,651
case_000019,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_event,2,2,1,0.5,1,0,0,0,0,2,668
case_000020,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_event,2,2,1,0.5,1,0,0,0,0,2,685
case_000021,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|layered,shallow,action_corruption,3,2,3,1.0,1,3,0,0,1,3,803
case_000022,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|layered,shallow,action_corruption,3,2,3,1.0,1,3,0,0,1,3,820
case_000023,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|hub_and_spoke|layered,shallow,action_corruption,3,2,4,1.3333,2,4,0,0,1,3,837
case_000024,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|layered,shallow,action_corruption,3,2,3,1.0,1,3,0,0,1,3,854
case_000025,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|layered,shallow,action_corruption,3,2,3,1.0,1,3,0,0,1,3,871
case_000026,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|layered,shallow,guard_flip,1,2,1,1.0,1,1,0,0,1,1,989
case_000027,mealy,deterministic,partial,low,tiny,simple,none,acyclic|sparse|hub_and_spoke|layered,shallow,guard_flip,3,2,3,1.0,2,3,0,0,0,3,1006
case_000028,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|hub_and_spoke|layered,shallow,guard_flip,2,2,3,1.5,2,3,0,0,2,2,1023
case_000029,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|hub_and_spoke|layered,shallow,guard_flip,2,2,3,1.5,2,3,0,0,1,2,1040
case_000030,mealy,deterministic,partial,medium,tiny,simple,none,cyclic|hub_and_spoke|layered,shallow,guard_flip,3,2,5,1.6667,2,5,0,0,3,3,1057
case_000031,mealy,deterministic,complete,high,tiny,simple,none,cyclic|dense|hub_and_spoke|layered,shallow,duplicate_transition,3,2,12,4.0,4,12,0,0,8,3,1175
case_000032,mealy,deterministic,partial,high,tiny,simple,none,cyclic|dense|hub_and_spoke|layered,shallow,duplicate_transition,3,2,12,4.0,4,12,0,0,7,3,1192
case_000033,mealy,deterministic,complete,high,tiny,simple,none,cyclic|dense|hub_and_spoke|layered,shallow,duplicate_transition,3,2,12,4.0,4,12,0,0,5,3,1209
case_000034,mealy,deterministic,complete,high,tiny,simple,none,cyclic|dense|hub_and_spoke|layered,shallow,duplicate_transition,3,2,12,4.0,4,12,0,0,5,3,1226
case_000035,mealy,deterministic,partial,high,tiny,simple,none,cyclic|dense|hub_and_spoke|layered,shallow,duplicate_transition,3,2,12,4.0,4,12,0,0,7,3,1243
case_000036,mealy,deterministic,partial,medium,tiny,simple,none,cyclic|hub_and_spoke|layered,shallow,wrong_target,3,2,7,2.3333,3,7,0,0,3,3,1361
case_000037,mealy,deterministic,partial,medium,tiny,simple,none,cyclic|hub_and_spoke|layered,shallow,wrong_target,3,2,7,2.3333,3,7,0,0,4,3,1378
case_000038,mealy,deterministic,partial,medium,tiny,simple,none,cyclic|hub_and_spoke|layered,shallow,wrong_target,3,2,7,2.3333,3,7,0,0,4,3,1395
case_000039,mealy,deterministic,complete,medium,tiny,simple,none,cyclic|hub_and_spoke|layered,shallow,wrong_target,3,2,8,2.6667,3,8,0,0,3,3,1412
case_000040,mealy,deterministic,complete,medium,tiny,simple,none,cyclic|hub_and_spoke|layered,shallow,wrong_target,3,2,7,2.3333,3,7,0,0,4,3,1429
case_000041,moore,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,wrong_initial_state,1,2,1,1.0,1,0,0,0,1,1,1547
case_000042,moore,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,wrong_initial_state,1,2,1,1.0,1,0,0,0,1,1,1564
case_000043,moore,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_initial_state,3,2,2,0.6667,1,0,0,0,0,3,1581
case_000044,moore,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_initial_state,2,2,1,0.5,1,0,0,0,0,2,1598
case_000045,moore,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_initial_state,2,2,1,0.5,1,0,0,0,0,2,1615
case_000046,moore,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,dead_state_intro,1,2,1,1.0,1,0,0,0,1,1,1733
case_000047,moore,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,dead_state_intro,2,2,1,0.5,1,0,0,0,0,2,1750
case_000048,moore,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,dead_state_intro,3,2,2,0.6667,1,0,0,0,0,3,1767
case_000049,moore,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,dead_state_intro,1,2,1,1.0,1,0,0,0,1,1,1784
case_000050,moore,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,dead_state_intro,1,2,1,1.0,1,0,0,0,1,1,1801
case_000051,moore,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_target,2,2,1,0.5,1,0,0,0,0,2,1919
case_000052,moore,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_target,2,2,1,0.5,1,0,0,0,0,2,1936
case_000053,moore,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_target,2,2,1,0.5,1,0,0,0,0,2,1953
case_000054,moore,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_target,2,2,1,0.5,1,0,0,0,0,2,1970
case_000055,moore,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_target,2,2,1,0.5,1,0,0,0,0,2,1987
case_000056,moore,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,unreachable_state_intro,1,2,1,1.0,1,0,0,0,1,1,2105
case_000057,moore,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,unreachable_state_intro,2,2,1,0.5,1,0,0,0,0,2,2122
case_000058,moore,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,unreachable_state_intro,3,2,2,0.6667,1,0,0,0,0,3,2139
case_000059,moore,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,unreachable_state_intro,3,2,2,0.6667,1,0,0,0,0,3,2156
case_000060,moore,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,unreachable_state_intro,3,2,2,0.6667,1,0,0,0,0,3,2173
case_000061,efsm,deterministic,partial,low,tiny,compound,none,cyclic|sparse|layered,shallow,guard_weaken,3,2,3,1.0,1,3,0,0,1,3,2291
case_000062,efsm,deterministic,partial,low,tiny,compound,none,cyclic|sparse|hub_and_spoke|layered,shallow,guard_weaken,3,2,4,1.3333,2,4,0,0,1,3,2308
case_000063,efsm,deterministic,partial,low,tiny,compound,none,cyclic|sparse|hub_and_spoke|layered,shallow,guard_weaken,3,2,4,1.3333,2,4,0,0,1,3,2325
case_000064,efsm,deterministic,partial,low,tiny,compound,none,cyclic|sparse|layered,shallow,guard_weaken,3,2,3,1.0,1,3,0,0,1,3,2342
case_000065,efsm,deterministic,partial,low,tiny,compound,none,cyclic|sparse|hub_and_spoke|layered,shallow,guard_weaken,3,2,4,1.3333,2,4,0,0,2,3,2359
case_000066,efsm,deterministic,partial,low,tiny,compound,none,cyclic|sparse|layered,shallow,guard_strengthen,1,2,1,1.0,1,1,0,0,1,1,2477
case_000067,efsm,deterministic,partial,medium,tiny,compound,none,cyclic|hub_and_spoke|layered,shallow,guard_strengthen,3,2,5,1.6667,2,5,0,0,3,3,2494
case_000068,efsm,deterministic,partial,medium,tiny,compound,none,cyclic|hub_and_spoke|layered,shallow,guard_strengthen,3,2,5,1.6667,2,5,0,0,2,3,2511
case_000069,efsm,deterministic,partial,low,tiny,compound,none,cyclic|sparse|hub_and_spoke|layered,shallow,guard_strengthen,2,2,3,1.5,2,3,0,0,1,2,2528
case_000070,efsm,deterministic,partial,low,tiny,compound,none,acyclic|sparse|hub_and_spoke|layered,shallow,guard_strengthen,3,2,3,1.0,2,3,0,0,0,3,2545
case_000071,efsm,deterministic,complete,high,tiny,compound,none,cyclic|dense|hub_and_spoke|layered,shallow,guard_flip,3,2,12,4.0,4,12,0,0,5,3,2663
case_000072,efsm,deterministic,partial,high,tiny,compound,none,cyclic|dense|hub_and_spoke|layered,shallow,guard_flip,3,2,12,4.0,4,12,0,0,6,3,2680
case_000073,efsm,deterministic,complete,high,tiny,compound,none,cyclic|dense|hub_and_spoke|layered,shallow,guard_flip,3,2,12,4.0,4,12,0,0,6,3,2697
case_000074,efsm,deterministic,partial,high,tiny,compound,none,cyclic|dense|hub_and_spoke|layered,shallow,guard_flip,3,2,12,4.0,4,12,0,0,7,3,2714
case_000075,efsm,deterministic,complete,high,tiny,compound,none,cyclic|dense|hub_and_spoke|layered,shallow,guard_flip,3,2,12,4.0,4,12,0,0,5,3,2731
case_000076,efsm,deterministic,partial,medium,tiny,compound,none,cyclic|hub_and_spoke|layered,shallow,missing_transition,3,2,6,2.0,2,6,0,0,3,3,2849
case_000077,efsm,deterministic,partial,medium,tiny,compound,none,cyclic|hub_and_spoke|layered,shallow,missing_transition,3,2,6,2.0,2,6,0,0,3,3,2866
case_000078,efsm,deterministic,partial,medium,tiny,compound,none,cyclic|hub_and_spoke|layered,shallow,missing_transition,3,2,6,2.0,2,6,0,0,2,3,2883
case_000079,efsm,deterministic,partial,medium,tiny,compound,none,cyclic|hub_and_spoke|layered,shallow,missing_transition,3,2,6,2.0,2,6,0,0,3,3,2900
case_000080,efsm,deterministic,partial,medium,tiny,compound,none,cyclic|hub_and_spoke|layered,shallow,missing_transition,3,2,6,2.0,2,6,0,0,2,3,2917
case_000081,timed_fsm,deterministic,partial,low,tiny,simple,timeout,cyclic|sparse|hub_and_spoke|layered,shallow,timeout_corruption,3,2,4,1.3333,2,4,0,4,2,3,3035
case_000082,timed_fsm,deterministic,partial,low,tiny,simple,timeout,cyclic|sparse|hub_and_spoke|layered,shallow,timeout_corruption,3,2,4,1.3333,2,4,0,4,2,3,3052
case_000083,timed_fsm,deterministic,partial,low,tiny,simple,timeout,cyclic|sparse|layered,shallow,timeout_corruption,3,2,3,1.0,1,3,0,3,1,3,3069
case_000084,timed_fsm,deterministic,partial,low,tiny,simple,timeout,cyclic|sparse|layered,shallow,timeout_corruption,3,2,3,1.0,1,3,0,3,1,3,3086
case_000085,timed_fsm,deterministic,partial,low,tiny,simple,timeout,cyclic|sparse|hub_and_spoke|layered,shallow,timeout_corruption,3,2,4,1.3333,2,4,0,4,2,3,3103
case_000086,timed_fsm,deterministic,partial,low,tiny,simple,timeout,cyclic|sparse|hub_and_spoke|layered,shallow,delay_corruption,2,2,3,1.5,2,3,0,3,2,2,3221
case_000087,timed_fsm,deterministic,partial,low,tiny,simple,timeout,cyclic|sparse|hub_and_spoke|layered,shallow,delay_corruption,2,2,3,1.5,2,3,0,3,2,2,3238
case_000088,timed_fsm,deterministic,partial,low,tiny,simple,timeout,cyclic|sparse|layered,shallow,delay_corruption,1,2,1,1.0,1,1,0,1,1,1,3255
case_000089,timed_fsm,deterministic,partial,low,tiny,simple,timeout,cyclic|sparse|hub_and_spoke|layered,shallow,delay_corruption,2,2,3,1.5,2,3,0,3,1,2,3272
case_000090,timed_fsm,deterministic,partial,low,tiny,simple,timeout,cyclic|sparse|hub_and_spoke|layered,shallow,delay_corruption,3,2,3,1.0,2,3,0,3,1,3,3289
case_000091,timed_fsm,deterministic,partial,high,tiny,simple,timeout,cyclic|dense|hub_and_spoke|layered,shallow,wrong_target,3,2,12,4.0,4,12,0,12,6,3,3407
case_000092,timed_fsm,deterministic,complete,high,tiny,simple,timeout,cyclic|dense|hub_and_spoke|layered,shallow,wrong_target,3,2,12,4.0,4,12,0,12,7,3,3424
case_000093,timed_fsm,deterministic,complete,high,tiny,simple,timeout,cyclic|dense|hub_and_spoke|layered,shallow,wrong_target,3,2,12,4.0,4,12,0,12,6,3,3441
case_000094,timed_fsm,deterministic,complete,high,tiny,simple,timeout,cyclic|dense|hub_and_spoke|layered,shallow,wrong_target,3,2,12,4.0,4,12,0,12,5,3,3458
case_000095,timed_fsm,deterministic,complete,high,tiny,simple,timeout,cyclic|dense|hub_and_spoke|layered,shallow,wrong_target,3,2,12,4.0,4,12,0,12,7,3,3475
case_000096,timed_fsm,deterministic,partial,medium,tiny,simple,timeout,cyclic|hub_and_spoke|layered,shallow,missing_transition,3,2,6,2.0,2,6,0,6,3,3,3593
case_000097,timed_fsm,deterministic,complete,medium,tiny,simple,timeout,cyclic|hub_and_spoke|layered,shallow,missing_transition,3,2,7,2.3333,3,7,0,7,2,3,3610
case_000098,timed_fsm,deterministic,complete,medium,tiny,simple,timeout,cyclic|hub_and_spoke|layered,shallow,missing_transition,3,2,8,2.6667,3,8,0,8,3,3,3627
case_000099,timed_fsm,deterministic,partial,medium,tiny,simple,timeout,cyclic|hub_and_spoke|layered,shallow,missing_transition,3,2,6,2.0,2,6,0,6,2,3,3644
case_000100,timed_fsm,deterministic,complete,medium,tiny,simple,timeout,cyclic|hub_and_spoke|layered,shallow,missing_transition,3,2,8,2.6667,3,8,0,8,6,3,3661
