case_id,source_case_id,mutation_order,is_higher_order,primary_operator,mutation_operator,ho_seed,reference_bpr,faulty_bpr,bpr_delta,fault_detected,first_order_components_detected,first_order_components_total,all_first_order_detected,coupling_eligible,coupling_detected,complete_repair,effective_repair,repair_final_bpr,repair_delta_bpr,generation_status
case_000037__ho3,case_000037,3,True,action_full_mutation,"action_full_mutation,guard_strengthen,wrong_initial_state",70406,1.0,0.0,1.0,True,2,3,False,False,False,False,True,0.923077,0.923077,generated
case_000056,case_000056,1,False,action_full_mutation,action_full_mutation,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000056__ho2,case_000056,2,True,action_full_mutation,"action_full_mutation,wrong_initial_state",90711,1.0,0.0,1.0,True,1,2,False,False,False,True,True,1.0,1.0,generated
case_000056__ho3,case_000056,3,True,action_full_mutation,"action_full_mutation,guard_flip,missing_transition",11354,1.0,0.887861,0.112139,True,2,3,False,False,False,True,True,1.0,0.112139,generated
case_000007,case_000007,1,False,dead_state_intro,dead_state_intro,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000007__ho2,case_000007,2,True,dead_state_intro,"dead_state_intro,guard_weaken",69574,1.0,0.963115,0.036885,True,1,2,False,False,False,True,True,1.0,0.036885,generated
case_000007__ho3,case_000007,3,True,dead_state_intro,"dead_state_intro,wrong_event,wrong_source",37259,1.0,0.991803,0.008197,True,2,3,False,False,False,True,True,1.0,0.008197,generated
case_000026,case_000026,1,False,dead_state_intro,dead_state_intro,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000026__ho2,case_000026,2,True,dead_state_intro,"dead_state_intro,guard_flip",54190,1.0,0.989583,0.010417,True,1,2,False,False,False,True,True,1.0,0.010417,generated
case_000026__ho3,case_000026,3,True,dead_state_intro,"dead_state_intro,wrong_initial_state,wrong_target",52403,1.0,0.0,1.0,True,2,3,False,False,False,False,True,0.395833,0.395833,generated
case_000045,case_000045,1,False,dead_state_intro,dead_state_intro,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000045__ho2,case_000045,2,True,dead_state_intro,"dead_state_intro,guard_weaken",10391,1.0,0.772727,0.227273,True,1,2,False,False,False,True,True,1.0,0.227273,generated
case_000045__ho3,case_000045,3,True,dead_state_intro,"dead_state_intro,wrong_event,wrong_source",65946,1.0,0.545455,0.454545,True,2,3,False,False,False,True,True,1.0,0.454545,generated
case_000064,case_000064,1,False,dead_state_intro,dead_state_intro,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000064__ho2,case_000064,2,True,dead_state_intro,"dead_state_intro,guard_flip",23359,1.0,0.998883,0.001117,True,1,2,False,False,False,True,True,1.0,0.001117,generated
case_000064__ho3,case_000064,3,True,dead_state_intro,"dead_state_intro,wrong_initial_state,wrong_target",12290,1.0,0.0,1.0,True,2,3,False,False,False,False,True,0.936313,0.936313,generated
case_000051,case_000051,1,False,delay_corruption,delay_corruption,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000051__ho2,case_000051,2,True,delay_corruption,"delay_corruption,wrong_initial_state",72702,1.0,0.0,1.0,True,1,2,False,False,False,False,True,0.556452,0.556452,generated
case_000051__ho3,case_000051,3,True,delay_corruption,"delay_corruption,guard_flip,missing_transition",58883,1.0,0.96371,0.03629,True,2,3,False,False,False,False,True,0.995968,0.032258,generated
case_000070,case_000070,1,False,delay_corruption,delay_corruption,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000070__ho2,case_000070,2,True,delay_corruption,"delay_corruption,wrong_event",63062,1.0,0.987654,0.012346,True,1,2,False,False,False,True,True,1.0,0.012346,generated
case_000070__ho3,case_000070,3,True,delay_corruption,"delay_corruption,guard_weaken,guard_strengthen",53723,1.0,0.975309,0.024691,True,2,3,False,False,False,True,True,1.0,0.024691,generated
case_000013,case_000013,1,False,delay_corruption,delay_corruption,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000013__ho2,case_000013,2,True,delay_corruption,"delay_corruption,wrong_initial_state",44143,1.0,0.208333,0.791667,True,1,2,False,False,False,False,False,0.208333,0.0,generated
case_000013__ho3,case_000013,3,True,delay_corruption,"delay_corruption,guard_flip,missing_transition",98706,1.0,0.916667,0.083333,True,2,3,False,False,False,True,True,1.0,0.083333,generated
case_000032,case_000032,1,False,delay_corruption,delay_corruption,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000032__ho2,case_000032,2,True,delay_corruption,"delay_corruption,wrong_event",88487,1.0,0.997661,0.002339,True,1,2,False,False,False,False,True,0.99883,0.00117,generated
case_000032__ho3,case_000032,3,True,delay_corruption,"delay_corruption,guard_weaken,guard_strengthen",44682,1.0,0.997661,0.002339,True,2,3,False,False,False,True,True,1.0,0.002339,generated
case_000063,case_000063,1,False,duplicate_transition,duplicate_transition,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000063__ho2,case_000063,2,True,duplicate_transition,"duplicate_transition,guard_flip",59542,1.0,0.964143,0.035857,True,1,2,False,False,False,True,True,1.0,0.035857,generated
case_000063__ho3,case_000063,3,True,duplicate_transition,"duplicate_transition,wrong_initial_state,wrong_target",31515,1.0,0.0,1.0,True,2,3,False,False,False,False,True,0.996016,0.996016,generated
case_000006,case_000006,1,False,duplicate_transition,duplicate_transition,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000006__ho2,case_000006,2,True,duplicate_transition,"duplicate_transition,wrong_target",13072,1.0,0.987179,0.012821,True,1,2,False,False,False,False,False,0.987179,0.0,generated
case_000006__ho3,case_000006,3,True,duplicate_transition,"duplicate_transition,guard_strengthen,wrong_initial_state",32685,1.0,0.0,1.0,True,2,3,False,False,False,False,True,0.307692,0.307692,generated
case_000025,case_000025,1,False,duplicate_transition,duplicate_transition,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000025__ho2,case_000025,2,True,duplicate_transition,"duplicate_transition,wrong_initial_state",85933,1.0,0.0,1.0,True,1,2,False,False,False,True,True,1.0,1.0,generated
case_000025__ho3,case_000025,3,True,duplicate_transition,"duplicate_transition,guard_flip,missing_transition",36048,1.0,0.772727,0.227273,True,2,3,False,False,False,False,True,0.954545,0.181818,generated
case_000044,case_000044,1,False,duplicate_transition,duplicate_transition,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000044__ho2,case_000044,2,True,duplicate_transition,"duplicate_transition,wrong_target",26529,1.0,0.99883,0.00117,True,1,2,False,False,False,False,False,0.99883,0.0,generated
case_000044__ho3,case_000044,3,True,duplicate_transition,"duplicate_transition,guard_strengthen,wrong_initial_state",53340,1.0,0.0,1.0,True,2,3,False,False,False,False,True,0.8,0.8,generated
case_000027,case_000027,1,False,guard_flip,guard_flip,,1.0,0.547414,0.452586,True,1,1,True,False,False,True,True,1.0,0.452586,source
case_000027__ho2,case_000027,2,True,guard_flip,"guard_flip,wrong_target",29960,1.0,0.75,0.25,True,2,2,True,True,True,False,True,0.99569,0.24569,generated
case_000027__ho3,case_000027,3,True,guard_flip,"guard_flip,wrong_target,missing_transition",48357,1.0,0.987069,0.012931,True,3,3,True,True,True,False,True,0.99569,0.008621,generated
case_000046,case_000046,1,False,guard_flip,guard_flip,,1.0,0.987179,0.012821,True,1,1,True,False,False,True,True,1.0,0.012821,source
case_000046__ho2,case_000046,2,True,guard_flip,"guard_flip,guard_strengthen",55444,1.0,0.897436,0.102564,True,2,2,True,True,True,True,True,1.0,0.102564,generated
case_000046__ho3,case_000046,3,True,guard_flip,"guard_flip,missing_transition,wrong_event",62969,1.0,0.641026,0.358974,True,3,3,True,True,True,False,True,0.987179,0.346154,generated
case_000065,case_000065,1,False,guard_flip,guard_flip,,1.0,0.954545,0.045455,True,1,1,True,False,False,True,True,1.0,0.045455,source
case_000065__ho2,case_000065,2,True,guard_flip,"guard_flip,missing_transition",74553,1.0,0.5,0.5,True,2,2,True,True,True,False,True,0.954545,0.454545,generated
case_000065__ho3,case_000065,3,True,guard_flip,"guard_flip,wrong_event,wrong_source",97300,1.0,0.454545,0.545455,True,3,3,True,True,True,True,True,1.0,0.545455,generated
case_000008,case_000008,1,False,guard_flip,guard_flip,,1.0,0.985658,0.014342,True,1,1,True,False,False,True,True,1.0,0.014342,source
case_000008__ho2,case_000008,2,True,guard_flip,"guard_flip,guard_weaken",65442,1.0,0.945241,0.054759,True,2,2,True,True,True,True,True,1.0,0.054759,generated
case_000008__ho3,case_000008,3,True,guard_flip,"guard_flip,wrong_target,missing_transition",87391,1.0,0.996089,0.003911,True,3,3,True,True,True,False,True,0.998696,0.002608,generated
case_000055,case_000055,1,False,guard_inter_class,guard_inter_class,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000055__ho2,case_000055,2,True,guard_inter_class,"guard_inter_class,guard_flip",38740,1.0,0.995833,0.004167,True,1,2,False,False,False,True,True,1.0,0.004167,generated
case_000055__ho3,case_000055,3,True,guard_inter_class,"guard_inter_class,wrong_initial_state,wrong_target",5913,1.0,0.0,1.0,True,2,3,False,False,False,False,True,0.995833,0.995833,generated
case_000074,case_000074,1,False,guard_inter_class,guard_inter_class,,1.0,0.988889,0.011111,True,1,1,True,False,False,True,True,1.0,0.011111,source
case_000074__ho2,case_000074,2,True,guard_inter_class,"guard_inter_class,guard_weaken",20540,1.0,0.988889,0.011111,True,1,2,False,False,False,True,True,1.0,0.011111,generated
case_000074__ho3,case_000074,3,True,guard_inter_class,"guard_inter_class,wrong_event,wrong_source",23937,1.0,0.988889,0.011111,True,2,3,False,False,False,True,True,1.0,0.011111,generated
case_000017,case_000017,1,False,guard_inter_class,guard_inter_class,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000017__ho2,case_000017,2,True,guard_inter_class,"guard_inter_class,guard_flip",87621,1.0,0.761905,0.238095,True,1,2,False,False,False,True,True,1.0,0.238095,generated
case_000017__ho3,case_000017,3,True,guard_inter_class,"guard_inter_class,wrong_initial_state,wrong_target",26600,1.0,0.0,1.0,True,2,3,False,False,False,False,True,0.952381,0.952381,generated
case_000036,case_000036,1,False,guard_inter_class,guard_inter_class,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000036__ho2,case_000036,2,True,guard_inter_class,"guard_inter_class,guard_weaken",97709,1.0,0.98652,0.01348,True,1,2,False,False,False,True,True,1.0,0.01348,generated
case_000036__ho3,case_000036,3,True,guard_inter_class,"guard_inter_class,wrong_event,wrong_source",75760,1.0,0.996324,0.003676,True,3,3,True,True,True,True,True,1.0,0.003676,generated
case_000067,case_000067,1,False,guard_strengthen,guard_strengthen,,1.0,0.995763,0.004237,True,1,1,True,False,False,True,True,1.0,0.004237,source
case_000067__ho2,case_000067,2,True,guard_strengthen,"guard_strengthen,guard_weaken",71708,1.0,0.991525,0.008475,True,2,2,True,True,True,True,True,1.0,0.008475,generated
case_000067__ho3,case_000067,3,True,guard_strengthen,"guard_strengthen,wrong_source,guard_weaken",23745,1.0,0.902542,0.097458,True,3,3,True,True,True,True,True,1.0,0.097458,generated
case_000010,case_000010,1,False,guard_strengthen,guard_strengthen,,1.0,0.91358,0.08642,True,1,1,True,False,False,True,True,1.0,0.08642,source
case_000010__ho2,case_000010,2,True,guard_strengthen,"guard_strengthen,wrong_target",81964,1.0,0.901235,0.098765,True,2,2,True,True,True,False,True,0.91358,0.012346,generated
case_000010__ho3,case_000010,3,True,guard_strengthen,"guard_strengthen,wrong_event,wrong_source",38929,1.0,0.962963,0.037037,True,3,3,True,True,True,True,True,1.0,0.037037,generated
case_000029,case_000029,1,False,guard_strengthen,guard_strengthen,,1.0,0.954545,0.045455,True,1,1,True,False,False,True,True,1.0,0.045455,source
case_000029__ho2,case_000029,2,True,guard_strengthen,"guard_strengthen,wrong_source",33722,1.0,0.909091,0.090909,True,2,2,True,True,True,True,True,1.0,0.090909,generated
case_000029__ho3,case_000029,3,True,guard_strengthen,"guard_strengthen,missing_transition,wrong_event",51607,1.0,0.272727,0.727273,True,3,3,True,True,True,False,True,0.909091,0.636364,generated
case_000048,case_000048,1,False,guard_strengthen,guard_strengthen,,1.0,0.99887,0.00113,True,1,1,True,False,False,True,True,1.0,0.00113,source
case_000048__ho2,case_000048,2,True,guard_strengthen,"guard_strengthen,guard_weaken",66214,1.0,0.986441,0.013559,True,2,2,True,True,True,True,True,1.0,0.013559,generated
case_000048__ho3,case_000048,3,True,guard_strengthen,"guard_strengthen,wrong_event,wrong_source",69483,1.0,0.968362,0.031638,True,3,3,True,True,True,True,True,1.0,0.031638,generated
case_000047,case_000047,1,False,guard_weaken,guard_weaken,,1.0,0.996,0.004,True,1,1,True,False,False,True,True,1.0,0.004,source
case_000047__ho2,case_000047,2,True,guard_weaken,"guard_weaken,missing_transition",28674,1.0,0.912,0.088,True,2,2,True,True,True,True,True,1.0,0.088,generated
case_000047__ho3,case_000047,3,True,guard_weaken,"guard_weaken,missing_transition,wrong_event",53535,1.0,0.904,0.096,True,3,3,True,True,True,False,True,0.996,0.092,generated
case_000066,case_000066,1,False,guard_weaken,guard_weaken,,1.0,0.987179,0.012821,True,1,1,True,False,False,True,True,1.0,0.012821,source
case_000066__ho2,case_000066,2,True,guard_weaken,"guard_weaken,wrong_event",42554,1.0,0.974359,0.025641,True,2,2,True,True,True,True,True,1.0,0.025641,generated
case_000066__ho3,case_000066,3,True,guard_weaken,"guard_weaken,wrong_event,wrong_source",49367,1.0,0.564103,0.435897,True,3,3,True,True,True,False,True,0.910256,0.346154,generated
case_000009,case_000009,1,False,guard_weaken,guard_weaken,,1.0,0.791667,0.208333,True,1,1,True,False,False,True,True,1.0,0.208333,source
case_000009__ho2,case_000009,2,True,guard_weaken,"guard_weaken,missing_transition",51700,1.0,0.916667,0.083333,True,2,2,True,True,True,True,True,1.0,0.083333,generated
case_000009__ho3,case_000009,3,True,guard_weaken,"guard_weaken,wrong_target,guard_flip",73305,1.0,0.875,0.125,True,3,3,True,True,True,False,True,0.958333,0.083333,generated
case_000028,case_000028,1,False,guard_weaken,guard_weaken,,1.0,0.998755,0.001245,True,1,1,True,False,False,True,True,1.0,0.001245,source
case_000028__ho2,case_000028,2,True,guard_weaken,"guard_weaken,wrong_target",84924,1.0,0.997509,0.002491,True,2,2,True,True,True,False,True,0.998755,0.001245,generated
case_000028__ho3,case_000028,3,True,guard_weaken,"guard_weaken,guard_strengthen,wrong_initial_state",39905,1.0,0.0,1.0,True,3,3,True,True,True,False,True,0.676214,0.676214,generated
case_000039,case_000039,1,False,missing_transition,missing_transition,,1.0,0.996094,0.003906,True,1,1,True,False,False,True,True,1.0,0.003906,source
case_000039__ho2,case_000039,2,True,missing_transition,"missing_transition,wrong_initial_state",38009,1.0,0.0,1.0,True,2,2,True,True,True,False,True,0.601562,0.601562,generated
case_000039__ho3,case_000039,3,True,missing_transition,"missing_transition,wrong_source,guard_weaken",88948,1.0,0.910156,0.089844,True,3,3,True,True,True,True,True,1.0,0.089844,generated
case_000058,case_000058,1,False,missing_transition,missing_transition,,1.0,0.987952,0.012048,True,1,1,True,False,False,True,True,1.0,0.012048,source
case_000058__ho2,case_000058,2,True,missing_transition,"missing_transition,guard_strengthen",3717,1.0,0.975904,0.024096,True,2,2,True,True,True,True,True,1.0,0.024096,generated
case_000058__ho3,case_000058,3,True,missing_transition,"missing_transition,wrong_event,wrong_source",81128,1.0,0.783133,0.216867,True,3,3,True,True,True,True,True,1.0,0.216867,generated
case_000001,case_000001,1,False,missing_transition,missing_transition,,1.0,0.954545,0.045455,True,1,1,True,False,False,True,True,1.0,0.045455,source
case_000001__ho2,case_000001,2,True,missing_transition,"missing_transition,wrong_initial_state",38409,1.0,0.0,1.0,True,2,2,True,True,True,False,True,0.5,0.5,generated
case_000001__ho3,case_000001,3,True,missing_transition,"missing_transition,guard_strengthen,wrong_initial_state",92484,1.0,0.0,1.0,True,3,3,True,True,True,False,True,0.5,0.5,generated
case_000020,case_000020,1,False,missing_transition,missing_transition,,1.0,0.9257,0.0743,True,1,1,True,False,False,True,True,1.0,0.0743,source
case_000020__ho2,case_000020,2,True,missing_transition,"missing_transition,guard_flip",14801,1.0,0.997564,0.002436,True,2,2,True,True,True,True,True,1.0,0.002436,generated
case_000020__ho3,case_000020,3,True,missing_transition,"missing_transition,wrong_target,guard_flip",16236,1.0,0.996346,0.003654,True,3,3,True,True,True,False,True,0.998782,0.002436,generated
case_000071,case_000071,1,False,nondeterminism_intro,nondeterminism_intro,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000071__ho2,case_000071,2,True,nondeterminism_intro,"nondeterminism_intro,guard_strengthen",41536,1.0,0.995833,0.004167,True,1,2,False,False,False,True,True,1.0,0.004167,generated
case_000071__ho3,case_000071,3,True,nondeterminism_intro,"nondeterminism_intro,wrong_target,guard_flip",11997,1.0,0.991667,0.008333,True,2,3,False,False,False,False,True,0.995833,0.004167,generated
case_000014,case_000014,1,False,nondeterminism_intro,nondeterminism_intro,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000014__ho2,case_000014,2,True,nondeterminism_intro,"nondeterminism_intro,wrong_initial_state",54022,1.0,0.0,1.0,True,1,2,False,False,False,False,True,0.083333,0.083333,generated
case_000014__ho3,case_000014,3,True,nondeterminism_intro,"nondeterminism_intro,guard_flip,missing_transition",26571,1.0,0.97619,0.02381,True,2,3,False,False,False,True,True,1.0,0.02381,generated
case_000033,case_000033,1,False,nondeterminism_intro,nondeterminism_intro,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000033__ho2,case_000033,2,True,nondeterminism_intro,"nondeterminism_intro,guard_strengthen",91473,1.0,0.958333,0.041667,True,1,2,False,False,False,True,True,1.0,0.041667,generated
case_000033__ho3,case_000033,3,True,nondeterminism_intro,"nondeterminism_intro,wrong_target,guard_flip",13836,1.0,0.75,0.25,True,2,3,False,False,False,False,True,0.791667,0.041667,generated
case_000052,case_000052,1,False,nondeterminism_intro,nondeterminism_intro,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000052__ho2,case_000052,2,True,nondeterminism_intro,"nondeterminism_intro,guard_flip",64061,1.0,0.99881,0.00119,True,1,2,False,False,False,True,True,1.0,0.00119,generated
case_000052__ho3,case_000052,3,True,nondeterminism_intro,"nondeterminism_intro,wrong_initial_state,wrong_target",65696,1.0,0.0,1.0,True,2,3,False,False,False,False,True,0.563095,0.563095,generated
case_000031,case_000031,1,False,timeout_corruption,timeout_corruption,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000031__ho2,case_000031,2,True,timeout_corruption,"timeout_corruption,guard_weaken",92164,1.0,0.995633,0.004367,True,1,2,False,False,False,True,True,1.0,0.004367,generated
case_000031__ho3,case_000031,3,True,timeout_corruption,"timeout_corruption,wrong_event,wrong_source",36777,1.0,0.991266,0.008734,True,2,3,False,False,False,True,True,1.0,0.008734,generated
case_000050,case_000050,1,False,timeout_corruption,timeout_corruption,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000050__ho2,case_000050,2,True,timeout_corruption,"timeout_corruption,missing_transition",50680,1.0,0.987013,0.012987,True,1,2,False,False,False,True,True,1.0,0.012987,generated
case_000050__ho3,case_000050,3,True,timeout_corruption,"timeout_corruption,wrong_source,guard_weaken",84917,1.0,0.974026,0.025974,True,2,3,False,False,False,True,True,1.0,0.025974,generated
case_000069,case_000069,1,False,timeout_corruption,timeout_corruption,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000069__ho2,case_000069,2,True,timeout_corruption,"timeout_corruption,wrong_initial_state",31022,1.0,0.0,1.0,True,1,2,False,False,False,False,True,0.038462,0.038462,generated
case_000069__ho3,case_000069,3,True,timeout_corruption,"timeout_corruption,guard_flip,missing_transition",81651,1.0,0.807692,0.192308,True,2,3,False,False,False,False,True,0.961538,0.153846,generated
case_000012,case_000012,1,False,timeout_corruption,timeout_corruption,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000012__ho2,case_000012,2,True,timeout_corruption,"timeout_corruption,missing_transition",49545,1.0,0.912562,0.087438,True,1,2,False,False,False,True,True,1.0,0.087438,generated
case_000012__ho3,case_000012,3,True,timeout_corruption,"timeout_corruption,wrong_source,guard_weaken",32836,1.0,0.966749,0.033251,True,2,3,False,False,False,True,True,1.0,0.033251,generated
case_000015,case_000015,1,False,unreachable_state_intro,unreachable_state_intro,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000015__ho2,case_000015,2,True,unreachable_state_intro,"unreachable_state_intro,missing_transition",1136,1.0,0.818548,0.181452,True,1,2,False,False,False,True,True,1.0,0.181452,generated
case_000015__ho3,case_000015,3,True,unreachable_state_intro,"unreachable_state_intro,wrong_source,guard_weaken",18893,1.0,0.991935,0.008065,True,2,3,False,False,False,True,True,1.0,0.008065,generated
case_000034,case_000034,1,False,unreachable_state_intro,unreachable_state_intro,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000034__ho2,case_000034,2,True,unreachable_state_intro,"unreachable_state_intro,guard_strengthen",12200,1.0,0.901408,0.098592,True,1,2,False,False,False,True,True,1.0,0.098592,generated
case_000034__ho3,case_000034,3,True,unreachable_state_intro,"unreachable_state_intro,wrong_target,guard_flip",17605,1.0,0.887324,0.112676,True,2,3,False,False,False,False,True,0.985915,0.098592,generated
case_000053,case_000053,1,False,unreachable_state_intro,unreachable_state_intro,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000053__ho2,case_000053,2,True,unreachable_state_intro,"unreachable_state_intro,wrong_source",64027,1.0,0.761905,0.238095,True,1,2,False,False,False,True,True,1.0,0.238095,generated
case_000053__ho3,case_000053,3,True,unreachable_state_intro,"unreachable_state_intro,missing_transition,wrong_event",28982,1.0,0.904762,0.095238,True,2,3,False,False,False,True,True,1.0,0.095238,generated
case_000072,case_000072,1,False,unreachable_state_intro,unreachable_state_intro,,1.0,1.0,0.0,False,0,1,False,False,False,True,False,1.0,0.0,source
case_000072__ho2,case_000072,2,True,unreachable_state_intro,"unreachable_state_intro,wrong_target",37603,1.0,0.998822,0.001178,True,1,2,False,False,False,False,False,0.998822,0.0,generated
case_000072__ho3,case_000072,3,True,unreachable_state_intro,"unreachable_state_intro,guard_strengthen,wrong_initial_state",55614,1.0,0.0,1.0,True,2,3,False,False,False,False,True,0.465253,0.465253,generated
case_000023,case_000023,1,False,wrong_event,wrong_event,,1.0,0.995868,0.004132,True,1,1,True,False,False,True,True,1.0,0.004132,source
case_000023__ho2,case_000023,2,True,wrong_event,"wrong_event,guard_flip",40082,1.0,0.954545,0.045455,True,2,2,True,True,True,False,True,0.995868,0.041322,generated
case_000023__ho3,case_000023,3,True,wrong_event,"wrong_event,wrong_target,guard_flip",75567,1.0,0.859504,0.140496,True,3,3,True,True,True,False,True,0.995868,0.136364,generated
case_000042,case_000042,1,False,wrong_event,wrong_event,,1.0,0.987654,0.012346,True,1,1,True,False,False,True,True,1.0,0.012346,source
case_000042__ho2,case_000042,2,True,wrong_event,"wrong_event,wrong_initial_state",46526,1.0,0.0,1.0,True,2,2,True,True,True,False,True,0.592593,0.592593,generated
case_000042__ho3,case_000042,3,True,wrong_event,"wrong_event,guard_flip,missing_transition",36547,1.0,0.82716,0.17284,True,3,3,True,True,True,False,True,0.987654,0.160494,generated
case_000061,case_000061,1,False,wrong_event,wrong_event,,1.0,0.772727,0.227273,True,1,1,True,False,False,True,True,1.0,0.227273,source
case_000061__ho2,case_000061,2,True,wrong_event,"wrong_event,wrong_initial_state",63619,1.0,0.0,1.0,True,2,2,True,True,True,False,True,0.227273,0.227273,generated
case_000061__ho3,case_000061,3,True,wrong_event,"wrong_event,wrong_source,guard_weaken",3870,1.0,0.727273,0.272727,True,3,3,True,True,True,False,True,0.772727,0.045455,generated
case_000004,case_000004,1,False,wrong_event,wrong_event,,1.0,0.998802,0.001198,True,1,1,True,False,False,True,True,1.0,0.001198,source
