case_id,tool_id,tool_type,model,mutation_operator,status,failure_class,initial_bpr,final_bpr,delta_bpr,complete_repair,effective_repair,regression,patch_parse_failures,patch_validation_failures,patch_application_failures,iterations_completed,runtime_seconds,complexity_tier,difficulty_score,faulty_bpr,reference_bpr,oracle_detected,bpr_delta_pre_repair
case_000004,baseline_oracle_composite,baseline,baseline_oracle_composite,wrong_event,completed,regression,0.9988023952095808,0.9976047904191617,-0.0011976047904190823,False,False,True,0,0,0,1,0.0662,very_large,59.73,0.9988023952095808,1.0,True,0.0011976047904191933
case_000004,baseline_search_bpr,baseline,baseline_search_bpr,wrong_event,completed,complete_repair,0.9988023952095808,1.0,0.0011976047904191933,True,True,False,0,0,0,1,0.0953,very_large,59.73,0.9988023952095808,1.0,True,0.0011976047904191933
case_000005,baseline_llm_template,baseline,baseline_llm_template,wrong_initial_state,completed,effective_repair,0.0,0.7272727272727273,0.7272727272727273,False,True,False,0,0,0,1,0.001,small,14.8,0.0,1.0,True,1.0
case_000005,baseline_oracle_composite,baseline,baseline_oracle_composite,wrong_initial_state,completed,effective_repair,0.0,0.7272727272727273,0.7272727272727273,False,True,False,0,0,0,1,0.0007,small,14.8,0.0,1.0,True,1.0
case_000005,baseline_search_bpr,baseline,baseline_search_bpr,wrong_initial_state,completed,effective_repair,0.0,0.7272727272727273,0.7272727272727273,False,True,False,0,0,0,1,0.0012,small,14.8,0.0,1.0,True,1.0
case_000006,baseline_llm_template,baseline,baseline_llm_template,duplicate_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005,medium,21.02,1.0,1.0,False,0.0
case_000006,baseline_oracle_composite,baseline,baseline_oracle_composite,duplicate_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005,medium,21.02,1.0,1.0,False,0.0
case_000006,baseline_search_bpr,baseline,baseline_search_bpr,duplicate_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005,medium,21.02,1.0,1.0,False,0.0
case_000007,baseline_llm_template,baseline,baseline_llm_template,dead_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0017,large,33.74,1.0,1.0,False,0.0
case_000007,baseline_oracle_composite,baseline,baseline_oracle_composite,dead_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0016,large,33.74,1.0,1.0,False,0.0
case_000007,baseline_search_bpr,baseline,baseline_search_bpr,dead_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0016,large,33.74,1.0,1.0,False,0.0
case_000008,baseline_llm_template,baseline,baseline_llm_template,guard_flip,completed,complete_repair,0.9856584093872229,1.0,0.014341590612777066,True,True,False,0,0,0,1,0.0652,very_large,61.05,0.9856584093872229,1.0,True,0.014341590612777066
case_000008,baseline_oracle_composite,baseline,baseline_oracle_composite,guard_flip,completed,complete_repair,0.9856584093872229,1.0,0.014341590612777066,True,True,False,0,0,0,1,0.0776,very_large,61.05,0.9856584093872229,1.0,True,0.014341590612777066
case_000008,baseline_search_bpr,baseline,baseline_search_bpr,guard_flip,completed,complete_repair,0.9856584093872229,1.0,0.014341590612777066,True,True,False,0,0,0,1,0.1239,very_large,61.05,0.9856584093872229,1.0,True,0.014341590612777066
case_000009,baseline_llm_template,baseline,baseline_llm_template,guard_weaken,completed,complete_repair,0.7916666666666666,1.0,0.20833333333333337,True,True,False,0,0,0,1,0.0014,small,14.63,0.7916666666666666,1.0,True,0.20833333333333337
case_000009,baseline_oracle_composite,baseline,baseline_oracle_composite,guard_weaken,completed,complete_repair,0.7916666666666666,1.0,0.20833333333333337,True,True,False,0,0,0,1,0.0014,small,14.63,0.7916666666666666,1.0,True,0.20833333333333337
case_000009,baseline_search_bpr,baseline,baseline_search_bpr,guard_weaken,completed,complete_repair,0.7916666666666666,1.0,0.20833333333333337,True,True,False,0,0,0,1,0.0012,small,14.63,0.7916666666666666,1.0,True,0.20833333333333337
case_000010,baseline_llm_template,baseline,baseline_llm_template,guard_strengthen,completed,complete_repair,0.9135802469135802,1.0,0.0864197530864198,True,True,False,0,0,0,1,0.0017,medium,20.33,0.9135802469135802,1.0,True,0.0864197530864198
case_000010,baseline_oracle_composite,baseline,baseline_oracle_composite,guard_strengthen,completed,complete_repair,0.9135802469135802,1.0,0.0864197530864198,True,True,False,0,0,0,1,0.0018,medium,20.33,0.9135802469135802,1.0,True,0.0864197530864198
case_000010,baseline_search_bpr,baseline,baseline_search_bpr,guard_strengthen,completed,complete_repair,0.9135802469135802,1.0,0.0864197530864198,True,True,False,0,0,0,1,0.0033,medium,20.33,0.9135802469135802,1.0,True,0.0864197530864198
case_000011,baseline_llm_template,baseline,baseline_llm_template,action_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0018,large,33.24,1.0,1.0,False,0.0
case_000011,baseline_oracle_composite,baseline,baseline_oracle_composite,action_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0016,large,33.24,1.0,1.0,False,0.0
case_000011,baseline_search_bpr,baseline,baseline_search_bpr,action_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0017,large,33.24,1.0,1.0,False,0.0
case_000012,baseline_llm_template,baseline,baseline_llm_template,timeout_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0183,very_large,60.42,1.0,1.0,False,0.0
case_000012,baseline_oracle_composite,baseline,baseline_oracle_composite,timeout_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0223,very_large,60.42,1.0,1.0,False,0.0
case_000012,baseline_search_bpr,baseline,baseline_search_bpr,timeout_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0134,very_large,60.42,1.0,1.0,False,0.0
case_000013,baseline_llm_template,baseline,baseline_llm_template,delay_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002,small,14.63,1.0,1.0,False,0.0
case_000013,baseline_oracle_composite,baseline,baseline_oracle_composite,delay_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002,small,14.63,1.0,1.0,False,0.0
case_000013,baseline_search_bpr,baseline,baseline_search_bpr,delay_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002,small,14.63,1.0,1.0,False,0.0
case_000014,baseline_llm_template,baseline,baseline_llm_template,nondeterminism_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005,medium,21.9,1.0,1.0,False,0.0
case_000014,baseline_oracle_composite,baseline,baseline_oracle_composite,nondeterminism_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005,medium,21.9,1.0,1.0,False,0.0
case_000014,baseline_search_bpr,baseline,baseline_search_bpr,nondeterminism_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005,medium,21.9,1.0,1.0,False,0.0
case_000015,baseline_llm_template,baseline,baseline_llm_template,unreachable_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0017,large,32.58,1.0,1.0,False,0.0
case_000015,baseline_oracle_composite,baseline,baseline_oracle_composite,unreachable_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0017,large,32.58,1.0,1.0,False,0.0
case_000015,baseline_search_bpr,baseline,baseline_search_bpr,unreachable_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0017,large,32.58,1.0,1.0,False,0.0
case_000017,baseline_llm_template,baseline,baseline_llm_template,guard_inter_class,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002,small,13.73,1.0,1.0,False,0.0
case_000017,baseline_oracle_composite,baseline,baseline_oracle_composite,guard_inter_class,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002,small,13.73,1.0,1.0,False,0.0
case_000017,baseline_search_bpr,baseline,baseline_search_bpr,guard_inter_class,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002,small,13.73,1.0,1.0,False,0.0
case_000018,baseline_llm_template,baseline,baseline_llm_template,action_full_mutation,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005,medium,22.53,1.0,1.0,False,0.0
case_000018,baseline_oracle_composite,baseline,baseline_oracle_composite,action_full_mutation,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005,medium,22.53,1.0,1.0,False,0.0
case_000018,baseline_search_bpr,baseline,baseline_search_bpr,action_full_mutation,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005,medium,22.53,1.0,1.0,False,0.0
case_000020,baseline_llm_template,baseline,baseline_llm_template,missing_transition,completed,complete_repair,0.925700365408039,1.0,0.07429963459196098,True,True,False,0,0,0,1,0.0608,very_large,59.7,0.925700365408039,1.0,True,0.07429963459196098
case_000020,baseline_oracle_composite,baseline,baseline_oracle_composite,missing_transition,completed,complete_repair,0.925700365408039,1.0,0.07429963459196098,True,True,False,0,0,0,1,0.0881,very_large,59.7,0.925700365408039,1.0,True,0.07429963459196098
case_000020,baseline_search_bpr,baseline,baseline_search_bpr,missing_transition,completed,complete_repair,0.925700365408039,1.0,0.07429963459196098,True,True,False,0,0,0,1,0.4765,very_large,59.7,0.925700365408039,1.0,True,0.07429963459196098
case_000021,baseline_llm_template,baseline,baseline_llm_template,wrong_target,completed,complete_repair,0.9615384615384616,1.0,0.038461538461538436,True,True,False,0,0,0,1,0.0005,small,13.3,0.9615384615384616,1.0,True,0.038461538461538436
case_000021,baseline_oracle_composite,baseline,baseline_oracle_composite,wrong_target,completed,complete_repair,0.9615384615384616,1.0,0.038461538461538436,True,True,False,0,0,0,1,0.0005,small,13.3,0.9615384615384616,1.0,True,0.038461538461538436
case_000021,baseline_search_bpr,baseline,baseline_search_bpr,wrong_target,completed,complete_repair,0.9615384615384616,1.0,0.038461538461538436,True,True,False,0,0,0,1,0.0008,small,13.3,0.9615384615384616,1.0,True,0.038461538461538436
case_000022,baseline_llm_template,baseline,baseline_llm_template,wrong_source,completed,complete_repair,0.9066666666666666,1.0,0.09333333333333338,True,True,False,0,0,0,1,0.0017,medium,20.95,0.9066666666666666,1.0,True,0.09333333333333338
case_000022,baseline_oracle_composite,baseline,baseline_oracle_composite,wrong_source,completed,complete_repair,0.9066666666666666,1.0,0.09333333333333338,True,True,False,0,0,0,1,0.0017,medium,20.95,0.9066666666666666,1.0,True,0.09333333333333338
case_000022,baseline_search_bpr,baseline,baseline_search_bpr,wrong_source,completed,complete_repair,0.9066666666666666,1.0,0.09333333333333338,True,True,False,0,0,0,1,0.0028,medium,20.95,0.9066666666666666,1.0,True,0.09333333333333338
case_000023,baseline_llm_template,baseline,baseline_llm_template,wrong_event,completed,complete_repair,0.9958677685950413,1.0,0.004132231404958664,True,True,False,0,0,0,1,0.0073,large,32.49,0.9958677685950413,1.0,True,0.004132231404958664
case_000023,baseline_oracle_composite,baseline,baseline_oracle_composite,wrong_event,completed,complete_repair,0.9958677685950413,1.0,0.004132231404958664,True,True,False,0,0,0,1,0.0121,large,32.49,0.9958677685950413,1.0,True,0.004132231404958664
case_000023,baseline_search_bpr,baseline,baseline_search_bpr,wrong_event,completed,complete_repair,0.9958677685950413,1.0,0.004132231404958664,True,True,False,0,0,0,1,0.0312,large,32.49,0.9958677685950413,1.0,True,0.004132231404958664
case_000024,baseline_llm_template,baseline,baseline_llm_template,wrong_initial_state,completed,effective_repair,0.0,0.9369482976040353,0.9369482976040353,False,True,False,0,0,0,1,0.1926,very_large,58.11,0.0,1.0,True,1.0
case_000024,baseline_oracle_composite,baseline,baseline_oracle_composite,wrong_initial_state,completed,effective_repair,0.0,0.9369482976040353,0.9369482976040353,False,True,False,0,0,0,1,0.1762,very_large,58.11,0.0,1.0,True,1.0
case_000024,baseline_search_bpr,baseline,baseline_search_bpr,wrong_initial_state,completed,effective_repair,0.0,0.424968474148802,0.424968474148802,False,True,False,0,0,0,1,0.5278,very_large,58.11,0.0,1.0,True,1.0
case_000025,baseline_llm_template,baseline,baseline_llm_template,duplicate_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0003,small,13.0,1.0,1.0,False,0.0
case_000025,baseline_oracle_composite,baseline,baseline_oracle_composite,duplicate_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002,small,13.0,1.0,1.0,False,0.0
case_000025,baseline_search_bpr,baseline,baseline_search_bpr,duplicate_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0003,small,13.0,1.0,1.0,False,0.0
case_000026,baseline_llm_template,baseline,baseline_llm_template,dead_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0006,medium,20.67,1.0,1.0,False,0.0
case_000026,baseline_oracle_composite,baseline,baseline_oracle_composite,dead_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0011,medium,20.67,1.0,1.0,False,0.0
case_000026,baseline_search_bpr,baseline,baseline_search_bpr,dead_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0011,medium,20.67,1.0,1.0,False,0.0
case_000027,baseline_llm_template,baseline,baseline_llm_template,guard_flip,completed,complete_repair,0.5474137931034483,1.0,0.4525862068965517,True,True,False,0,0,0,1,0.0218,large,32.9,0.5474137931034483,1.0,True,0.4525862068965517
case_000027,baseline_oracle_composite,baseline,baseline_oracle_composite,guard_flip,completed,complete_repair,0.5474137931034483,1.0,0.4525862068965517,True,True,False,0,0,0,1,0.0247,large,32.9,0.5474137931034483,1.0,True,0.4525862068965517
case_000027,baseline_search_bpr,baseline,baseline_search_bpr,guard_flip,completed,complete_repair,0.5474137931034483,1.0,0.4525862068965517,True,True,False,0,0,0,1,0.0449,large,32.9,0.5474137931034483,1.0,True,0.4525862068965517
case_000028,baseline_llm_template,baseline,baseline_llm_template,guard_weaken,completed,complete_repair,0.9987546699875467,1.0,0.001245330012453305,True,True,False,0,0,0,1,0.0662,very_large,59.65,0.9987546699875467,1.0,True,0.001245330012453305
case_000028,baseline_oracle_composite,baseline,baseline_oracle_composite,guard_weaken,completed,complete_repair,0.9987546699875467,1.0,0.001245330012453305,True,True,False,0,0,0,1,0.0841,very_large,59.65,0.9987546699875467,1.0,True,0.001245330012453305
case_000028,baseline_search_bpr,baseline,baseline_search_bpr,guard_weaken,completed,complete_repair,0.9987546699875467,1.0,0.001245330012453305,True,True,False,0,0,0,1,0.1538,very_large,59.65,0.9987546699875467,1.0,True,0.001245330012453305
case_000029,baseline_llm_template,baseline,baseline_llm_template,guard_strengthen,completed,complete_repair,0.9545454545454546,1.0,0.045454545454545414,True,True,False,0,0,0,1,0.001,small,13.0,0.9545454545454546,1.0,True,0.045454545454545414
case_000029,baseline_oracle_composite,baseline,baseline_oracle_composite,guard_strengthen,completed,complete_repair,0.9545454545454546,1.0,0.045454545454545414,True,True,False,0,0,0,1,0.001,small,13.0,0.9545454545454546,1.0,True,0.045454545454545414
case_000029,baseline_search_bpr,baseline,baseline_search_bpr,guard_strengthen,completed,complete_repair,0.9545454545454546,1.0,0.045454545454545414,True,True,False,0,0,0,1,0.0018,small,13.0,0.9545454545454546,1.0,True,0.045454545454545414
case_000030,baseline_llm_template,baseline,baseline_llm_template,action_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0009,medium,20.68,1.0,1.0,False,0.0
case_000030,baseline_oracle_composite,baseline,baseline_oracle_composite,action_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005,medium,20.68,1.0,1.0,False,0.0
case_000030,baseline_search_bpr,baseline,baseline_search_bpr,action_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005,medium,20.68,1.0,1.0,False,0.0
case_000031,baseline_llm_template,baseline,baseline_llm_template,timeout_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0017,large,32.4,1.0,1.0,False,0.0
case_000031,baseline_oracle_composite,baseline,baseline_oracle_composite,timeout_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0016,large,32.4,1.0,1.0,False,0.0
case_000031,baseline_search_bpr,baseline,baseline_search_bpr,timeout_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0016,large,32.4,1.0,1.0,False,0.0
case_000032,baseline_llm_template,baseline,baseline_llm_template,delay_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0141,very_large,60.53,1.0,1.0,False,0.0
case_000032,baseline_oracle_composite,baseline,baseline_oracle_composite,delay_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0304,very_large,60.53,1.0,1.0,False,0.0
case_000032,baseline_search_bpr,baseline,baseline_search_bpr,delay_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0204,very_large,60.53,1.0,1.0,False,0.0
case_000033,baseline_llm_template,baseline,baseline_llm_template,nondeterminism_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002,small,13.45,1.0,1.0,False,0.0
case_000033,baseline_oracle_composite,baseline,baseline_oracle_composite,nondeterminism_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002,small,13.45,1.0,1.0,False,0.0
case_000033,baseline_search_bpr,baseline,baseline_search_bpr,nondeterminism_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002,small,13.45,1.0,1.0,False,0.0
case_000034,baseline_llm_template,baseline,baseline_llm_template,unreachable_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005,medium,24.33,1.0,1.0,False,0.0
case_000034,baseline_oracle_composite,baseline,baseline_oracle_composite,unreachable_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005,medium,24.33,1.0,1.0,False,0.0
case_000034,baseline_search_bpr,baseline,baseline_search_bpr,unreachable_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005,medium,24.33,1.0,1.0,False,0.0
case_000036,baseline_llm_template,baseline,baseline_llm_template,guard_inter_class,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0141,very_large,61.17,1.0,1.0,False,0.0
case_000036,baseline_oracle_composite,baseline,baseline_oracle_composite,guard_inter_class,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0283,very_large,61.17,1.0,1.0,False,0.0
case_000036,baseline_search_bpr,baseline,baseline_search_bpr,guard_inter_class,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0108,very_large,61.17,1.0,1.0,False,0.0
case_000037,baseline_llm_template,baseline,baseline_llm_template,action_full_mutation,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002,small,15.1,1.0,1.0,False,0.0
case_000037,baseline_oracle_composite,baseline,baseline_oracle_composite,action_full_mutation,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002,small,15.1,1.0,1.0,False,0.0
case_000037,baseline_search_bpr,baseline,baseline_search_bpr,action_full_mutation,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002,small,15.1,1.0,1.0,False,0.0
case_000039,baseline_llm_template,baseline,baseline_llm_template,missing_transition,completed,complete_repair,0.99609375,1.0,0.00390625,True,True,False,0,0,0,1,0.0059,large,35.34,0.99609375,1.0,True,0.00390625
case_000039,baseline_oracle_composite,baseline,baseline_oracle_composite,missing_transition,completed,complete_repair,0.99609375,1.0,0.00390625,True,True,False,0,0,0,1,0.0108,large,35.34,0.99609375,1.0,True,0.00390625
case_000039,baseline_search_bpr,baseline,baseline_search_bpr,missing_transition,completed,complete_repair,0.99609375,1.0,0.00390625,True,True,False,0,0,0,1,0.0105,large,35.34,0.99609375,1.0,True,0.00390625
case_000040,baseline_llm_template,baseline,baseline_llm_template,wrong_target,completed,complete_repair,0.9859514687100894,1.0,0.01404853128991057,True,True,False,0,0,0,1,0.0452,very_large,57.35,0.9859514687100894,1.0,True,0.01404853128991057
case_000040,baseline_oracle_composite,baseline,baseline_oracle_composite,wrong_target,completed,complete_repair,0.9859514687100894,1.0,0.01404853128991057,True,True,False,0,0,0,1,0.0554,very_large,57.35,0.9859514687100894,1.0,True,0.01404853128991057
case_000040,baseline_search_bpr,baseline,baseline_search_bpr,wrong_target,completed,complete_repair,0.9859514687100894,1.0,0.01404853128991057,True,True,False,0,0,0,1,0.0533,very_large,57.35,0.9859514687100894,1.0,True,0.01404853128991057
case_000041,baseline_llm_template,baseline,baseline_llm_template,wrong_source,completed,complete_repair,0.7727272727272727,1.0,0.2272727272727273,True,True,False,0,0,0,1,0.0007,small,12.55,0.7727272727272727,1.0,True,0.2272727272727273
case_000041,baseline_oracle_composite,baseline,baseline_oracle_composite,wrong_source,completed,complete_repair,0.7727272727272727,1.0,0.2272727272727273,True,True,False,0,0,0,1,0.0007,small,12.55,0.7727272727272727,1.0,True,0.2272727272727273
case_000041,baseline_search_bpr,baseline,baseline_search_bpr,wrong_source,completed,complete_repair,0.7727272727272727,1.0,0.2272727272727273,True,True,False,0,0,0,1,0.001,small,12.55,0.7727272727272727,1.0,True,0.2272727272727273
case_000042,baseline_llm_template,baseline,baseline_llm_template,wrong_event,completed,regression,0.9876543209876543,0.9753086419753086,-0.012345679012345623,False,False,True,0,0,0,1,0.0021,medium,20.33,0.9876543209876543,1.0,True,0.012345679012345734
case_000042,baseline_oracle_composite,baseline,baseline_oracle_composite,wrong_event,completed,regression,0.9876543209876543,0.9753086419753086,-0.012345679012345623,False,False,True,0,0,0,1,0.0021,medium,20.33,0.9876543209876543,1.0,True,0.012345679012345734
case_000042,baseline_search_bpr,baseline,baseline_search_bpr,wrong_event,completed,complete_repair,0.9876543209876543,1.0,0.012345679012345734,True,True,False,0,0,0,1,0.0034,medium,20.33,0.9876543209876543,1.0,True,0.012345679012345734
case_000043,baseline_llm_template,baseline,baseline_llm_template,wrong_initial_state,completed,effective_repair,0.0,0.9959016393442623,0.9959016393442623,False,True,False,0,0,0,1,0.0153,large,33.74,0.0,1.0,True,1.0
case_000043,baseline_oracle_composite,baseline,baseline_oracle_composite,wrong_initial_state,completed,effective_repair,0.0,0.9959016393442623,0.9959016393442623,False,True,False,0,0,0,1,0.0171,large,33.74,0.0,1.0,True,1.0
case_000043,baseline_search_bpr,baseline,baseline_search_bpr,wrong_initial_state,completed,effective_repair,0.0,0.6270491803278688,0.6270491803278688,False,True,False,0,0,0,1,0.0399,large,33.74,0.0,1.0,True,1.0
case_000044,baseline_llm_template,baseline,baseline_llm_template,duplicate_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0166,very_large,62.03,1.0,1.0,False,0.0
case_000044,baseline_oracle_composite,baseline,baseline_oracle_composite,duplicate_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0241,very_large,62.03,1.0,1.0,False,0.0
case_000044,baseline_search_bpr,baseline,baseline_search_bpr,duplicate_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0161,very_large,62.03,1.0,1.0,False,0.0
case_000045,baseline_llm_template,baseline,baseline_llm_template,dead_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002,small,12.85,1.0,1.0,False,0.0
case_000045,baseline_oracle_composite,baseline,baseline_oracle_composite,dead_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002,small,12.85,1.0,1.0,False,0.0
case_000045,baseline_search_bpr,baseline,baseline_search_bpr,dead_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002,small,12.85,1.0,1.0,False,0.0
case_000046,baseline_llm_template,baseline,baseline_llm_template,guard_flip,completed,complete_repair,0.9871794871794872,1.0,0.012820512820512775,True,True,False,0,0,0,1,0.002,medium,19.52,0.9871794871794872,1.0,True,0.012820512820512775
case_000046,baseline_oracle_composite,baseline,baseline_oracle_composite,guard_flip,completed,complete_repair,0.9871794871794872,1.0,0.012820512820512775,True,True,False,0,0,0,1,0.0019,medium,19.52,0.9871794871794872,1.0,True,0.012820512820512775
case_000046,baseline_search_bpr,baseline,baseline_search_bpr,guard_flip,completed,complete_repair,0.9871794871794872,1.0,0.012820512820512775,True,True,False,0,0,0,1,0.0038,medium,19.52,0.9871794871794872,1.0,True,0.012820512820512775
case_000047,baseline_llm_template,baseline,baseline_llm_template,guard_weaken,completed,complete_repair,0.996,1.0,0.0040000000000000036,True,True,False,0,0,0,1,0.0121,large,32.33,0.996,1.0,True,0.0040000000000000036
case_000047,baseline_oracle_composite,baseline,baseline_oracle_composite,guard_weaken,completed,complete_repair,0.996,1.0,0.0040000000000000036,True,True,False,0,0,0,1,0.0153,large,32.33,0.996,1.0,True,0.0040000000000000036
