case_id,tool_id,mutation_operator,oracle_detected,complete_repair,effective_repair,delta_bpr,structural_diff_top1_hit,structural_diff_top3_hit,structural_diff_top5_hit,structural_diff_rank,structural_diff_mrr
case_000011,baseline_llm_template,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000011,baseline_oracle_composite,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000011,baseline_search_bpr,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000012,baseline_llm_template,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000012,baseline_oracle_composite,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000012,baseline_search_bpr,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000013,baseline_llm_template,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000013,baseline_oracle_composite,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000013,baseline_search_bpr,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000014,baseline_llm_template,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000014,baseline_oracle_composite,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000014,baseline_search_bpr,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000015,baseline_llm_template,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000015,baseline_oracle_composite,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000015,baseline_search_bpr,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000017,baseline_llm_template,guard_inter_class,False,True,False,0.0,False,False,False,,0.0
case_000017,baseline_oracle_composite,guard_inter_class,False,True,False,0.0,False,False,False,,0.0
case_000017,baseline_search_bpr,guard_inter_class,False,True,False,0.0,False,False,False,,0.0
case_000018,baseline_llm_template,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000018,baseline_oracle_composite,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000018,baseline_search_bpr,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000020,baseline_llm_template,missing_transition,True,True,True,0.07429963459196098,False,False,False,,0.0
case_000020,baseline_oracle_composite,missing_transition,True,True,True,0.07429963459196098,False,False,False,,0.0
case_000020,baseline_search_bpr,missing_transition,True,True,True,0.07429963459196098,False,False,False,,0.0
case_000021,baseline_llm_template,wrong_target,True,True,True,0.038461538461538436,True,True,True,1,1.0
case_000021,baseline_oracle_composite,wrong_target,True,True,True,0.038461538461538436,True,True,True,1,1.0
case_000021,baseline_search_bpr,wrong_target,True,True,True,0.038461538461538436,True,True,True,1,1.0
case_000022,baseline_llm_template,wrong_source,True,True,True,0.09333333333333338,True,True,True,1,1.0
case_000022,baseline_oracle_composite,wrong_source,True,True,True,0.09333333333333338,True,True,True,1,1.0
case_000022,baseline_search_bpr,wrong_source,True,True,True,0.09333333333333338,True,True,True,1,1.0
case_000023,baseline_llm_template,wrong_event,True,True,True,0.004132231404958664,True,True,True,1,1.0
case_000023,baseline_oracle_composite,wrong_event,True,True,True,0.004132231404958664,True,True,True,1,1.0
case_000023,baseline_search_bpr,wrong_event,True,True,True,0.004132231404958664,True,True,True,1,1.0
case_000024,baseline_llm_template,wrong_initial_state,True,False,True,0.9369482976040353,False,False,False,,0.0
case_000024,baseline_oracle_composite,wrong_initial_state,True,False,True,0.9369482976040353,False,False,False,,0.0
case_000024,baseline_search_bpr,wrong_initial_state,True,False,True,0.424968474148802,False,False,False,,0.0
case_000025,baseline_llm_template,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000025,baseline_oracle_composite,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000025,baseline_search_bpr,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000026,baseline_llm_template,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000026,baseline_oracle_composite,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000026,baseline_search_bpr,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000027,baseline_llm_template,guard_flip,True,True,True,0.4525862068965517,True,True,True,1,1.0
case_000027,baseline_oracle_composite,guard_flip,True,True,True,0.4525862068965517,True,True,True,1,1.0
case_000027,baseline_search_bpr,guard_flip,True,True,True,0.4525862068965517,True,True,True,1,1.0
case_000028,baseline_llm_template,guard_weaken,True,True,True,0.001245330012453305,True,True,True,1,1.0
case_000028,baseline_oracle_composite,guard_weaken,True,True,True,0.001245330012453305,True,True,True,1,1.0
case_000028,baseline_search_bpr,guard_weaken,True,True,True,0.001245330012453305,True,True,True,1,1.0
case_000029,baseline_llm_template,guard_strengthen,True,True,True,0.045454545454545414,True,True,True,1,1.0
case_000029,baseline_oracle_composite,guard_strengthen,True,True,True,0.045454545454545414,True,True,True,1,1.0
case_000029,baseline_search_bpr,guard_strengthen,True,True,True,0.045454545454545414,True,True,True,1,1.0
case_000030,baseline_llm_template,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000030,baseline_oracle_composite,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000030,baseline_search_bpr,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000031,baseline_llm_template,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000031,baseline_oracle_composite,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000031,baseline_search_bpr,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000032,baseline_llm_template,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000032,baseline_oracle_composite,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000032,baseline_search_bpr,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000033,baseline_llm_template,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000033,baseline_oracle_composite,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000033,baseline_search_bpr,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000034,baseline_llm_template,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000034,baseline_oracle_composite,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000034,baseline_search_bpr,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000036,baseline_llm_template,guard_inter_class,False,True,False,0.0,False,False,False,,0.0
case_000036,baseline_oracle_composite,guard_inter_class,False,True,False,0.0,False,False,False,,0.0
case_000036,baseline_search_bpr,guard_inter_class,False,True,False,0.0,False,False,False,,0.0
case_000037,baseline_llm_template,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000037,baseline_oracle_composite,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000037,baseline_search_bpr,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000039,baseline_llm_template,missing_transition,True,True,True,0.00390625,False,False,False,,0.0
case_000039,baseline_oracle_composite,missing_transition,True,True,True,0.00390625,False,False,False,,0.0
case_000039,baseline_search_bpr,missing_transition,True,True,True,0.00390625,False,False,False,,0.0
case_000040,baseline_llm_template,wrong_target,True,True,True,0.01404853128991057,True,True,True,1,1.0
case_000040,baseline_oracle_composite,wrong_target,True,True,True,0.01404853128991057,True,True,True,1,1.0
case_000040,baseline_search_bpr,wrong_target,True,True,True,0.01404853128991057,True,True,True,1,1.0
case_000041,baseline_llm_template,wrong_source,True,True,True,0.2272727272727273,True,True,True,1,1.0
case_000041,baseline_oracle_composite,wrong_source,True,True,True,0.2272727272727273,True,True,True,1,1.0
case_000041,baseline_search_bpr,wrong_source,True,True,True,0.2272727272727273,True,True,True,1,1.0
case_000042,baseline_llm_template,wrong_event,True,False,False,-0.012345679012345623,True,True,True,1,1.0
case_000042,baseline_oracle_composite,wrong_event,True,False,False,-0.012345679012345623,True,True,True,1,1.0
case_000042,baseline_search_bpr,wrong_event,True,True,True,0.012345679012345734,True,True,True,1,1.0
case_000043,baseline_llm_template,wrong_initial_state,True,False,True,0.9959016393442623,False,False,False,,0.0
case_000043,baseline_oracle_composite,wrong_initial_state,True,False,True,0.9959016393442623,False,False,False,,0.0
case_000043,baseline_search_bpr,wrong_initial_state,True,False,True,0.6270491803278688,False,False,False,,0.0
case_000044,baseline_llm_template,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000044,baseline_oracle_composite,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000044,baseline_search_bpr,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000045,baseline_llm_template,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000045,baseline_oracle_composite,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000045,baseline_search_bpr,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000046,baseline_llm_template,guard_flip,True,True,True,0.012820512820512775,True,True,True,1,1.0
case_000046,baseline_oracle_composite,guard_flip,True,True,True,0.012820512820512775,True,True,True,1,1.0
case_000046,baseline_search_bpr,guard_flip,True,True,True,0.012820512820512775,True,True,True,1,1.0
case_000047,baseline_llm_template,guard_weaken,True,True,True,0.0040000000000000036,True,True,True,1,1.0
case_000047,baseline_oracle_composite,guard_weaken,True,True,True,0.0040000000000000036,True,True,True,1,1.0
case_000047,baseline_search_bpr,guard_weaken,True,True,True,0.0040000000000000036,True,True,True,1,1.0
case_000048,baseline_llm_template,guard_strengthen,True,False,False,0.0,True,True,True,1,1.0
case_000048,baseline_oracle_composite,guard_strengthen,True,False,False,0.0,True,True,True,1,1.0
case_000048,baseline_search_bpr,guard_strengthen,True,True,True,0.001129943502824804,True,True,True,1,1.0
case_000049,baseline_llm_template,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000049,baseline_oracle_composite,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000049,baseline_search_bpr,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000050,baseline_llm_template,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000050,baseline_oracle_composite,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000050,baseline_search_bpr,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000051,baseline_llm_template,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000051,baseline_oracle_composite,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000051,baseline_search_bpr,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000052,baseline_llm_template,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000052,baseline_oracle_composite,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000052,baseline_search_bpr,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000053,baseline_llm_template,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000053,baseline_oracle_composite,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000053,baseline_search_bpr,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000055,baseline_llm_template,guard_inter_class,False,True,False,0.0,False,False,False,,0.0
case_000055,baseline_oracle_composite,guard_inter_class,False,True,False,0.0,False,False,False,,0.0
case_000055,baseline_search_bpr,guard_inter_class,False,True,False,0.0,False,False,False,,0.0
case_000056,baseline_llm_template,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000056,baseline_oracle_composite,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000056,baseline_search_bpr,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000058,baseline_llm_template,missing_transition,True,True,True,0.012048192771084376,False,False,False,,0.0
case_000058,baseline_oracle_composite,missing_transition,True,True,True,0.012048192771084376,False,False,False,,0.0
case_000058,baseline_search_bpr,missing_transition,True,True,True,0.012048192771084376,False,False,False,,0.0
case_000059,baseline_llm_template,wrong_target,True,True,True,0.004048582995951455,True,True,True,1,1.0
case_000059,baseline_oracle_composite,wrong_target,True,True,True,0.004048582995951455,True,True,True,1,1.0
case_000059,baseline_search_bpr,wrong_target,True,True,True,0.004048582995951455,True,True,True,1,1.0
case_000060,baseline_llm_template,wrong_source,True,True,True,0.012865497076023358,True,True,True,1,1.0
case_000060,baseline_oracle_composite,wrong_source,True,True,True,0.012865497076023358,True,True,True,1,1.0
case_000060,baseline_search_bpr,wrong_source,True,True,True,0.012865497076023358,True,True,True,1,1.0
case_000061,baseline_llm_template,wrong_event,True,False,False,-0.7727272727272727,True,True,True,1,1.0
case_000061,baseline_oracle_composite,wrong_event,True,False,False,-0.7727272727272727,True,True,True,1,1.0
case_000061,baseline_search_bpr,wrong_event,True,True,True,0.2272727272727273,True,True,True,1,1.0
case_000062,baseline_llm_template,wrong_initial_state,True,False,True,0.9135802469135802,False,False,False,,0.0
case_000062,baseline_oracle_composite,wrong_initial_state,True,False,True,0.9135802469135802,False,False,False,,0.0
case_000062,baseline_search_bpr,wrong_initial_state,True,False,True,0.8271604938271605,False,False,False,,0.0
case_000063,baseline_llm_template,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000063,baseline_oracle_composite,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000063,baseline_search_bpr,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000064,baseline_llm_template,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000064,baseline_oracle_composite,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000064,baseline_search_bpr,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000065,baseline_llm_template,guard_flip,True,False,False,0.0,True,True,True,1,1.0
case_000065,baseline_oracle_composite,guard_flip,True,False,False,0.0,True,True,True,1,1.0
case_000065,baseline_search_bpr,guard_flip,True,True,True,0.045454545454545414,True,True,True,1,1.0
case_000066,baseline_llm_template,guard_weaken,True,True,True,0.012820512820512775,True,True,True,1,1.0
case_000066,baseline_oracle_composite,guard_weaken,True,True,True,0.012820512820512775,True,True,True,1,1.0
case_000066,baseline_search_bpr,guard_weaken,True,True,True,0.012820512820512775,True,True,True,1,1.0
case_000067,baseline_llm_template,guard_strengthen,True,False,False,0.0,True,True,True,1,1.0
case_000067,baseline_oracle_composite,guard_strengthen,True,False,False,0.0,True,True,True,1,1.0
case_000067,baseline_search_bpr,guard_strengthen,True,True,True,0.004237288135593209,True,True,True,1,1.0
case_000068,baseline_llm_template,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000068,baseline_oracle_composite,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000068,baseline_search_bpr,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000069,baseline_llm_template,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000069,baseline_oracle_composite,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000069,baseline_search_bpr,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000070,baseline_llm_template,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000070,baseline_oracle_composite,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000070,baseline_search_bpr,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000071,baseline_llm_template,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000071,baseline_oracle_composite,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000071,baseline_search_bpr,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000072,baseline_llm_template,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000072,baseline_oracle_composite,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000072,baseline_search_bpr,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000074,baseline_llm_template,guard_inter_class,True,False,False,0.0,True,True,True,1,1.0
case_000074,baseline_oracle_composite,guard_inter_class,True,False,False,0.0,True,True,True,1,1.0
case_000074,baseline_search_bpr,guard_inter_class,True,False,False,0.0,True,True,True,1,1.0
case_000075,baseline_llm_template,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000075,baseline_oracle_composite,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000075,baseline_search_bpr,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000077,baseline_llm_template,missing_transition,True,True,True,0.04166666666666663,False,False,False,,0.0
case_000077,baseline_oracle_composite,missing_transition,True,True,True,0.04166666666666663,False,False,False,,0.0
case_000077,baseline_search_bpr,missing_transition,True,True,True,0.04166666666666663,False,False,False,,0.0
case_000078,baseline_llm_template,wrong_target,True,True,True,0.09333333333333338,True,True,True,1,1.0
case_000078,baseline_oracle_composite,wrong_target,True,True,True,0.09333333333333338,True,True,True,1,1.0
case_000078,baseline_search_bpr,wrong_target,True,True,True,0.09333333333333338,True,True,True,1,1.0
case_000079,baseline_llm_template,wrong_source,True,True,True,0.008547008547008517,True,True,True,1,1.0
case_000079,baseline_oracle_composite,wrong_source,True,True,True,0.008547008547008517,True,True,True,1,1.0
case_000079,baseline_search_bpr,wrong_source,True,True,True,0.008547008547008517,True,True,True,1,1.0
case_000080,baseline_llm_template,wrong_event,True,True,True,0.0012391573729864103,True,True,True,1,1.0
case_000080,baseline_oracle_composite,wrong_event,True,True,True,0.0012391573729864103,True,True,True,1,1.0
case_000080,baseline_search_bpr,wrong_event,True,True,True,0.0012391573729864103,True,True,True,1,1.0
case_000081,baseline_llm_template,wrong_initial_state,True,False,True,0.9047619047619048,False,False,False,,0.0
case_000081,baseline_oracle_composite,wrong_initial_state,True,False,True,0.9047619047619048,False,False,False,,0.0
case_000081,baseline_search_bpr,wrong_initial_state,True,False,True,0.7142857142857143,False,False,False,,0.0
case_000082,baseline_llm_template,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000082,baseline_oracle_composite,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000082,baseline_search_bpr,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000083,baseline_llm_template,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000083,baseline_oracle_composite,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000083,baseline_search_bpr,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000084,baseline_llm_template,guard_flip,True,True,True,0.013647642679900707,True,True,True,1,1.0
case_000084,baseline_oracle_composite,guard_flip,True,True,True,0.013647642679900707,True,True,True,1,1.0
case_000084,baseline_search_bpr,guard_flip,True,True,True,0.013647642679900707,True,True,True,1,1.0
case_000085,baseline_llm_template,guard_weaken,True,True,True,0.04166666666666663,True,True,True,1,1.0
case_000085,baseline_oracle_composite,guard_weaken,True,True,True,0.04166666666666663,True,True,True,1,1.0
case_000085,baseline_search_bpr,guard_weaken,True,True,True,0.04166666666666663,True,True,True,1,1.0
case_000086,baseline_llm_template,guard_strengthen,True,True,True,0.011494252873563204,True,True,True,1,1.0
case_000086,baseline_oracle_composite,guard_strengthen,True,True,True,0.011494252873563204,True,True,True,1,1.0
case_000086,baseline_search_bpr,guard_strengthen,True,True,True,0.011494252873563204,True,True,True,1,1.0
case_000087,baseline_llm_template,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000087,baseline_oracle_composite,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000087,baseline_search_bpr,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000088,baseline_llm_template,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000088,baseline_oracle_composite,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000088,baseline_search_bpr,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000089,baseline_llm_template,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000089,baseline_oracle_composite,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000089,baseline_search_bpr,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000090,baseline_llm_template,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000090,baseline_oracle_composite,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000090,baseline_search_bpr,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000091,baseline_llm_template,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000091,baseline_oracle_composite,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000091,baseline_search_bpr,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000093,baseline_llm_template,guard_inter_class,False,True,False,0.0,False,False,False,,0.0
case_000093,baseline_oracle_composite,guard_inter_class,False,True,False,0.0,False,False,False,,0.0
case_000093,baseline_search_bpr,guard_inter_class,False,True,False,0.0,False,False,False,,0.0
case_000094,baseline_llm_template,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000094,baseline_oracle_composite,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000094,baseline_search_bpr,action_full_mutation,False,True,False,0.0,False,False,False,,0.0
case_000096,baseline_llm_template,missing_transition,True,True,True,0.0011235955056180247,False,False,False,,0.0
case_000096,baseline_oracle_composite,missing_transition,True,True,True,0.0011235955056180247,False,False,False,,0.0
case_000096,baseline_search_bpr,missing_transition,True,True,True,0.0011235955056180247,False,False,False,,0.0
case_000097,baseline_llm_template,wrong_target,True,True,True,0.20833333333333337,True,True,True,1,1.0
case_000097,baseline_oracle_composite,wrong_target,True,True,True,0.20833333333333337,True,True,True,1,1.0
case_000097,baseline_search_bpr,wrong_target,True,True,True,0.20833333333333337,True,True,True,1,1.0
case_000098,baseline_llm_template,wrong_source,True,False,False,0.0,True,True,True,1,1.0
case_000098,baseline_oracle_composite,wrong_source,True,False,False,0.0,True,True,True,1,1.0
case_000098,baseline_search_bpr,wrong_source,True,True,True,0.011904761904761862,True,True,True,1,1.0
case_000099,baseline_llm_template,wrong_event,True,True,True,0.004385964912280715,True,True,True,1,1.0
case_000099,baseline_oracle_composite,wrong_event,True,True,True,0.004385964912280715,True,True,True,1,1.0
case_000099,baseline_search_bpr,wrong_event,True,True,True,0.004385964912280715,True,True,True,1,1.0
case_000100,baseline_llm_template,wrong_initial_state,True,False,True,0.9843373493975903,False,False,False,,0.0
case_000100,baseline_oracle_composite,wrong_initial_state,True,False,True,0.9843373493975903,False,False,False,,0.0
case_000100,baseline_search_bpr,wrong_initial_state,True,False,True,0.7963855421686747,False,False,False,,0.0
case_000101,baseline_llm_template,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000101,baseline_oracle_composite,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000101,baseline_search_bpr,duplicate_transition,False,True,False,0.0,False,False,False,,0.0
case_000102,baseline_llm_template,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000102,baseline_oracle_composite,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000102,baseline_search_bpr,dead_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000103,baseline_llm_template,guard_flip,True,False,False,0.0,True,True,True,1,1.0
case_000103,baseline_oracle_composite,guard_flip,True,False,False,0.0,True,True,True,1,1.0
case_000103,baseline_search_bpr,guard_flip,True,True,True,0.004237288135593209,True,True,True,1,1.0
case_000104,baseline_llm_template,guard_weaken,True,True,True,0.03040935672514622,True,True,True,1,1.0
case_000104,baseline_oracle_composite,guard_weaken,True,True,True,0.03040935672514622,True,True,True,1,1.0
case_000104,baseline_search_bpr,guard_weaken,True,True,True,0.03040935672514622,True,True,True,1,1.0
case_000105,baseline_llm_template,guard_strengthen,True,True,True,0.045454545454545414,True,True,True,1,1.0
case_000105,baseline_oracle_composite,guard_strengthen,True,True,True,0.045454545454545414,True,True,True,1,1.0
case_000105,baseline_search_bpr,guard_strengthen,True,True,True,0.045454545454545414,True,True,True,1,1.0
case_000106,baseline_llm_template,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000106,baseline_oracle_composite,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000106,baseline_search_bpr,action_corruption,False,True,False,0.0,False,False,False,,0.0
case_000107,baseline_llm_template,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000107,baseline_oracle_composite,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000107,baseline_search_bpr,timeout_corruption,False,True,False,0.0,False,False,False,,0.0
case_000108,baseline_llm_template,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000108,baseline_oracle_composite,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000108,baseline_search_bpr,delay_corruption,False,True,False,0.0,False,False,False,,0.0
case_000109,baseline_llm_template,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000109,baseline_oracle_composite,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000109,baseline_search_bpr,nondeterminism_intro,False,True,False,0.0,False,False,False,,0.0
case_000110,baseline_llm_template,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
case_000110,baseline_oracle_composite,unreachable_state_intro,False,True,False,0.0,False,False,False,,0.0
