case_id,tool_id,tool_type,model,mutation_operator,status,failure_class,initial_bpr,final_bpr,delta_bpr,complete_repair,effective_repair,regression,patch_parse_failures,patch_validation_failures,patch_application_failures,iterations_completed,runtime_seconds,complexity_tier,difficulty_score,faulty_bpr,reference_bpr,oracle_detected,bpr_delta_pre_repair
case_000004,baseline_random,baseline,baseline_random,wrong_event,completed,regression,0.9988023952095808,0.9952095808383233,-0.003592814371257469,False,False,True,0,0,0,1,0.538,very_large,59.73,0.9988023952095808,1.0,True,0.0011976047904191933
case_000004,baseline_wrong_target,baseline,baseline_wrong_target,wrong_event,completed,no_improvement,0.9988023952095808,0.9988023952095808,0.0,False,False,False,0,1,0,1,0.0284,very_large,59.73,0.9988023952095808,1.0,True,0.0011976047904191933
case_000005,baseline_missing_transition,baseline,baseline_missing_transition,wrong_initial_state,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0006,small,14.8,0.0,1.0,True,1.0
case_000005,baseline_random,baseline,baseline_random,wrong_initial_state,completed,no_improvement,0.0,0.0,0.0,False,False,False,0,0,0,1,0.0004,small,14.8,0.0,1.0,True,1.0
case_000005,baseline_wrong_target,baseline,baseline_wrong_target,wrong_initial_state,completed,effective_repair,0.0,0.7272727272727273,0.7272727272727273,False,True,False,0,0,0,1,0.0004,small,14.8,0.0,1.0,True,1.0
case_000006,baseline_missing_transition,baseline,baseline_missing_transition,duplicate_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0006,medium,21.02,1.0,1.0,False,0.0
case_000006,baseline_random,baseline,baseline_random,duplicate_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0007,medium,21.02,1.0,1.0,False,0.0
case_000006,baseline_wrong_target,baseline,baseline_wrong_target,duplicate_transition,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005,medium,21.02,1.0,1.0,False,0.0
case_000007,baseline_missing_transition,baseline,baseline_missing_transition,dead_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0018,large,33.74,1.0,1.0,False,0.0
case_000007,baseline_random,baseline,baseline_random,dead_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0017,large,33.74,1.0,1.0,False,0.0
case_000007,baseline_wrong_target,baseline,baseline_wrong_target,dead_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0018,large,33.74,1.0,1.0,False,0.0
case_000008,baseline_missing_transition,baseline,baseline_missing_transition,guard_flip,completed,complete_repair,0.9856584093872229,1.0,0.014341590612777066,True,True,False,0,0,0,1,0.0479,very_large,61.05,0.9856584093872229,1.0,True,0.014341590612777066
case_000008,baseline_random,baseline,baseline_random,guard_flip,completed,regression,0.9856584093872229,0.984354628422425,-0.0013037809647978849,False,False,True,0,0,0,1,0.0648,very_large,61.05,0.9856584093872229,1.0,True,0.014341590612777066
case_000008,baseline_wrong_target,baseline,baseline_wrong_target,guard_flip,completed,no_improvement,0.9856584093872229,0.9856584093872229,0.0,False,False,False,0,0,0,1,0.0288,very_large,61.05,0.9856584093872229,1.0,True,0.014341590612777066
case_000009,baseline_missing_transition,baseline,baseline_missing_transition,guard_weaken,completed,complete_repair,0.7916666666666666,1.0,0.20833333333333337,True,True,False,0,0,0,1,0.0004,small,14.63,0.7916666666666666,1.0,True,0.20833333333333337
case_000009,baseline_random,baseline,baseline_random,guard_weaken,completed,no_improvement,0.7916666666666666,0.7916666666666666,0.0,False,False,False,0,0,0,1,0.0006,small,14.63,0.7916666666666666,1.0,True,0.20833333333333337
case_000009,baseline_wrong_target,baseline,baseline_wrong_target,guard_weaken,completed,no_improvement,0.7916666666666666,0.7916666666666666,0.0,False,False,False,0,0,0,1,0.0004,small,14.63,0.7916666666666666,1.0,True,0.20833333333333337
case_000010,baseline_missing_transition,baseline,baseline_missing_transition,guard_strengthen,completed,complete_repair,0.9135802469135802,1.0,0.0864197530864198,True,True,False,0,0,0,1,0.0011,medium,20.33,0.9135802469135802,1.0,True,0.0864197530864198
case_000010,baseline_random,baseline,baseline_random,guard_strengthen,completed,no_improvement,0.9135802469135802,0.9135802469135802,0.0,False,False,False,0,0,0,1,0.0016,medium,20.33,0.9135802469135802,1.0,True,0.0864197530864198
case_000010,baseline_wrong_target,baseline,baseline_wrong_target,guard_strengthen,completed,no_improvement,0.9135802469135802,0.9135802469135802,0.0,False,False,False,0,0,0,1,0.0012,medium,20.33,0.9135802469135802,1.0,True,0.0864197530864198
case_000011,baseline_missing_transition,baseline,baseline_missing_transition,action_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0018,large,33.24,1.0,1.0,False,0.0
case_000011,baseline_random,baseline,baseline_random,action_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0019,large,33.24,1.0,1.0,False,0.0
case_000011,baseline_wrong_target,baseline,baseline_wrong_target,action_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0018,large,33.24,1.0,1.0,False,0.0
case_000012,baseline_missing_transition,baseline,baseline_missing_transition,timeout_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0347,very_large,60.42,1.0,1.0,False,0.0
case_000012,baseline_random,baseline,baseline_random,timeout_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0287,very_large,60.42,1.0,1.0,False,0.0
case_000012,baseline_wrong_target,baseline,baseline_wrong_target,timeout_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0384,very_large,60.42,1.0,1.0,False,0.0
case_000013,baseline_missing_transition,baseline,baseline_missing_transition,delay_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002,small,14.63,1.0,1.0,False,0.0
case_000013,baseline_random,baseline,baseline_random,delay_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002,small,14.63,1.0,1.0,False,0.0
case_000013,baseline_wrong_target,baseline,baseline_wrong_target,delay_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002,small,14.63,1.0,1.0,False,0.0
case_000014,baseline_missing_transition,baseline,baseline_missing_transition,nondeterminism_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0006,medium,21.9,1.0,1.0,False,0.0
case_000014,baseline_random,baseline,baseline_random,nondeterminism_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0006,medium,21.9,1.0,1.0,False,0.0
case_000014,baseline_wrong_target,baseline,baseline_wrong_target,nondeterminism_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0006,medium,21.9,1.0,1.0,False,0.0
case_000015,baseline_missing_transition,baseline,baseline_missing_transition,unreachable_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0017,large,32.58,1.0,1.0,False,0.0
case_000015,baseline_random,baseline,baseline_random,unreachable_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0017,large,32.58,1.0,1.0,False,0.0
case_000015,baseline_wrong_target,baseline,baseline_wrong_target,unreachable_state_intro,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0017,large,32.58,1.0,1.0,False,0.0
case_000017,baseline_missing_transition,baseline,baseline_missing_transition,guard_inter_class,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002,small,13.73,1.0,1.0,False,0.0
case_000017,baseline_random,baseline,baseline_random,guard_inter_class,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002,small,13.73,1.0,1.0,False,0.0
case_000017,baseline_wrong_target,baseline,baseline_wrong_target,guard_inter_class,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0002,small,13.73,1.0,1.0,False,0.0
case_000018,baseline_missing_transition,baseline,baseline_missing_transition,action_full_mutation,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005,medium,22.53,1.0,1.0,False,0.0
case_000018,baseline_random,baseline,baseline_random,action_full_mutation,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0006,medium,22.53,1.0,1.0,False,0.0
case_000018,baseline_wrong_target,baseline,baseline_wrong_target,action_full_mutation,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0006,medium,22.53,1.0,1.0,False,0.0
case_000027,baseline_missing_transition,baseline,baseline_missing_transition,guard_flip,completed,complete_repair,0.5474137931034483,1.0,0.4525862068965517,True,True,False,0,0,0,1,0.0034,large,32.9,0.5474137931034483,1.0,True,0.4525862068965517
case_000027,baseline_random,baseline,baseline_random,guard_flip,completed,regression,0.5474137931034483,0.4482758620689655,-0.09913793103448276,False,False,True,0,0,0,1,0.0044,large,32.9,0.5474137931034483,1.0,True,0.4525862068965517
case_000027,baseline_wrong_target,baseline,baseline_wrong_target,guard_flip,completed,no_improvement,0.5474137931034483,0.5474137931034483,0.0,False,False,False,0,0,0,1,0.0029,large,32.9,0.5474137931034483,1.0,True,0.4525862068965517
case_000030,baseline_missing_transition,baseline,baseline_missing_transition,action_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005,medium,20.68,1.0,1.0,False,0.0
case_000030,baseline_random,baseline,baseline_random,action_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005,medium,20.68,1.0,1.0,False,0.0
case_000030,baseline_wrong_target,baseline,baseline_wrong_target,action_corruption,completed,complete_repair,1.0,1.0,0.0,True,False,False,0,0,0,1,0.0005,medium,20.68,1.0,1.0,False,0.0
case_000074,baseline_missing_transition,baseline,baseline_missing_transition,guard_inter_class,completed,no_improvement,0.9888888888888889,0.9888888888888889,0.0,False,False,False,0,1,0,1,0.0012,medium,20.53,0.9888888888888889,1.0,True,0.011111111111111072
case_000074,baseline_random,baseline,baseline_random,guard_inter_class,completed,regression,0.9888888888888889,0.9777777777777777,-0.011111111111111183,False,False,True,0,0,0,1,0.0018,medium,20.53,0.9888888888888889,1.0,True,0.011111111111111072
case_000074,baseline_wrong_target,baseline,baseline_wrong_target,guard_inter_class,completed,no_improvement,0.9888888888888889,0.9888888888888889,0.0,False,False,False,0,1,0,1,0.0008,medium,20.53,0.9888888888888889,1.0,True,0.011111111111111072
