case_id,machine_type,determinism,completeness,arity_class,size_class,guard_complexity,time_features,graph_structure,oracle_depth,bug_type,num_states,num_events,num_transitions,avg_out_degree,max_out_degree,num_guards,num_timed_guards,num_timeouts,num_cycles,scc_count,seed
case_000033,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,nondeterminism_intro,1,2,1,1.0,1,0,0,0,1,1,708
case_000034,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,nondeterminism_intro,1,2,1,1.0,1,0,0,0,1,1,725
case_000035,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,nondeterminism_intro,2,2,1,0.5,1,0,0,0,0,2,742
case_000036,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,nondeterminism_intro,1,2,1,1.0,1,0,0,0,1,1,759
case_000037,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,nondeterminism_intro,2,2,1,0.5,1,0,0,0,0,2,776
case_000038,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|hub_and_spoke|layered,shallow,nondeterminism_intro,3,2,3,1.0,2,0,0,0,1,3,793
case_000039,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|hub_and_spoke|layered,shallow,nondeterminism_intro,3,2,3,1.0,2,0,0,0,0,3,810
case_000040,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,nondeterminism_intro,2,2,1,0.5,1,0,0,0,0,2,827
case_000041,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,nondeterminism_intro,3,2,2,0.6667,1,0,0,0,0,3,844
case_000042,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,nondeterminism_intro,2,2,1,0.5,1,0,0,0,0,2,861
case_000043,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,nondeterminism_intro,3,2,2,0.6667,1,0,0,0,0,3,878
case_000044,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,nondeterminism_intro,2,2,2,1.0,1,0,0,0,1,2,895
case_000045,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,nondeterminism_intro,3,2,2,0.6667,1,0,0,0,0,3,912
case_000046,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,nondeterminism_intro,1,2,1,1.0,1,0,0,0,1,1,929
case_000047,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,nondeterminism_intro,1,2,1,1.0,1,0,0,0,1,1,946
case_000048,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,nondeterminism_intro,1,2,1,1.0,1,0,0,0,1,1,8882
case_000049,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,nondeterminism_intro,2,2,1,0.5,1,0,0,0,0,2,980
case_000050,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,nondeterminism_intro,2,2,1,0.5,1,0,0,0,0,2,997
case_000051,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_source,2,2,1,0.5,1,0,0,0,0,2,1115
case_000052,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_source,2,2,1,0.5,1,0,0,0,0,2,1132
case_000053,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_source,2,2,1,0.5,1,0,0,0,0,2,1149
case_000054,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_source,2,2,1,0.5,1,0,0,0,0,2,1166
case_000055,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_source,2,2,1,0.5,1,0,0,0,0,2,1183
case_000056,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_source,2,2,1,0.5,1,0,0,0,0,2,1200
case_000057,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_source,2,2,1,0.5,1,0,0,0,0,2,1217
case_000058,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_source,2,2,1,0.5,1,0,0,0,0,2,1234
case_000059,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_source,2,2,1,0.5,1,0,0,0,0,2,1251
case_000060,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_source,2,2,1,0.5,1,0,0,0,0,2,1268
case_000061,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_source,2,2,1,0.5,1,0,0,0,0,2,1285
case_000062,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_source,2,2,1,0.5,1,0,0,0,0,2,1302
case_000063,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_source,2,2,1,0.5,1,0,0,0,0,2,1319
case_000064,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_source,2,2,1,0.5,1,0,0,0,0,2,1336
case_000065,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_source,2,2,1,0.5,1,0,0,0,0,2,1353
case_000066,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_source,2,2,1,0.5,1,0,0,0,0,2,1370
case_000067,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_source,2,2,1,0.5,1,0,0,0,0,2,1387
case_000068,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_source,2,2,1,0.5,1,0,0,0,0,2,1404
case_000069,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_source,2,2,1,0.5,1,0,0,0,0,2,1421
case_000070,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_source,2,2,1,0.5,1,0,0,0,0,2,1438
case_000071,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_source,2,2,1,0.5,1,0,0,0,0,2,1455
case_000072,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_source,2,2,1,0.5,1,0,0,0,0,2,1472
case_000073,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_source,2,2,1,0.5,1,0,0,0,0,2,1489
case_000074,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_source,2,2,1,0.5,1,0,0,0,0,2,1506
case_000075,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_source,2,2,1,0.5,1,0,0,0,0,2,1523
case_000076,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_event,2,2,1,0.5,1,0,0,0,0,2,1641
case_000077,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_event,3,2,2,0.6667,1,0,0,0,0,3,1658
case_000078,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_event,2,2,1,0.5,1,0,0,0,0,2,1675
case_000079,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,wrong_event,1,2,1,1.0,1,0,0,0,1,1,1692
case_000080,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,wrong_event,2,2,2,1.0,1,0,0,0,1,2,1709
case_000081,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,wrong_event,1,2,1,1.0,1,0,0,0,1,1,1726
case_000082,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,wrong_event,3,2,3,1.0,1,0,0,0,1,3,1743
case_000083,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_event,3,2,2,0.6667,1,0,0,0,0,3,1760
case_000084,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_event,2,2,1,0.5,1,0,0,0,0,2,9696
case_000085,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_event,2,2,1,0.5,1,0,0,0,0,2,1794
case_000086,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_event,2,2,1,0.5,1,0,0,0,0,2,9730
case_000087,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_event,3,2,2,0.6667,1,0,0,0,0,3,1828
case_000088,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,wrong_event,1,2,1,1.0,1,0,0,0,1,1,1845
case_000089,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_event,2,2,1,0.5,1,0,0,0,0,2,1862
case_000090,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,wrong_event,3,2,3,1.0,1,0,0,0,1,3,1879
case_000091,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_event,3,2,2,0.6667,1,0,0,0,0,3,1896
case_000092,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|hub_and_spoke|layered,shallow,wrong_event,3,2,3,1.0,2,0,0,0,1,3,1913
case_000093,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,wrong_event,1,2,1,1.0,1,0,0,0,1,1,1930
case_000094,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_event,3,2,2,0.6667,1,0,0,0,0,3,1947
case_000095,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,wrong_event,2,2,2,1.0,1,0,0,0,1,2,1964
case_000096,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,wrong_event,1,2,1,1.0,1,0,0,0,1,1,1981
case_000097,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_event,3,2,2,0.6667,1,0,0,0,0,3,1998
case_000098,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,wrong_event,2,2,2,1.0,1,0,0,0,1,2,2015
case_000099,plain_fsm,deterministic,partial,low,tiny,none,none,cyclic|sparse|layered,shallow,wrong_event,1,2,1,1.0,1,0,0,0,1,1,2032
case_000100,plain_fsm,deterministic,partial,low,tiny,none,none,acyclic|sparse|layered,shallow,wrong_event,3,2,2,0.6667,1,0,0,0,0,3,2049
case_000101,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|hub_and_spoke|layered,shallow,action_corruption,3,2,4,1.3333,2,4,0,0,1,3,2167
case_000102,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|hub_and_spoke|layered,shallow,action_corruption,3,2,4,1.3333,2,4,0,0,1,3,2184
case_000103,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|hub_and_spoke|layered,shallow,action_corruption,3,2,4,1.3333,2,4,0,0,2,3,2201
case_000104,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|layered,shallow,action_corruption,3,2,3,1.0,1,3,0,0,1,3,2218
case_000105,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|hub_and_spoke|layered,shallow,action_corruption,3,2,4,1.3333,2,4,0,0,2,3,2235
case_000106,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|hub_and_spoke|layered,shallow,action_corruption,3,2,4,1.3333,2,4,0,0,1,3,2252
case_000107,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|hub_and_spoke|layered,shallow,action_corruption,3,2,4,1.3333,2,4,0,0,2,3,2269
case_000108,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|layered,shallow,action_corruption,3,2,3,1.0,1,3,0,0,1,3,2286
case_000109,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|layered,shallow,action_corruption,3,2,3,1.0,1,3,0,0,1,3,2303
case_000110,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|layered,shallow,action_corruption,3,2,3,1.0,1,3,0,0,1,3,2320
case_000111,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|layered,shallow,action_corruption,3,2,3,1.0,1,3,0,0,1,3,2337
case_000112,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|layered,shallow,action_corruption,3,2,3,1.0,1,3,0,0,1,3,2354
case_000113,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|layered,shallow,action_corruption,3,2,3,1.0,1,3,0,0,1,3,2371
case_000114,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|layered,shallow,action_corruption,3,2,3,1.0,1,3,0,0,1,3,2388
case_000115,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|layered,shallow,action_corruption,3,2,3,1.0,1,3,0,0,1,3,2405
case_000116,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|layered,shallow,action_corruption,3,2,3,1.0,1,3,0,0,1,3,2422
case_000117,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|hub_and_spoke|layered,shallow,action_corruption,3,2,4,1.3333,2,4,0,0,2,3,2439
case_000118,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|layered,shallow,action_corruption,3,2,3,1.0,1,3,0,0,1,3,2456
case_000119,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|layered,shallow,action_corruption,3,2,3,1.0,1,3,0,0,1,3,2473
case_000120,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|hub_and_spoke|layered,shallow,action_corruption,3,2,4,1.3333,2,4,0,0,1,3,2490
case_000121,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|layered,shallow,action_corruption,3,2,3,1.0,1,3,0,0,1,3,2507
case_000122,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|hub_and_spoke|layered,shallow,action_corruption,3,2,4,1.3333,2,4,0,0,2,3,2524
case_000123,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|layered,shallow,action_corruption,3,2,3,1.0,1,3,0,0,1,3,2541
case_000124,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|layered,shallow,action_corruption,3,2,3,1.0,1,3,0,0,1,3,2558
case_000125,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|hub_and_spoke|layered,shallow,action_corruption,3,2,4,1.3333,2,4,0,0,2,3,2575
case_000126,mealy,deterministic,partial,medium,tiny,simple,none,cyclic|hub_and_spoke|layered,shallow,guard_flip,3,2,5,1.6667,2,5,0,0,1,3,2693
case_000127,mealy,deterministic,partial,medium,tiny,simple,none,cyclic|hub_and_spoke|layered,shallow,guard_flip,3,2,5,1.6667,2,5,0,0,1,3,2710
case_000128,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|hub_and_spoke|layered,shallow,guard_flip,3,2,3,1.0,2,3,0,0,1,3,2727
case_000129,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|hub_and_spoke|layered,shallow,guard_flip,2,2,3,1.5,2,3,0,0,1,2,2744
case_000130,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|layered,shallow,guard_flip,1,2,1,1.0,1,1,0,0,1,1,2761
case_000131,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|hub_and_spoke|layered,shallow,guard_flip,2,2,3,1.5,2,3,0,0,1,2,2778
case_000132,mealy,deterministic,partial,medium,tiny,simple,none,cyclic|hub_and_spoke|layered,shallow,guard_flip,3,2,5,1.6667,2,5,0,0,2,3,2795
case_000133,mealy,deterministic,partial,medium,tiny,simple,none,cyclic|hub_and_spoke|layered,shallow,guard_flip,3,2,5,1.6667,2,5,0,0,1,3,2812
case_000134,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|hub_and_spoke|layered,shallow,guard_flip,3,2,3,1.0,2,3,0,0,1,3,2829
case_000135,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|hub_and_spoke|layered,shallow,guard_flip,3,2,3,1.0,2,3,0,0,1,3,2846
case_000136,mealy,deterministic,partial,medium,tiny,simple,none,cyclic|hub_and_spoke|layered,shallow,guard_flip,3,2,5,1.6667,2,5,0,0,2,3,2863
case_000137,mealy,deterministic,partial,low,tiny,simple,none,acyclic|sparse|hub_and_spoke|layered,shallow,guard_flip,3,2,3,1.0,2,3,0,0,0,3,2880
case_000138,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|layered,shallow,guard_flip,1,2,1,1.0,1,1,0,0,1,1,2897
case_000139,mealy,deterministic,partial,medium,tiny,simple,none,cyclic|hub_and_spoke|layered,shallow,guard_flip,3,2,5,1.6667,2,5,0,0,2,3,2914
case_000140,mealy,deterministic,partial,low,tiny,simple,none,acyclic|sparse|hub_and_spoke|layered,shallow,guard_flip,3,2,3,1.0,2,3,0,0,0,3,2931
case_000141,mealy,deterministic,partial,low,tiny,simple,none,acyclic|sparse|hub_and_spoke|layered,shallow,guard_flip,3,2,3,1.0,2,3,0,0,0,3,2948
case_000142,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|layered,shallow,guard_flip,1,2,1,1.0,1,1,0,0,1,1,2965
case_000143,mealy,deterministic,partial,medium,tiny,simple,none,cyclic|hub_and_spoke|layered,shallow,guard_flip,3,2,5,1.6667,2,5,0,0,1,3,2982
case_000144,mealy,deterministic,partial,medium,tiny,simple,none,cyclic|hub_and_spoke|layered,shallow,guard_flip,3,2,5,1.6667,2,5,0,0,1,3,2999
case_000145,mealy,deterministic,partial,medium,tiny,simple,none,cyclic|hub_and_spoke|layered,shallow,guard_flip,3,2,5,1.6667,2,5,0,0,3,3,3016
case_000146,mealy,deterministic,partial,medium,tiny,simple,none,cyclic|hub_and_spoke|layered,shallow,guard_flip,3,2,5,1.6667,2,5,0,0,2,3,3033
case_000147,mealy,deterministic,partial,medium,tiny,simple,none,cyclic|hub_and_spoke|layered,shallow,guard_flip,3,2,5,1.6667,2,5,0,0,2,3,3050
case_000148,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|layered,shallow,guard_flip,1,2,1,1.0,1,1,0,0,1,1,3067
case_000149,mealy,deterministic,partial,medium,tiny,simple,none,cyclic|hub_and_spoke|layered,shallow,guard_flip,3,2,5,1.6667,2,5,0,0,2,3,3084
case_000150,mealy,deterministic,partial,low,tiny,simple,none,cyclic|sparse|hub_and_spoke|layered,shallow,guard_flip,2,2,3,1.5,2,3,0,0,2,2,3101
case_000151,mealy,deterministic,complete,high,tiny,simple,none,cyclic|dense|hub_and_spoke|layered,shallow,duplicate_transition,3,2,12,4.0,4,12,0,0,7,3,3219
case_000152,mealy,deterministic,complete,high,tiny,simple,none,cyclic|dense|hub_and_spoke|layered,shallow,duplicate_transition,3,2,12,4.0,4,12,0,0,6,3,3236
case_000153,mealy,deterministic,partial,high,tiny,simple,none,cyclic|dense|hub_and_spoke|layered,shallow,duplicate_transition,3,2,12,4.0,4,12,0,0,5,3,3253
case_000154,mealy,deterministic,complete,high,tiny,simple,none,cyclic|dense|hub_and_spoke|layered,shallow,duplicate_transition,3,2,12,4.0,4,12,0,0,5,3,3270
case_000155,mealy,deterministic,partial,high,tiny,simple,none,cyclic|dense|hub_and_spoke|layered,shallow,duplicate_transition,3,2,12,4.0,4,12,0,0,5,3,3287
case_000156,mealy,deterministic,complete,high,tiny,simple,none,cyclic|dense|hub_and_spoke|layered,shallow,duplicate_transition,3,2,12,4.0,4,12,0,0,7,3,3304
case_000157,mealy,deterministic,complete,high,tiny,simple,none,cyclic|dense|hub_and_spoke|layered,shallow,duplicate_transition,3,2,12,4.0,4,12,0,0,5,3,3321
case_000158,mealy,deterministic,complete,high,tiny,simple,none,cyclic|dense|hub_and_spoke|layered,shallow,duplicate_transition,3,2,12,4.0,4,12,0,0,4,3,3338
case_000159,mealy,deterministic,partial,high,tiny,simple,none,cyclic|dense|hub_and_spoke|layered,shallow,duplicate_transition,3,2,12,4.0,4,12,0,0,5,3,3355
case_000160,mealy,deterministic,complete,high,tiny,simple,none,cyclic|dense|hub_and_spoke|layered,shallow,duplicate_transition,3,2,12,4.0,4,12,0,0,7,3,3372
case_000161,mealy,deterministic,complete,high,tiny,simple,none,cyclic|dense|hub_and_spoke|layered,shallow,duplicate_transition,3,2,12,4.0,4,12,0,0,6,3,3389
case_000162,mealy,deterministic,partial,high,tiny,simple,none,cyclic|dense|hub_and_spoke|layered,shallow,duplicate_transition,3,2,12,4.0,4,12,0,0,6,3,3406
case_000163,mealy,deterministic,complete,high,tiny,simple,none,cyclic|dense|hub_and_spoke|layered,shallow,duplicate_transition,3,2,12,4.0,4,12,0,0,4,3,3423
case_000164,mealy,deterministic,complete,high,tiny,simple,none,cyclic|dense|hub_and_spoke|layered,shallow,duplicate_transition,3,2,12,4.0,4,12,0,0,6,3,3440
case_000165,mealy,deterministic,complete,high,tiny,simple,none,cyclic|dense|hub_and_spoke|layered,shallow,duplicate_transition,3,2,12,4.0,4,12,0,0,7,3,3457
case_000166,mealy,deterministic,partial,high,tiny,simple,none,cyclic|dense|hub_and_spoke|layered,shallow,duplicate_transition,3,2,12,4.0,4,12,0,0,6,3,3474
case_000167,mealy,deterministic,complete,high,tiny,simple,none,cyclic|dense|hub_and_spoke|layered,shallow,duplicate_transition,3,2,12,4.0,4,12,0,0,6,3,3491
case_000168,mealy,deterministic,partial,high,tiny,simple,none,cyclic|dense|hub_and_spoke|layered,shallow,duplicate_transition,3,2,12,4.0,4,12,0,0,7,3,3508
case_000169,mealy,deterministic,complete,high,tiny,simple,none,cyclic|dense|hub_and_spoke|layered,shallow,duplicate_transition,3,2,12,4.0,4,12,0,0,8,3,3525
case_000170,mealy,deterministic,complete,high,tiny,simple,none,cyclic|dense|hub_and_spoke|layered,shallow,duplicate_transition,3,2,12,4.0,4,12,0,0,6,3,3542
case_000171,mealy,deterministic,partial,high,tiny,simple,none,cyclic|dense|hub_and_spoke|layered,shallow,duplicate_transition,3,2,12,4.0,4,12,0,0,5,3,3559
case_000172,mealy,deterministic,partial,high,tiny,simple,none,cyclic|dense|hub_and_spoke|layered,shallow,duplicate_transition,3,2,12,4.0,4,12,0,0,5,3,3576
