case_id,mutation_operator,changed_transition_id,localized,transition_count,rank_of_target,reciprocal_rank,top1_hit,top3_hit,top5_hit,top_ranked_transition
case_000033,missing_transition,t607_3,False,0,,0.0,False,False,False,
case_000034,missing_transition,t624_1,True,0,,0.0,False,False,False,
case_000035,missing_transition,t641_1,True,0,,0.0,False,False,False,
case_000036,missing_transition,t658_1,True,0,,0.0,False,False,False,
case_000037,missing_transition,t675_1,True,0,,0.0,False,False,False,
case_000038,missing_transition,t692_1,True,0,,0.0,False,False,False,
case_000039,missing_transition,t8628_1,True,0,,0.0,False,False,False,
case_000040,missing_transition,t726_1,True,0,,0.0,False,False,False,
case_000041,missing_transition,t743_2,True,1,,0.0,False,False,False,t743_1
case_000042,missing_transition,t760_1,True,0,,0.0,False,False,False,
case_000043,missing_transition,t777_1,True,0,,0.0,False,False,False,
case_000044,missing_transition,t794_1,True,0,,0.0,False,False,False,
case_000045,missing_transition,t811_1,True,0,,0.0,False,False,False,
case_000046,missing_transition,t828_1,True,0,,0.0,False,False,False,
case_000047,missing_transition,t845_1,True,0,,0.0,False,False,False,
case_000048,missing_transition,t862_4,True,2,,0.0,False,False,False,t862_3
case_000049,missing_transition,t879_1,True,0,,0.0,False,False,False,
case_000050,missing_transition,t896_1,True,0,,0.0,False,False,False,
case_000051,nondeterminism_intro,t1014_2,False,0,,0.0,False,False,False,
case_000052,nondeterminism_intro,t1031_1,False,0,,0.0,False,False,False,
case_000053,nondeterminism_intro,t1048_1,False,0,,0.0,False,False,False,
case_000054,nondeterminism_intro,t1065_4,False,0,,0.0,False,False,False,
case_000055,nondeterminism_intro,t1082_1,False,0,,0.0,False,False,False,
case_000056,nondeterminism_intro,t1099_1,False,0,,0.0,False,False,False,
case_000057,nondeterminism_intro,t1116_2,False,0,,0.0,False,False,False,
case_000058,nondeterminism_intro,t1133_1,False,0,,0.0,False,False,False,
case_000059,nondeterminism_intro,t1150_1,False,0,,0.0,False,False,False,
case_000060,nondeterminism_intro,t1167_1,False,0,,0.0,False,False,False,
case_000061,nondeterminism_intro,t1184_4,False,0,,0.0,False,False,False,
case_000062,nondeterminism_intro,t1201_1,False,0,,0.0,False,False,False,
case_000063,nondeterminism_intro,t1218_4,False,0,,0.0,False,False,False,
case_000064,nondeterminism_intro,t1235_2,False,0,,0.0,False,False,False,
case_000065,nondeterminism_intro,t1252_1,False,0,,0.0,False,False,False,
case_000066,nondeterminism_intro,t1269_2,False,0,,0.0,False,False,False,
case_000067,nondeterminism_intro,t1286_1,False,0,,0.0,False,False,False,
case_000068,nondeterminism_intro,t1303_1,False,0,,0.0,False,False,False,
case_000069,nondeterminism_intro,t1320_1,False,0,,0.0,False,False,False,
case_000070,nondeterminism_intro,t1337_2,False,0,,0.0,False,False,False,
case_000071,nondeterminism_intro,t1354_2,False,0,,0.0,False,False,False,
case_000072,nondeterminism_intro,t9290_1,False,0,,0.0,False,False,False,
case_000073,nondeterminism_intro,t1388_2,False,0,,0.0,False,False,False,
case_000074,nondeterminism_intro,t1405_1,False,0,,0.0,False,False,False,
case_000075,nondeterminism_intro,t1422_1,False,0,,0.0,False,False,False,
case_000076,nondeterminism_intro,t1439_2,False,0,,0.0,False,False,False,
case_000077,nondeterminism_intro,t1456_1,False,0,,0.0,False,False,False,
case_000078,nondeterminism_intro,t1473_1,False,0,,0.0,False,False,False,
case_000079,nondeterminism_intro,t1490_2,False,0,,0.0,False,False,False,
case_000080,nondeterminism_intro,t1507_1,False,0,,0.0,False,False,False,
case_000081,nondeterminism_intro,t1524_1,False,0,,0.0,False,False,False,
case_000082,nondeterminism_intro,t1541_1,False,0,,0.0,False,False,False,
case_000083,nondeterminism_intro,t1558_1,False,0,,0.0,False,False,False,
case_000084,nondeterminism_intro,t1575_1,False,0,,0.0,False,False,False,
case_000085,nondeterminism_intro,t1592_1,False,0,,0.0,False,False,False,
case_000086,nondeterminism_intro,t1609_1,False,0,,0.0,False,False,False,
case_000087,nondeterminism_intro,t1626_1,False,0,,0.0,False,False,False,
case_000088,nondeterminism_intro,t1643_1,False,0,,0.0,False,False,False,
case_000089,nondeterminism_intro,t1660_1,False,0,,0.0,False,False,False,
case_000090,nondeterminism_intro,t1677_2,False,0,,0.0,False,False,False,
case_000091,nondeterminism_intro,t1694_3,False,0,,0.0,False,False,False,
case_000092,nondeterminism_intro,t1711_1,False,0,,0.0,False,False,False,
case_000093,nondeterminism_intro,t1728_1,False,0,,0.0,False,False,False,
case_000094,nondeterminism_intro,t1745_1,False,0,,0.0,False,False,False,
case_000095,nondeterminism_intro,t1762_1,False,0,,0.0,False,False,False,
case_000096,nondeterminism_intro,t1779_1,False,0,,0.0,False,False,False,
case_000097,nondeterminism_intro,t1796_1,False,0,,0.0,False,False,False,
case_000098,nondeterminism_intro,t1813_1,False,0,,0.0,False,False,False,
case_000099,nondeterminism_intro,t1830_1,False,0,,0.0,False,False,False,
case_000100,nondeterminism_intro,t1847_1,False,0,,0.0,False,False,False,
case_000101,wrong_source,t1965_hub_1,True,0,,0.0,False,False,False,
case_000102,wrong_source,t1982_hub_2,True,0,,0.0,False,False,False,
case_000103,wrong_source,t1999_hub_2,True,0,,0.0,False,False,False,
case_000104,wrong_source,t2016_hub_1,True,0,,0.0,False,False,False,
case_000105,wrong_source,t2033_hub_1,True,0,,0.0,False,False,False,
case_000106,wrong_source,t2050_hub_1,True,0,,0.0,False,False,False,
case_000107,wrong_source,t2067_hub_2,True,0,,0.0,False,False,False,
case_000108,wrong_source,t2084_hub_1,True,0,,0.0,False,False,False,
case_000109,wrong_source,t2101_hub_1,True,0,,0.0,False,False,False,
case_000110,wrong_source,t2118_hub_1,True,0,,0.0,False,False,False,
case_000111,wrong_source,t2135_hub_2,True,0,,0.0,False,False,False,
case_000112,wrong_source,t2152_hub_1,True,0,,0.0,False,False,False,
case_000113,wrong_source,t2169_hub_1,True,0,,0.0,False,False,False,
case_000114,wrong_source,t2186_hub_2,True,0,,0.0,False,False,False,
case_000115,wrong_source,t2203_hub_1,True,0,,0.0,False,False,False,
case_000116,wrong_source,t2220_hub_1,True,0,,0.0,False,False,False,
case_000117,wrong_source,t2237_hub_2,True,0,,0.0,False,False,False,
case_000118,wrong_source,t2254_hub_2,True,0,,0.0,False,False,False,
case_000119,wrong_source,t2271_hub_1,True,0,,0.0,False,False,False,
case_000120,wrong_source,t2288_hub_1,True,0,,0.0,False,False,False,
case_000121,wrong_source,t2305_hub_2,True,0,,0.0,False,False,False,
case_000122,wrong_source,t2322_hub_2,True,0,,0.0,False,False,False,
case_000123,wrong_source,t2339_hub_2,True,0,,0.0,False,False,False,
case_000124,wrong_source,t2356_hub_1,True,0,,0.0,False,False,False,
case_000125,wrong_source,t2373_hub_1,True,0,,0.0,False,False,False,
case_000126,wrong_source,t2390_hub_1,True,0,,0.0,False,False,False,
case_000127,wrong_source,t2407_hub_1,True,0,,0.0,False,False,False,
case_000128,wrong_source,t2424_hub_1,True,0,,0.0,False,False,False,
case_000129,wrong_source,t2441_hub_1,True,0,,0.0,False,False,False,
case_000130,wrong_source,t2458_hub_2,True,0,,0.0,False,False,False,
case_000131,wrong_source,t2475_hub_2,True,0,,0.0,False,False,False,
case_000132,wrong_source,t2492_hub_1,True,0,,0.0,False,False,False,
case_000133,wrong_source,t2509_hub_1,True,0,,0.0,False,False,False,
case_000134,wrong_source,t2526_hub_2,True,0,,0.0,False,False,False,
case_000135,wrong_source,t2543_hub_2,True,0,,0.0,False,False,False,
case_000136,wrong_source,t2560_hub_1,True,0,,0.0,False,False,False,
case_000137,wrong_source,t2577_hub_1,True,0,,0.0,False,False,False,
case_000138,wrong_source,t2594_hub_1,True,0,,0.0,False,False,False,
case_000139,wrong_source,t2611_hub_1,True,0,,0.0,False,False,False,
case_000140,wrong_source,t2628_hub_1,True,0,,0.0,False,False,False,
case_000141,wrong_source,t2645_hub_2,True,0,,0.0,False,False,False,
case_000142,wrong_source,t2662_hub_2,True,0,,0.0,False,False,False,
case_000143,wrong_source,t2679_hub_1,True,0,,0.0,False,False,False,
case_000144,wrong_source,t2696_hub_1,True,0,,0.0,False,False,False,
case_000145,wrong_source,t2713_hub_1,True,0,,0.0,False,False,False,
case_000146,wrong_source,t2730_hub_2,True,0,,0.0,False,False,False,
case_000147,wrong_source,t2747_hub_2,True,0,,0.0,False,False,False,
case_000148,wrong_source,t2764_hub_1,True,0,,0.0,False,False,False,
case_000149,wrong_source,t2781_hub_1,True,0,,0.0,False,False,False,
case_000150,wrong_source,t2798_hub_2,True,0,,0.0,False,False,False,
case_000151,wrong_event,t2916_1,True,1,1,1.0,True,True,True,t2916_1
case_000152,wrong_event,t2933_1,True,1,1,1.0,True,True,True,t2933_1
case_000153,wrong_event,t2950_1,True,1,1,1.0,True,True,True,t2950_1
case_000154,wrong_event,t2967_1,True,1,1,1.0,True,True,True,t2967_1
case_000155,wrong_event,t2984_1,True,1,1,1.0,True,True,True,t2984_1
case_000156,wrong_event,t3001_1,True,1,1,1.0,True,True,True,t3001_1
case_000157,wrong_event,t3018_1,True,1,1,1.0,True,True,True,t3018_1
case_000158,wrong_event,t10954_1,True,1,1,1.0,True,True,True,t10954_1
case_000159,wrong_event,t3052_1,True,1,1,1.0,True,True,True,t3052_1
case_000160,wrong_event,t3069_1,True,1,1,1.0,True,True,True,t3069_1
case_000161,wrong_event,t3086_1,True,1,1,1.0,True,True,True,t3086_1
case_000162,wrong_event,t3103_1,True,1,1,1.0,True,True,True,t3103_1
case_000163,wrong_event,t3120_2,True,2,2,0.5,False,True,True,t3120_1
case_000164,wrong_event,t3137_1,True,2,1,1.0,True,True,True,t3137_1
case_000165,wrong_event,t3154_1,True,1,1,1.0,True,True,True,t3154_1
case_000166,wrong_event,t3171_1,True,1,1,1.0,True,True,True,t3171_1
case_000167,wrong_event,t3188_1,True,1,1,1.0,True,True,True,t3188_1
case_000168,wrong_event,t3205_1,True,1,1,1.0,True,True,True,t3205_1
case_000169,wrong_event,t3222_1,True,1,1,1.0,True,True,True,t3222_1
case_000170,wrong_event,t11158_1,True,2,1,1.0,True,True,True,t11158_1
case_000171,wrong_event,t3256_1,True,1,1,1.0,True,True,True,t3256_1
case_000172,wrong_event,t3273_1,True,1,1,1.0,True,True,True,t3273_1
case_000173,wrong_event,t3290_1,True,1,1,1.0,True,True,True,t3290_1
case_000174,wrong_event,t3307_1,True,1,1,1.0,True,True,True,t3307_1
case_000175,wrong_event,t3324_2,True,2,2,0.5,False,True,True,t3324_1
case_000176,wrong_event,t3341_3,True,3,2,0.5,False,True,True,t3341_1
case_000177,wrong_event,t3358_1,True,2,1,1.0,True,True,True,t3358_1
case_000178,wrong_event,t3375_1,True,1,1,1.0,True,True,True,t3375_1
case_000179,wrong_event,t3392_1,True,1,1,1.0,True,True,True,t3392_1
case_000180,wrong_event,t3409_1,True,1,1,1.0,True,True,True,t3409_1
case_000181,wrong_event,t3426_1,True,1,1,1.0,True,True,True,t3426_1
case_000182,wrong_event,t3443_1,True,2,1,1.0,True,True,True,t3443_1
case_000183,wrong_event,t3460_1,True,1,1,1.0,True,True,True,t3460_1
case_000184,wrong_event,t3477_4,True,3,3,0.333333,False,True,True,t3477_2
case_000185,wrong_event,t11413_1,True,1,1,1.0,True,True,True,t11413_1
case_000186,wrong_event,t3511_1,True,1,1,1.0,True,True,True,t3511_1
case_000187,wrong_event,t3528_1,True,3,1,1.0,True,True,True,t3528_1
case_000188,wrong_event,t3545_1,True,1,1,1.0,True,True,True,t3545_1
case_000189,wrong_event,t3562_1,True,2,1,1.0,True,True,True,t3562_1
case_000190,wrong_event,t3579_2,True,2,2,0.5,False,True,True,t3579_1
case_000191,wrong_event,t3596_1,True,1,1,1.0,True,True,True,t3596_1
case_000192,wrong_event,t3613_1,True,1,1,1.0,True,True,True,t3613_1
case_000193,wrong_event,t3630_2,True,2,2,0.5,False,True,True,t3630_1
case_000194,wrong_event,t3647_1,True,1,1,1.0,True,True,True,t3647_1
case_000195,wrong_event,t3664_4,True,3,3,0.333333,False,True,True,t3664_3
case_000196,wrong_event,t3681_1,True,1,1,1.0,True,True,True,t3681_1
case_000197,wrong_event,t3698_2,True,3,2,0.5,False,True,True,t3698_1
case_000198,wrong_event,t3715_1,True,2,1,1.0,True,True,True,t3715_1
case_000199,wrong_event,t3732_2,True,2,2,0.5,False,True,True,t3732_1
case_000200,wrong_event,t3749_1,True,1,1,1.0,True,True,True,t3749_1
case_000201,action_corruption,t3867_1,False,0,,0.0,False,False,False,
case_000202,action_corruption,t3884_1,False,0,,0.0,False,False,False,
case_000203,action_corruption,t3901_1,False,0,,0.0,False,False,False,
case_000204,action_corruption,t3918_3,False,0,,0.0,False,False,False,
case_000205,action_corruption,t3935_3,False,0,,0.0,False,False,False,
case_000206,action_corruption,t3952_3,False,0,,0.0,False,False,False,
case_000207,action_corruption,t3969_3,False,0,,0.0,False,False,False,
case_000208,action_corruption,t3986_2,False,0,,0.0,False,False,False,
case_000209,action_corruption,t4003_1,False,0,,0.0,False,False,False,
case_000210,action_corruption,t4020_3,False,0,,0.0,False,False,False,
case_000211,action_corruption,t4037_4,False,0,,0.0,False,False,False,
case_000212,action_corruption,t4054_4,False,0,,0.0,False,False,False,
case_000213,action_corruption,t4071_4,False,0,,0.0,False,False,False,
case_000214,action_corruption,t4088_2,False,0,,0.0,False,False,False,
case_000215,action_corruption,t4105_2,False,0,,0.0,False,False,False,
case_000216,action_corruption,t4122_3,False,0,,0.0,False,False,False,
case_000217,action_corruption,t4139_4,False,0,,0.0,False,False,False,
case_000218,action_corruption,t4156_3,False,0,,0.0,False,False,False,
case_000219,action_corruption,t4173_1,False,0,,0.0,False,False,False,
case_000220,action_corruption,t4190_4,False,0,,0.0,False,False,False,
case_000221,action_corruption,t4207_1,False,0,,0.0,False,False,False,
case_000222,action_corruption,t4224_3,False,0,,0.0,False,False,False,
case_000223,action_corruption,t4241_4,False,0,,0.0,False,False,False,
case_000224,action_corruption,t4258_2,False,0,,0.0,False,False,False,
case_000225,action_corruption,t4275_2,False,0,,0.0,False,False,False,
case_000226,action_corruption,t4292_2,False,0,,0.0,False,False,False,
case_000227,action_corruption,t4309_2,False,0,,0.0,False,False,False,
case_000228,action_corruption,t4326_1,False,0,,0.0,False,False,False,
case_000229,action_corruption,t4343_2,False,0,,0.0,False,False,False,
case_000230,action_corruption,t4360_4,False,0,,0.0,False,False,False,
case_000231,action_corruption,t4377_4,False,0,,0.0,False,False,False,
case_000232,action_corruption,t4394_2,False,0,,0.0,False,False,False,
case_000233,action_corruption,t4411_2,False,0,,0.0,False,False,False,
case_000234,action_corruption,t4428_3,False,0,,0.0,False,False,False,
case_000235,action_corruption,t4445_1,False,0,,0.0,False,False,False,
case_000236,action_corruption,t4462_1,False,0,,0.0,False,False,False,
case_000237,action_corruption,t4479_1,False,0,,0.0,False,False,False,
case_000238,action_corruption,t4496_1,False,0,,0.0,False,False,False,
case_000239,action_corruption,t4513_1,False,0,,0.0,False,False,False,
case_000240,action_corruption,t4530_1,False,0,,0.0,False,False,False,
case_000241,action_corruption,t4547_2,False,0,,0.0,False,False,False,
case_000242,action_corruption,t4564_2,False,0,,0.0,False,False,False,
case_000243,action_corruption,t4581_1,False,0,,0.0,False,False,False,
case_000244,action_corruption,t4598_4,False,0,,0.0,False,False,False,
case_000245,action_corruption,t4615_2,False,0,,0.0,False,False,False,
case_000246,action_corruption,t4632_3,False,0,,0.0,False,False,False,
case_000247,action_corruption,t4649_1,False,0,,0.0,False,False,False,
case_000248,action_corruption,t4666_4,False,0,,0.0,False,False,False,
case_000249,action_corruption,t4683_2,False,0,,0.0,False,False,False,
case_000250,action_corruption,t4700_3,False,0,,0.0,False,False,False,
case_000251,guard_flip,t4818_2,True,3,2,0.5,False,True,True,t4818_1
case_000252,guard_flip,t4835_5,True,5,5,0.2,False,False,True,t4835_2
case_000253,guard_flip,t4852_2,True,1,1,1.0,True,True,True,t4852_2
case_000254,guard_flip,t4869_2,True,1,1,1.0,True,True,True,t4869_2
case_000255,guard_flip,t4886_4,True,5,4,0.25,False,False,True,t4886_1
case_000256,guard_flip,t4903_5,True,5,5,0.2,False,False,True,t4903_2
case_000257,guard_flip,t4920_2,True,1,1,1.0,True,True,True,t4920_2
case_000258,guard_flip,t4937_2,True,1,1,1.0,True,True,True,t4937_2
case_000259,guard_flip,t4954_1,True,3,1,1.0,True,True,True,t4954_1
case_000260,guard_flip,t4971_1,True,3,1,1.0,True,True,True,t4971_1
case_000261,guard_flip,t4988_2,True,3,2,0.5,False,True,True,t4988_1
case_000262,guard_flip,t5005_2,True,1,1,1.0,True,True,True,t5005_2
case_000263,guard_flip,t5022_6,True,5,5,0.2,False,False,True,t5022_2
case_000264,guard_flip,t5039_2,True,1,1,1.0,True,True,True,t5039_2
case_000265,guard_flip,t5056_2,True,3,2,0.5,False,True,True,t5056_1
case_000266,guard_flip,t5073_2,True,1,1,1.0,True,True,True,t5073_2
case_000267,guard_flip,t5090_6,True,5,5,0.2,False,False,True,t5090_2
case_000268,guard_flip,t5107_1,True,3,1,1.0,True,True,True,t5107_1
case_000269,guard_flip,t5124_2,True,1,1,1.0,True,True,True,t5124_2
case_000270,guard_flip,t5141_6,True,5,5,0.2,False,False,True,t5141_2
case_000271,guard_flip,t5158_1,True,5,1,1.0,True,True,True,t5158_1
case_000272,guard_flip,t5175_2,True,1,1,1.0,True,True,True,t5175_2
case_000273,guard_flip,t5192_1,True,5,1,1.0,True,True,True,t5192_1
case_000274,guard_flip,t5209_1,True,5,1,1.0,True,True,True,t5209_1
case_000275,guard_flip,t5226_6,True,5,5,0.2,False,False,True,t5226_2
case_000276,guard_flip,t5243_2,True,3,2,0.5,False,True,True,t5243_1
case_000277,guard_flip,t5260_2,True,5,2,0.5,False,True,True,t5260_1
case_000278,guard_flip,t5277_4,True,3,3,0.333333,False,True,True,t5277_1
case_000279,guard_flip,t5294_2,True,1,1,1.0,True,True,True,t5294_2
case_000280,guard_flip,t5311_1,True,5,1,1.0,True,True,True,t5311_1
case_000281,guard_flip,t5328_3,True,5,3,0.333333,False,True,True,t5328_1
case_000282,guard_flip,t5345_4,True,3,3,0.333333,False,True,True,t5345_1
case_000283,guard_flip,t5362_2,True,1,1,1.0,True,True,True,t5362_2
case_000284,guard_flip,t5379_4,True,5,4,0.25,False,False,True,t5379_1
case_000285,guard_flip,t5396_2,True,3,2,0.5,False,True,True,t5396_1
case_000286,guard_flip,t5413_2,True,1,1,1.0,True,True,True,t5413_2
case_000287,guard_flip,t5430_3,True,5,3,0.333333,False,True,True,t5430_1
case_000288,guard_flip,t5447_2,True,1,1,1.0,True,True,True,t5447_2
case_000289,guard_flip,t5464_2,True,1,1,1.0,True,True,True,t5464_2
case_000290,guard_flip,t5481_4,True,3,3,0.333333,False,True,True,t5481_1
case_000291,guard_flip,t5498_2,True,5,2,0.5,False,True,True,t5498_1
case_000292,guard_flip,t5515_2,True,1,1,1.0,True,True,True,t5515_2
case_000293,guard_flip,t5532_2,True,1,1,1.0,True,True,True,t5532_2
case_000294,guard_flip,t5549_5,True,5,5,0.2,False,False,True,t5549_3
case_000295,guard_flip,t5566_4,True,5,4,0.25,False,False,True,t5566_1
case_000296,guard_flip,t5583_2,True,1,1,1.0,True,True,True,t5583_2
case_000297,guard_flip,t5600_3,True,5,3,0.333333,False,True,True,t5600_1
case_000298,guard_flip,t5617_2,True,1,1,1.0,True,True,True,t5617_2
case_000299,guard_flip,t5634_2,True,1,1,1.0,True,True,True,t5634_2
case_000300,guard_flip,t5651_2,True,3,2,0.5,False,True,True,t5651_1
case_000301,duplicate_transition,t5769_10,False,0,,0.0,False,False,False,
case_000302,duplicate_transition,t5786_12,False,0,,0.0,False,False,False,
case_000303,duplicate_transition,t5803_3,False,0,,0.0,False,False,False,
case_000304,duplicate_transition,t5820_6,False,0,,0.0,False,False,False,
case_000305,duplicate_transition,t5837_7,False,0,,0.0,False,False,False,
case_000306,duplicate_transition,t5854_8,False,0,,0.0,False,False,False,
case_000307,duplicate_transition,t5871_3,False,0,,0.0,False,False,False,
case_000308,duplicate_transition,t5888_12,False,0,,0.0,False,False,False,
case_000309,duplicate_transition,t5905_12,False,0,,0.0,False,False,False,
case_000310,duplicate_transition,t5922_8,False,0,,0.0,False,False,False,
case_000311,duplicate_transition,t5939_12,False,0,,0.0,False,False,False,
case_000312,duplicate_transition,t5956_7,False,0,,0.0,False,False,False,
case_000313,duplicate_transition,t5973_8,False,0,,0.0,False,False,False,
case_000314,duplicate_transition,t5990_1,False,0,,0.0,False,False,False,
case_000315,duplicate_transition,t6007_9,False,0,,0.0,False,False,False,
case_000316,duplicate_transition,t6024_10,False,0,,0.0,False,False,False,
case_000317,duplicate_transition,t6041_6,False,0,,0.0,False,False,False,
case_000318,duplicate_transition,t6058_11,False,0,,0.0,False,False,False,
case_000319,duplicate_transition,t6075_1,False,0,,0.0,False,False,False,
case_000320,duplicate_transition,t6092_8,False,0,,0.0,False,False,False,
case_000321,duplicate_transition,t6109_7,False,0,,0.0,False,False,False,
case_000322,duplicate_transition,t6126_5,False,0,,0.0,False,False,False,
case_000323,duplicate_transition,t6143_3,False,0,,0.0,False,False,False,
case_000324,duplicate_transition,t6160_4,False,0,,0.0,False,False,False,
case_000325,duplicate_transition,t6177_3,False,0,,0.0,False,False,False,
case_000326,duplicate_transition,t6194_9,False,0,,0.0,False,False,False,
case_000327,duplicate_transition,t6211_10,False,0,,0.0,False,False,False,
case_000328,duplicate_transition,t6228_12,False,0,,0.0,False,False,False,
case_000329,duplicate_transition,t6245_10,False,0,,0.0,False,False,False,
case_000330,duplicate_transition,t6262_10,False,0,,0.0,False,False,False,
case_000331,duplicate_transition,t6279_4,False,0,,0.0,False,False,False,
case_000332,duplicate_transition,t6296_7,False,0,,0.0,False,False,False,
case_000333,duplicate_transition,t6313_8,False,0,,0.0,False,False,False,
case_000334,duplicate_transition,t6330_1,False,0,,0.0,False,False,False,
case_000335,duplicate_transition,t6347_7,False,0,,0.0,False,False,False,
case_000336,duplicate_transition,t6364_7,False,0,,0.0,False,False,False,
case_000337,duplicate_transition,t6381_3,False,0,,0.0,False,False,False,
case_000338,duplicate_transition,t6398_11,False,0,,0.0,False,False,False,
case_000339,duplicate_transition,t6415_10,False,0,,0.0,False,False,False,
case_000340,duplicate_transition,t6432_11,False,0,,0.0,False,False,False,
case_000341,duplicate_transition,t6449_5,False,0,,0.0,False,False,False,
case_000342,duplicate_transition,t6466_10,False,0,,0.0,False,False,False,
case_000343,duplicate_transition,t6483_2,False,0,,0.0,False,False,False,
case_000344,duplicate_transition,t6500_6,False,0,,0.0,False,False,False,
case_000345,duplicate_transition,t6517_2,False,0,,0.0,False,False,False,
case_000346,duplicate_transition,t6534_12,False,0,,0.0,False,False,False,
case_000347,duplicate_transition,t6551_9,False,0,,0.0,False,False,False,
case_000348,duplicate_transition,t6568_9,False,0,,0.0,False,False,False,
case_000349,duplicate_transition,t6585_8,False,0,,0.0,False,False,False,
case_000350,duplicate_transition,t6602_7,False,0,,0.0,False,False,False,
case_000351,wrong_target,t6720_7,True,7,1,1.0,True,True,True,t6720_7
case_000352,wrong_target,t6737_4,True,8,1,1.0,True,True,True,t6737_4
case_000353,wrong_target,t6754_1,True,5,1,1.0,True,True,True,t6754_1
case_000354,wrong_target,t6771_1,True,4,1,1.0,True,True,True,t6771_1
case_000355,wrong_target,t6788_2,True,8,1,1.0,True,True,True,t6788_2
case_000356,wrong_target,t6805_1,True,8,1,1.0,True,True,True,t6805_1
case_000357,wrong_target,t6822_2,True,6,1,1.0,True,True,True,t6822_2
case_000358,wrong_target,t6839_3,True,8,1,1.0,True,True,True,t6839_3
case_000359,wrong_target,t6856_7,True,7,1,1.0,True,True,True,t6856_7
case_000360,wrong_target,t6873_7,True,8,1,1.0,True,True,True,t6873_7
case_000361,wrong_target,t6890_3,True,6,1,1.0,True,True,True,t6890_3
case_000362,wrong_target,t6907_7,True,7,1,1.0,True,True,True,t6907_7
case_000363,wrong_target,t6924_3,True,6,1,1.0,True,True,True,t6924_3
case_000364,wrong_target,t6941_6,True,9,1,1.0,True,True,True,t6941_6
case_000365,wrong_target,t6958_4,True,6,1,1.0,True,True,True,t6958_4
case_000366,wrong_target,t6975_1,True,4,1,1.0,True,True,True,t6975_1
case_000367,wrong_target,t6992_6,True,7,1,1.0,True,True,True,t6992_6
case_000368,wrong_target,t7009_4,True,7,1,1.0,True,True,True,t7009_4
case_000369,wrong_target,t7026_2,True,8,1,1.0,True,True,True,t7026_2
case_000370,wrong_target,t7043_4,True,7,1,1.0,True,True,True,t7043_4
case_000371,wrong_target,t7060_3,True,6,1,1.0,True,True,True,t7060_3
case_000372,wrong_target,t7077_8,True,8,1,1.0,True,True,True,t7077_8
case_000373,wrong_target,t7094_5,True,7,1,1.0,True,True,True,t7094_5
case_000374,wrong_target,t7111_2,True,6,1,1.0,True,True,True,t7111_2
case_000375,wrong_target,t7128_2,True,8,1,1.0,True,True,True,t7128_2
case_000376,wrong_target,t7145_1,True,7,1,1.0,True,True,True,t7145_1
case_000377,wrong_target,t7162_1,True,7,1,1.0,True,True,True,t7162_1
case_000378,wrong_target,t7179_6,True,6,1,1.0,True,True,True,t7179_6
case_000379,wrong_target,t7196_6,True,9,1,1.0,True,True,True,t7196_6
case_000380,wrong_target,t7213_7,True,8,1,1.0,True,True,True,t7213_7
case_000381,wrong_target,t7230_7,True,8,1,1.0,True,True,True,t7230_7
case_000382,wrong_target,t7247_3,True,6,1,1.0,True,True,True,t7247_3
