case_id,mutation_operator,operator_family,reference_bpr_s0,faulty_bpr_s0,bpr_delta_s0,detected_s0,saturated_s0,reference_bpr_s1,faulty_bpr_s1,bpr_delta_s1,detected_s1,saturated_s1,partition_change,saturation_change,detection_gain,detection_loss
case_000023,missing_transition,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000024,missing_transition,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000025,missing_transition,routing,1.0,0.666667,0.333333,True,False,1.0,0.666667,0.333333,True,False,False,False,False,False
case_000026,missing_transition,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000027,missing_transition,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000028,missing_transition,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000029,missing_transition,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000030,missing_transition,routing,1.0,0.666667,0.333333,True,False,1.0,0.666667,0.333333,True,False,False,False,False,False
case_000031,missing_transition,routing,1.0,0.25,0.75,True,False,1.0,0.25,0.75,True,False,False,False,False,False
case_000032,missing_transition,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000033,missing_transition,routing,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000034,missing_transition,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000035,missing_transition,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000036,missing_transition,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000037,missing_transition,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000038,missing_transition,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000039,missing_transition,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000040,missing_transition,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000041,missing_transition,routing,1.0,0.25,0.75,True,False,1.0,0.25,0.75,True,False,False,False,False,False
case_000042,missing_transition,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000043,missing_transition,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000044,missing_transition,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000045,missing_transition,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000046,missing_transition,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000047,missing_transition,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000048,missing_transition,routing,1.0,0.833333,0.166667,True,False,1.0,0.833333,0.166667,True,False,False,False,False,False
case_000049,missing_transition,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000050,missing_transition,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000051,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000052,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000053,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000054,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000055,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000056,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000057,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000058,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000059,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000060,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000061,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000062,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000063,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000064,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000065,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000066,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000067,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000068,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000069,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000070,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000071,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000072,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000073,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000074,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000075,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000076,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000077,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000078,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000079,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000080,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000081,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000082,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000083,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000084,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000085,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000086,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000087,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000088,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000089,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000090,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000091,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000092,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000093,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000094,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000095,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000096,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000097,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000098,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000099,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000100,nondeterminism_intro,nondeterminism,1.0,1.0,0.0,False,True,1.0,1.0,0.0,False,True,False,False,False,False
case_000101,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000102,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000103,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000104,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000105,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000106,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000107,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000108,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000109,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000110,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000111,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000112,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000113,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000114,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000115,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000116,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000117,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000118,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000119,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000120,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000121,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000122,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000123,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000124,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000125,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000126,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000127,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000128,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000129,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000130,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000131,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000132,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000133,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000134,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000135,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000136,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000137,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000138,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000139,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000140,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000141,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000142,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000143,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000144,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000145,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000146,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000147,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000148,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000149,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000150,wrong_source,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000151,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000152,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000153,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000154,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000155,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000156,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000157,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000158,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000159,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000160,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000161,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000162,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000163,wrong_event,routing,1.0,0.666667,0.333333,True,False,1.0,0.666667,0.333333,True,False,False,False,False,False
case_000164,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000165,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000166,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000167,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000168,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000169,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000170,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000171,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000172,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000173,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000174,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000175,wrong_event,routing,1.0,0.666667,0.333333,True,False,1.0,0.666667,0.333333,True,False,False,False,False,False
case_000176,wrong_event,routing,1.0,0.5,0.5,True,False,1.0,0.5,0.5,True,False,False,False,False,False
case_000177,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000178,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000179,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000180,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000181,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000182,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000183,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000184,wrong_event,routing,1.0,0.75,0.25,True,False,1.0,0.75,0.25,True,False,False,False,False,False
case_000185,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000186,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000187,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000188,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000189,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000190,wrong_event,routing,1.0,0.666667,0.333333,True,False,1.0,0.666667,0.333333,True,False,False,False,False,False
case_000191,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000192,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000193,wrong_event,routing,1.0,0.666667,0.333333,True,False,1.0,0.666667,0.333333,True,False,False,False,False,False
case_000194,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000195,wrong_event,routing,1.0,0.833333,0.166667,True,False,1.0,0.833333,0.166667,True,False,False,False,False,False
case_000196,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000197,wrong_event,routing,1.0,0.25,0.75,True,False,1.0,0.25,0.75,True,False,False,False,False,False
case_000198,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000199,wrong_event,routing,1.0,0.666667,0.333333,True,False,1.0,0.666667,0.333333,True,False,False,False,False,False
case_000200,wrong_event,routing,1.0,0.0,1.0,True,False,1.0,0.0,1.0,True,False,False,False,False,False
case_000201,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.5,0.5,True,False,True,True,True,False
case_000202,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.0,1.0,True,False,True,True,True,False
case_000203,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.0,1.0,True,False,True,True,True,False
case_000204,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.833333,0.166667,True,False,True,True,True,False
case_000205,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.833333,0.166667,True,False,True,True,True,False
case_000206,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.833333,0.166667,True,False,True,True,True,False
case_000207,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.833333,0.166667,True,False,True,True,True,False
case_000208,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.5,0.5,True,False,True,True,True,False
case_000209,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.5,0.5,True,False,True,True,True,False
case_000210,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.833333,0.166667,True,False,True,True,True,False
case_000211,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.833333,0.166667,True,False,True,True,True,False
case_000212,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.833333,0.166667,True,False,True,True,True,False
case_000213,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.833333,0.166667,True,False,True,True,True,False
case_000214,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.5,0.5,True,False,True,True,True,False
case_000215,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.5,0.5,True,False,True,True,True,False
case_000216,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.833333,0.166667,True,False,True,True,True,False
case_000217,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.833333,0.166667,True,False,True,True,True,False
case_000218,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.833333,0.166667,True,False,True,True,True,False
case_000219,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.5,0.5,True,False,True,True,True,False
case_000220,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.833333,0.166667,True,False,True,True,True,False
case_000221,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.5,0.5,True,False,True,True,True,False
case_000222,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.833333,0.166667,True,False,True,True,True,False
case_000223,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.833333,0.166667,True,False,True,True,True,False
case_000224,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.5,0.5,True,False,True,True,True,False
case_000225,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.5,0.5,True,False,True,True,True,False
case_000226,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.5,0.5,True,False,True,True,True,False
case_000227,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.5,0.5,True,False,True,True,True,False
case_000228,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.5,0.5,True,False,True,True,True,False
case_000229,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.5,0.5,True,False,True,True,True,False
case_000230,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.833333,0.166667,True,False,True,True,True,False
case_000231,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.833333,0.166667,True,False,True,True,True,False
case_000232,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.5,0.5,True,False,True,True,True,False
case_000233,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.5,0.5,True,False,True,True,True,False
case_000234,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.833333,0.166667,True,False,True,True,True,False
case_000235,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.0,1.0,True,False,True,True,True,False
case_000236,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.0,1.0,True,False,True,True,True,False
case_000237,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.5,0.5,True,False,True,True,True,False
case_000238,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.0,1.0,True,False,True,True,True,False
case_000239,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.0,1.0,True,False,True,True,True,False
case_000240,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.5,0.5,True,False,True,True,True,False
case_000241,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.5,0.5,True,False,True,True,True,False
case_000242,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.5,0.5,True,False,True,True,True,False
case_000243,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.0,1.0,True,False,True,True,True,False
case_000244,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.833333,0.166667,True,False,True,True,True,False
case_000245,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.5,0.5,True,False,True,True,True,False
case_000246,action_corruption,action,1.0,1.0,0.0,False,True,1.0,0.833333,0.166667,True,False,True,True,True,False
