case_id,source_case_id,mutation_operator,is_negative_control,reference_bpr,faulty_bpr,bpr_delta,tool_id,initial_bpr,final_bpr,delta_bpr,patch_applied,false_repair,regression,complete_repair,effective_repair,spurious_repair_improvement,localization_applicable,localization_skipped
nc_000004,case_000043,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000005,case_000049,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000005,case_000049,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000005,case_000049,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000005,case_000049,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000006,case_000056,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000006,case_000056,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000006,case_000056,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000006,case_000056,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000007,case_000080,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000007,case_000080,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000007,case_000080,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000007,case_000080,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000008,case_000084,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000008,case_000084,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000008,case_000084,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000008,case_000084,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000009,case_000107,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000009,case_000107,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000009,case_000107,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000009,case_000107,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000010,case_000109,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000010,case_000109,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000010,case_000109,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000010,case_000109,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000011,case_000115,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000011,case_000115,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000011,case_000115,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000011,case_000115,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000012,case_000123,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000012,case_000123,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000012,case_000123,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000012,case_000123,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000013,case_000127,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000013,case_000127,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000013,case_000127,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000013,case_000127,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000014,case_000134,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000014,case_000134,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000014,case_000134,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000014,case_000134,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000015,case_000148,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000015,case_000148,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000015,case_000148,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000015,case_000148,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000016,case_000173,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000016,case_000173,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000016,case_000173,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000016,case_000173,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000017,case_000179,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000017,case_000179,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000017,case_000179,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000017,case_000179,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000018,case_000181,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000018,case_000181,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000018,case_000181,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000018,case_000181,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000019,case_000201,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000019,case_000201,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000019,case_000201,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000019,case_000201,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000020,case_000216,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000020,case_000216,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000020,case_000216,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000020,case_000216,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000021,case_000218,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000021,case_000218,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000021,case_000218,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000021,case_000218,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000022,case_000257,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000022,case_000257,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000022,case_000257,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000022,case_000257,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000023,case_000267,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000023,case_000267,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000023,case_000267,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000023,case_000267,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000024,case_000283,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000024,case_000283,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000024,case_000283,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000024,case_000283,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000025,case_000295,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000025,case_000295,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000025,case_000295,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000025,case_000295,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000026,case_000309,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000026,case_000309,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000026,case_000309,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000026,case_000309,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000027,case_000317,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000027,case_000317,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000027,case_000317,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000027,case_000317,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000028,case_000324,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000028,case_000324,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000028,case_000324,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000028,case_000324,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000029,case_000331,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000029,case_000331,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000029,case_000331,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000029,case_000331,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000030,case_000347,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000030,case_000347,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000030,case_000347,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000030,case_000347,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000031,case_000360,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000031,case_000360,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000031,case_000360,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000031,case_000360,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000032,case_000372,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000032,case_000372,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000032,case_000372,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000032,case_000372,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000033,case_000375,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000033,case_000375,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000033,case_000375,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000033,case_000375,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000034,case_000387,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000034,case_000387,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000034,case_000387,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000034,case_000387,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000035,case_000393,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000035,case_000393,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000035,case_000393,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000035,case_000393,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000036,case_000395,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000036,case_000395,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000036,case_000395,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000036,case_000395,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000037,case_000410,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000037,case_000410,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000037,case_000410,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000037,case_000410,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000038,case_000424,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000038,case_000424,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000038,case_000424,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000038,case_000424,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000039,case_000433,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000039,case_000433,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000039,case_000433,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000039,case_000433,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000040,case_000435,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000040,case_000435,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000040,case_000435,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000040,case_000435,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000041,case_000443,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000041,case_000443,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000041,case_000443,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000041,case_000443,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000042,case_000464,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000042,case_000464,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000042,case_000464,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000042,case_000464,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000043,case_000468,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000043,case_000468,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000043,case_000468,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000043,case_000468,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000044,case_000501,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000044,case_000501,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000044,case_000501,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000044,case_000501,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000045,case_000521,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000045,case_000521,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000045,case_000521,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000045,case_000521,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000046,case_000523,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000046,case_000523,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000046,case_000523,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000046,case_000523,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000047,case_000541,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000047,case_000541,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000047,case_000541,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000047,case_000541,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000048,case_000546,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000048,case_000546,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000048,case_000546,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000048,case_000546,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000049,case_000547,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000049,case_000547,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000049,case_000547,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000049,case_000547,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000050,case_000557,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000050,case_000557,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000050,case_000557,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000050,case_000557,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000051,case_000588,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000051,case_000588,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000051,case_000588,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000051,case_000588,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000052,case_000592,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000052,case_000592,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000052,case_000592,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000052,case_000592,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000053,case_000598,no_fault,True,1.0,1.0,0.0,,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000053,case_000598,no_fault,True,1.0,1.0,0.0,baseline_missing_transition,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000053,case_000598,no_fault,True,1.0,1.0,0.0,baseline_random,1.0,1.0,0.0,False,False,False,True,False,False,False,True
nc_000053,case_000598,no_fault,True,1.0,1.0,0.0,baseline_wrong_target,1.0,1.0,0.0,False,False,False,True,False,False,False,True
