tool_id,subgroup_type,subgroup_value,partition,metric,n_cases,point_estimate,ci95_low,ci95_high,ci_method,seed_count
baseline_oracle_composite,tier,small,cohort_wide,effective_repair_rate,246,0.463415,0.402439,0.52439,case_bootstrap,1
baseline_oracle_composite,tier,small,detectable_only,complete_repair_rate,121,0.793388,0.719008,0.859504,case_bootstrap,1
baseline_oracle_composite,tier,small,detectable_only,effective_repair_rate,121,0.942149,0.900826,0.983471,case_bootstrap,1
baseline_oracle_composite,tier,very_large,cohort_wide,complete_repair_rate,252,0.785714,0.734127,0.833333,case_bootstrap,1
baseline_oracle_composite,tier,very_large,cohort_wide,effective_repair_rate,252,0.365079,0.305556,0.424603,case_bootstrap,1
baseline_oracle_composite,tier,very_large,detectable_only,complete_repair_rate,123,0.560976,0.471545,0.650407,case_bootstrap,1
baseline_oracle_composite,tier,very_large,detectable_only,effective_repair_rate,123,0.747967,0.674797,0.821138,case_bootstrap,1
baseline_llm_template,tier,large,cohort_wide,complete_repair_rate,251,0.812749,0.76494,0.860558,case_bootstrap,1
baseline_llm_template,tier,large,cohort_wide,effective_repair_rate,251,0.398406,0.338645,0.458167,case_bootstrap,1
baseline_llm_template,tier,large,detectable_only,complete_repair_rate,127,0.629921,0.543307,0.716535,case_bootstrap,1
baseline_llm_template,tier,large,detectable_only,effective_repair_rate,127,0.787402,0.716535,0.858268,case_bootstrap,1
baseline_llm_template,tier,medium,cohort_wide,complete_repair_rate,251,0.860558,0.816733,0.900398,case_bootstrap,1
baseline_llm_template,tier,medium,cohort_wide,effective_repair_rate,251,0.410359,0.346614,0.47012,case_bootstrap,1
baseline_llm_template,tier,medium,detectable_only,complete_repair_rate,124,0.717742,0.637097,0.798387,case_bootstrap,1
baseline_llm_template,tier,medium,detectable_only,effective_repair_rate,124,0.830645,0.758065,0.895161,case_bootstrap,1
baseline_llm_template,tier,small,cohort_wide,complete_repair_rate,246,0.898374,0.857724,0.934959,case_bootstrap,1
baseline_llm_template,tier,small,cohort_wide,effective_repair_rate,246,0.463415,0.402439,0.52439,case_bootstrap,1
baseline_llm_template,tier,small,detectable_only,complete_repair_rate,121,0.793388,0.719008,0.859504,case_bootstrap,1
baseline_llm_template,tier,small,detectable_only,effective_repair_rate,121,0.942149,0.900826,0.983471,case_bootstrap,1
baseline_llm_template,tier,very_large,cohort_wide,complete_repair_rate,252,0.785714,0.734127,0.833333,case_bootstrap,1
baseline_llm_template,tier,very_large,cohort_wide,effective_repair_rate,252,0.365079,0.305556,0.424603,case_bootstrap,1
baseline_llm_template,tier,very_large,detectable_only,complete_repair_rate,123,0.560976,0.471545,0.650407,case_bootstrap,1
baseline_llm_template,tier,very_large,detectable_only,effective_repair_rate,123,0.747967,0.674797,0.821138,case_bootstrap,1
baseline_random,tier,large,cohort_wide,complete_repair_rate,251,0.494422,0.494024,0.495219,seed_bootstrap,10
baseline_random,tier,large,cohort_wide,effective_repair_rate,251,0.00239,0.000797,0.003984,seed_bootstrap,10
baseline_random,tier,large,detectable_only,complete_repair_rate,127,0.000787,0.0,0.002362,seed_bootstrap,10
baseline_random,tier,large,detectable_only,effective_repair_rate,127,0.004724,0.001575,0.007874,seed_bootstrap,10
baseline_random,tier,medium,cohort_wide,complete_repair_rate,251,0.50757,0.505976,0.509562,seed_bootstrap,10
baseline_random,tier,medium,cohort_wide,effective_repair_rate,251,0.008366,0.006773,0.00996,seed_bootstrap,10
baseline_random,tier,medium,detectable_only,complete_repair_rate,124,0.003226,0.0,0.006452,seed_bootstrap,10
baseline_random,tier,medium,detectable_only,effective_repair_rate,124,0.016936,0.01371,0.020162,seed_bootstrap,10
baseline_random,tier,small,cohort_wide,complete_repair_rate,246,0.511788,0.508536,0.515853,seed_bootstrap,10
baseline_random,tier,small,cohort_wide,effective_repair_rate,246,0.010976,0.006098,0.01626,seed_bootstrap,10
baseline_random,tier,small,detectable_only,complete_repair_rate,121,0.007438,0.000826,0.016529,seed_bootstrap,10
baseline_random,tier,small,detectable_only,effective_repair_rate,121,0.022314,0.013223,0.033058,seed_bootstrap,10
baseline_random,tier,very_large,cohort_wide,complete_repair_rate,252,0.511905,0.511905,0.511905,seed_bootstrap,10
baseline_random,tier,very_large,cohort_wide,effective_repair_rate,252,0.001984,0.0,0.004365,seed_bootstrap,10
baseline_random,tier,very_large,detectable_only,complete_repair_rate,123,0.0,0.0,0.0,seed_bootstrap,10
baseline_random,tier,very_large,detectable_only,effective_repair_rate,123,0.004065,0.0,0.008943,seed_bootstrap,10
