bpr_delta_pre_repair,case_id,complete_repair,complexity_tier,delta_bpr,difficulty_score,effective_repair,faulty_bpr,final_bpr,initial_bpr,mutation_operator,oracle_detected,reference_bpr,regression,tool_id
0.0,case_000018,True,medium,0.0,22.53,False,1.0,1.0,1.0,action_full_mutation,False,1.0,False,baseline_missing_transition
0.0,case_000018,True,medium,0.0,22.53,False,1.0,1.0,1.0,action_full_mutation,False,1.0,False,baseline_random
0.0,case_000018,True,medium,0.0,22.53,False,1.0,1.0,1.0,action_full_mutation,False,1.0,False,baseline_wrong_target
0.07429963459196098,case_000020,True,very_large,0.07429963459196098,59.7,True,0.925700365408039,1.0,0.925700365408039,missing_transition,True,1.0,False,baseline_missing_transition
0.07429963459196098,case_000020,False,very_large,0.0,59.7,False,0.925700365408039,0.925700365408039,0.925700365408039,missing_transition,True,1.0,False,baseline_random
0.07429963459196098,case_000020,False,very_large,0.0,59.7,False,0.925700365408039,0.925700365408039,0.925700365408039,missing_transition,True,1.0,False,baseline_wrong_target
0.038461538461538436,case_000021,False,small,0.0,13.3,False,0.9615384615384616,0.9615384615384616,0.9615384615384616,wrong_target,True,1.0,False,baseline_missing_transition
0.038461538461538436,case_000021,False,small,0.0,13.3,False,0.9615384615384616,0.9615384615384616,0.9615384615384616,wrong_target,True,1.0,False,baseline_random
0.038461538461538436,case_000021,True,small,0.038461538461538436,13.3,True,0.9615384615384616,1.0,0.9615384615384616,wrong_target,True,1.0,False,baseline_wrong_target
0.09333333333333338,case_000022,False,medium,0.0,20.95,False,0.9066666666666666,0.9066666666666666,0.9066666666666666,wrong_source,True,1.0,False,baseline_missing_transition
0.09333333333333338,case_000022,False,medium,0.0,20.95,False,0.9066666666666666,0.9066666666666666,0.9066666666666666,wrong_source,True,1.0,False,baseline_random
0.09333333333333338,case_000022,False,medium,0.0,20.95,False,0.9066666666666666,0.9066666666666666,0.9066666666666666,wrong_source,True,1.0,False,baseline_wrong_target
0.004132231404958664,case_000023,True,large,0.004132231404958664,32.49,True,0.9958677685950413,1.0,0.9958677685950413,wrong_event,True,1.0,False,baseline_missing_transition
0.004132231404958664,case_000023,False,large,-0.012396694214875992,32.49,False,0.9958677685950413,0.9834710743801653,0.9958677685950413,wrong_event,True,1.0,True,baseline_random
0.004132231404958664,case_000023,False,large,0.0,32.49,False,0.9958677685950413,0.9958677685950413,0.9958677685950413,wrong_event,True,1.0,False,baseline_wrong_target
1.0,case_000024,False,very_large,0.694829760403531,58.11,True,0.0,0.694829760403531,0.0,wrong_initial_state,True,1.0,False,baseline_missing_transition
1.0,case_000024,False,very_large,0.0,58.11,False,0.0,0.0,0.0,wrong_initial_state,True,1.0,False,baseline_random
1.0,case_000024,False,very_large,0.25851197982345525,58.11,True,0.0,0.25851197982345525,0.0,wrong_initial_state,True,1.0,False,baseline_wrong_target
0.0,case_000025,True,small,0.0,13.0,False,1.0,1.0,1.0,duplicate_transition,False,1.0,False,baseline_missing_transition
0.0,case_000025,True,small,0.0,13.0,False,1.0,1.0,1.0,duplicate_transition,False,1.0,False,baseline_random
0.0,case_000025,True,small,0.0,13.0,False,1.0,1.0,1.0,duplicate_transition,False,1.0,False,baseline_wrong_target
0.0,case_000026,True,medium,0.0,20.67,False,1.0,1.0,1.0,dead_state_intro,False,1.0,False,baseline_missing_transition
0.0,case_000026,True,medium,0.0,20.67,False,1.0,1.0,1.0,dead_state_intro,False,1.0,False,baseline_random
0.0,case_000026,True,medium,0.0,20.67,False,1.0,1.0,1.0,dead_state_intro,False,1.0,False,baseline_wrong_target
0.4525862068965517,case_000027,True,large,0.4525862068965517,32.9,True,0.5474137931034483,1.0,0.5474137931034483,guard_flip,True,1.0,False,baseline_missing_transition
0.4525862068965517,case_000027,False,large,-0.09913793103448276,32.9,False,0.5474137931034483,0.4482758620689655,0.5474137931034483,guard_flip,True,1.0,True,baseline_random
0.4525862068965517,case_000027,False,large,0.0,32.9,False,0.5474137931034483,0.5474137931034483,0.5474137931034483,guard_flip,True,1.0,False,baseline_wrong_target
0.001245330012453305,case_000028,True,very_large,0.001245330012453305,59.65,True,0.9987546699875467,1.0,0.9987546699875467,guard_weaken,True,1.0,False,baseline_missing_transition
0.001245330012453305,case_000028,False,very_large,-0.001245330012453305,59.65,False,0.9987546699875467,0.9975093399750934,0.9987546699875467,guard_weaken,True,1.0,True,baseline_random
0.001245330012453305,case_000028,False,very_large,0.0,59.65,False,0.9987546699875467,0.9987546699875467,0.9987546699875467,guard_weaken,True,1.0,False,baseline_wrong_target
0.045454545454545414,case_000029,True,small,0.045454545454545414,13.0,True,0.9545454545454546,1.0,0.9545454545454546,guard_strengthen,True,1.0,False,baseline_missing_transition
0.045454545454545414,case_000029,False,small,0.0,13.0,False,0.9545454545454546,0.9545454545454546,0.9545454545454546,guard_strengthen,True,1.0,False,baseline_random
0.045454545454545414,case_000029,False,small,0.0,13.0,False,0.9545454545454546,0.9545454545454546,0.9545454545454546,guard_strengthen,True,1.0,False,baseline_wrong_target
0.0,case_000030,True,medium,0.0,20.68,False,1.0,1.0,1.0,action_corruption,False,1.0,False,baseline_missing_transition
0.0,case_000030,True,medium,0.0,20.68,False,1.0,1.0,1.0,action_corruption,False,1.0,False,baseline_random
0.0,case_000030,True,medium,0.0,20.68,False,1.0,1.0,1.0,action_corruption,False,1.0,False,baseline_wrong_target
0.0,case_000031,True,large,0.0,32.4,False,1.0,1.0,1.0,timeout_corruption,False,1.0,False,baseline_missing_transition
0.0,case_000031,True,large,0.0,32.4,False,1.0,1.0,1.0,timeout_corruption,False,1.0,False,baseline_random
0.0,case_000031,True,large,0.0,32.4,False,1.0,1.0,1.0,timeout_corruption,False,1.0,False,baseline_wrong_target
0.0,case_000032,True,very_large,0.0,60.53,False,1.0,1.0,1.0,delay_corruption,False,1.0,False,baseline_missing_transition
0.0,case_000032,True,very_large,0.0,60.53,False,1.0,1.0,1.0,delay_corruption,False,1.0,False,baseline_random
0.0,case_000032,True,very_large,0.0,60.53,False,1.0,1.0,1.0,delay_corruption,False,1.0,False,baseline_wrong_target
0.0,case_000033,True,small,0.0,13.45,False,1.0,1.0,1.0,nondeterminism_intro,False,1.0,False,baseline_missing_transition
0.0,case_000033,True,small,0.0,13.45,False,1.0,1.0,1.0,nondeterminism_intro,False,1.0,False,baseline_random
0.0,case_000033,True,small,0.0,13.45,False,1.0,1.0,1.0,nondeterminism_intro,False,1.0,False,baseline_wrong_target
0.0,case_000034,True,medium,0.0,24.33,False,1.0,1.0,1.0,unreachable_state_intro,False,1.0,False,baseline_missing_transition
0.0,case_000034,True,medium,0.0,24.33,False,1.0,1.0,1.0,unreachable_state_intro,False,1.0,False,baseline_random
0.0,case_000034,True,medium,0.0,24.33,False,1.0,1.0,1.0,unreachable_state_intro,False,1.0,False,baseline_wrong_target
0.0,case_000036,True,very_large,0.0,61.17,False,1.0,1.0,1.0,guard_inter_class,False,1.0,False,baseline_missing_transition
0.0,case_000036,True,very_large,0.0,61.17,False,1.0,1.0,1.0,guard_inter_class,False,1.0,False,baseline_random
0.0,case_000036,True,very_large,0.0,61.17,False,1.0,1.0,1.0,guard_inter_class,False,1.0,False,baseline_wrong_target
0.0,case_000037,True,small,0.0,15.1,False,1.0,1.0,1.0,action_full_mutation,False,1.0,False,baseline_missing_transition
0.0,case_000037,True,small,0.0,15.1,False,1.0,1.0,1.0,action_full_mutation,False,1.0,False,baseline_random
0.0,case_000037,True,small,0.0,15.1,False,1.0,1.0,1.0,action_full_mutation,False,1.0,False,baseline_wrong_target
0.00390625,case_000039,True,large,0.00390625,35.34,True,0.99609375,1.0,0.99609375,missing_transition,True,1.0,False,baseline_missing_transition
0.00390625,case_000039,False,large,0.0,35.34,False,0.99609375,0.99609375,0.99609375,missing_transition,True,1.0,False,baseline_random
0.00390625,case_000039,False,large,0.0,35.34,False,0.99609375,0.99609375,0.99609375,missing_transition,True,1.0,False,baseline_wrong_target
0.01404853128991057,case_000040,False,very_large,0.0,57.35,False,0.9859514687100894,0.9859514687100894,0.9859514687100894,wrong_target,True,1.0,False,baseline_missing_transition
0.01404853128991057,case_000040,False,very_large,-0.0012771392081737387,57.35,False,0.9859514687100894,0.9846743295019157,0.9859514687100894,wrong_target,True,1.0,True,baseline_random
0.01404853128991057,case_000040,True,very_large,0.01404853128991057,57.35,True,0.9859514687100894,1.0,0.9859514687100894,wrong_target,True,1.0,False,baseline_wrong_target
0.2272727272727273,case_000041,False,small,0.0,12.55,False,0.7727272727272727,0.7727272727272727,0.7727272727272727,wrong_source,True,1.0,False,baseline_missing_transition
0.2272727272727273,case_000041,False,small,0.0,12.55,False,0.7727272727272727,0.7727272727272727,0.7727272727272727,wrong_source,True,1.0,False,baseline_random
0.2272727272727273,case_000041,False,small,0.0,12.55,False,0.7727272727272727,0.7727272727272727,0.7727272727272727,wrong_source,True,1.0,False,baseline_wrong_target
0.012345679012345734,case_000042,False,medium,0.0,20.33,False,0.9876543209876543,0.9876543209876543,0.9876543209876543,wrong_event,True,1.0,False,baseline_missing_transition
0.012345679012345734,case_000042,False,medium,0.0,20.33,False,0.9876543209876543,0.9876543209876543,0.9876543209876543,wrong_event,True,1.0,False,baseline_random
0.012345679012345734,case_000042,False,medium,0.0,20.33,False,0.9876543209876543,0.9876543209876543,0.9876543209876543,wrong_event,True,1.0,False,baseline_wrong_target
1.0,case_000043,False,large,0.8647540983606558,33.74,True,0.0,0.8647540983606558,0.0,wrong_initial_state,True,1.0,False,baseline_missing_transition
1.0,case_000043,False,large,0.0,33.74,False,0.0,0.0,0.0,wrong_initial_state,True,1.0,False,baseline_random
1.0,case_000043,False,large,0.13524590163934427,33.74,True,0.0,0.13524590163934427,0.0,wrong_initial_state,True,1.0,False,baseline_wrong_target
0.0,case_000044,True,very_large,0.0,62.03,False,1.0,1.0,1.0,duplicate_transition,False,1.0,False,baseline_missing_transition
0.0,case_000044,True,very_large,0.0,62.03,False,1.0,1.0,1.0,duplicate_transition,False,1.0,False,baseline_random
0.0,case_000044,True,very_large,0.0,62.03,False,1.0,1.0,1.0,duplicate_transition,False,1.0,False,baseline_wrong_target
0.0,case_000045,True,small,0.0,12.85,False,1.0,1.0,1.0,dead_state_intro,False,1.0,False,baseline_missing_transition
0.0,case_000045,True,small,0.0,12.85,False,1.0,1.0,1.0,dead_state_intro,False,1.0,False,baseline_random
0.0,case_000045,True,small,0.0,12.85,False,1.0,1.0,1.0,dead_state_intro,False,1.0,False,baseline_wrong_target
0.012820512820512775,case_000046,True,medium,0.012820512820512775,19.52,True,0.9871794871794872,1.0,0.9871794871794872,guard_flip,True,1.0,False,baseline_missing_transition
0.012820512820512775,case_000046,False,medium,0.0,19.52,False,0.9871794871794872,0.9871794871794872,0.9871794871794872,guard_flip,True,1.0,False,baseline_random
0.012820512820512775,case_000046,False,medium,0.0,19.52,False,0.9871794871794872,0.9871794871794872,0.9871794871794872,guard_flip,True,1.0,False,baseline_wrong_target
0.0040000000000000036,case_000047,True,large,0.0040000000000000036,32.33,True,0.996,1.0,0.996,guard_weaken,True,1.0,False,baseline_missing_transition
0.0040000000000000036,case_000047,False,large,-0.008000000000000007,32.33,False,0.996,0.988,0.996,guard_weaken,True,1.0,True,baseline_random
0.0040000000000000036,case_000047,False,large,0.0,32.33,False,0.996,0.996,0.996,guard_weaken,True,1.0,False,baseline_wrong_target
0.001129943502824804,case_000048,True,very_large,0.001129943502824804,60.16,True,0.9988700564971752,1.0,0.9988700564971752,guard_strengthen,True,1.0,False,baseline_missing_transition
0.001129943502824804,case_000048,False,very_large,0.0,60.16,False,0.9988700564971752,0.9988700564971752,0.9988700564971752,guard_strengthen,True,1.0,False,baseline_random
0.001129943502824804,case_000048,False,very_large,0.0,60.16,False,0.9988700564971752,0.9988700564971752,0.9988700564971752,guard_strengthen,True,1.0,False,baseline_wrong_target
0.0,case_000049,True,small,0.0,13.75,False,1.0,1.0,1.0,action_corruption,False,1.0,False,baseline_missing_transition
0.0,case_000049,True,small,0.0,13.75,False,1.0,1.0,1.0,action_corruption,False,1.0,False,baseline_random
0.0,case_000049,True,small,0.0,13.75,False,1.0,1.0,1.0,action_corruption,False,1.0,False,baseline_wrong_target
0.0,case_000050,True,medium,0.0,20.68,False,1.0,1.0,1.0,timeout_corruption,False,1.0,False,baseline_missing_transition
0.0,case_000050,True,medium,0.0,20.68,False,1.0,1.0,1.0,timeout_corruption,False,1.0,False,baseline_random
0.0,case_000050,True,medium,0.0,20.68,False,1.0,1.0,1.0,timeout_corruption,False,1.0,False,baseline_wrong_target
0.0,case_000051,True,large,0.0,33.03,False,1.0,1.0,1.0,delay_corruption,False,1.0,False,baseline_missing_transition
0.0,case_000051,True,large,0.0,33.03,False,1.0,1.0,1.0,delay_corruption,False,1.0,False,baseline_random
0.0,case_000051,True,large,0.0,33.03,False,1.0,1.0,1.0,delay_corruption,False,1.0,False,baseline_wrong_target
0.0,case_000052,True,very_large,0.0,58.99,False,1.0,1.0,1.0,nondeterminism_intro,False,1.0,False,baseline_missing_transition
0.0,case_000052,True,very_large,0.0,58.99,False,1.0,1.0,1.0,nondeterminism_intro,False,1.0,False,baseline_random
0.0,case_000052,True,very_large,0.0,58.99,False,1.0,1.0,1.0,nondeterminism_intro,False,1.0,False,baseline_wrong_target
0.0,case_000053,True,small,0.0,14.78,False,1.0,1.0,1.0,unreachable_state_intro,False,1.0,False,baseline_missing_transition
0.0,case_000053,True,small,0.0,14.78,False,1.0,1.0,1.0,unreachable_state_intro,False,1.0,False,baseline_random
0.0,case_000053,True,small,0.0,14.78,False,1.0,1.0,1.0,unreachable_state_intro,False,1.0,False,baseline_wrong_target
0.0,case_000055,True,large,0.0,33.71,False,1.0,1.0,1.0,guard_inter_class,False,1.0,False,baseline_missing_transition
0.0,case_000055,True,large,0.0,33.71,False,1.0,1.0,1.0,guard_inter_class,False,1.0,False,baseline_random
0.0,case_000055,True,large,0.0,33.71,False,1.0,1.0,1.0,guard_inter_class,False,1.0,False,baseline_wrong_target
0.0,case_000056,True,very_large,0.0,62.81,False,1.0,1.0,1.0,action_full_mutation,False,1.0,False,baseline_missing_transition
0.0,case_000056,True,very_large,0.0,62.81,False,1.0,1.0,1.0,action_full_mutation,False,1.0,False,baseline_random
0.0,case_000056,True,very_large,0.0,62.81,False,1.0,1.0,1.0,action_full_mutation,False,1.0,False,baseline_wrong_target
0.012048192771084376,case_000058,True,medium,0.012048192771084376,23.06,True,0.9879518072289156,1.0,0.9879518072289156,missing_transition,True,1.0,False,baseline_missing_transition
0.012048192771084376,case_000058,False,medium,-0.012048192771084265,23.06,False,0.9879518072289156,0.9759036144578314,0.9879518072289156,missing_transition,True,1.0,True,baseline_random
0.012048192771084376,case_000058,False,medium,0.0,23.06,False,0.9879518072289156,0.9879518072289156,0.9879518072289156,missing_transition,True,1.0,False,baseline_wrong_target
0.004048582995951455,case_000059,False,large,0.0,34.77,False,0.9959514170040485,0.9959514170040485,0.9959514170040485,wrong_target,True,1.0,False,baseline_missing_transition
0.004048582995951455,case_000059,False,large,-0.04453441295546556,34.77,False,0.9959514170040485,0.951417004048583,0.9959514170040485,wrong_target,True,1.0,True,baseline_random
0.004048582995951455,case_000059,True,large,0.004048582995951455,34.77,True,0.9959514170040485,1.0,0.9959514170040485,wrong_target,True,1.0,False,baseline_wrong_target
0.012865497076023358,case_000060,False,very_large,0.0,59.78,False,0.9871345029239766,0.9871345029239766,0.9871345029239766,wrong_source,True,1.0,False,baseline_missing_transition
0.012865497076023358,case_000060,False,very_large,0.0,59.78,False,0.9871345029239766,0.9871345029239766,0.9871345029239766,wrong_source,True,1.0,False,baseline_random
0.012865497076023358,case_000060,False,very_large,0.0,59.78,False,0.9871345029239766,0.9871345029239766,0.9871345029239766,wrong_source,True,1.0,False,baseline_wrong_target
0.2272727272727273,case_000061,False,small,0.0,13.0,False,0.7727272727272727,0.7727272727272727,0.7727272727272727,wrong_event,True,1.0,False,baseline_missing_transition
0.2272727272727273,case_000061,False,small,0.0,13.0,False,0.7727272727272727,0.7727272727272727,0.7727272727272727,wrong_event,True,1.0,False,baseline_random
0.2272727272727273,case_000061,False,small,0.0,13.0,False,0.7727272727272727,0.7727272727272727,0.7727272727272727,wrong_event,True,1.0,False,baseline_wrong_target
1.0,case_000062,False,medium,0.2839506172839506,20.33,True,0.0,0.2839506172839506,0.0,wrong_initial_state,True,1.0,False,baseline_missing_transition
1.0,case_000062,False,medium,0.0,20.33,False,0.0,0.0,0.0,wrong_initial_state,True,1.0,False,baseline_random
1.0,case_000062,False,medium,0.6296296296296297,20.33,True,0.0,0.6296296296296297,0.0,wrong_initial_state,True,1.0,False,baseline_wrong_target
0.0,case_000063,True,large,0.0,34.06,False,1.0,1.0,1.0,duplicate_transition,False,1.0,False,baseline_missing_transition
0.0,case_000063,True,large,0.0,34.06,False,1.0,1.0,1.0,duplicate_transition,False,1.0,False,baseline_random
0.0,case_000063,True,large,0.0,34.06,False,1.0,1.0,1.0,duplicate_transition,False,1.0,False,baseline_wrong_target
0.0,case_000064,True,very_large,0.0,62.88,False,1.0,1.0,1.0,dead_state_intro,False,1.0,False,baseline_missing_transition
0.0,case_000064,True,very_large,0.0,62.88,False,1.0,1.0,1.0,dead_state_intro,False,1.0,False,baseline_random
0.0,case_000064,True,very_large,0.0,62.88,False,1.0,1.0,1.0,dead_state_intro,False,1.0,False,baseline_wrong_target
0.045454545454545414,case_000065,True,small,0.045454545454545414,13.75,True,0.9545454545454546,1.0,0.9545454545454546,guard_flip,True,1.0,False,baseline_missing_transition
0.045454545454545414,case_000065,False,small,0.0,13.75,False,0.9545454545454546,0.9545454545454546,0.9545454545454546,guard_flip,True,1.0,False,baseline_random
0.045454545454545414,case_000065,False,small,0.0,13.75,False,0.9545454545454546,0.9545454545454546,0.9545454545454546,guard_flip,True,1.0,False,baseline_wrong_target
0.012820512820512775,case_000066,True,medium,0.012820512820512775,20.27,True,0.9871794871794872,1.0,0.9871794871794872,guard_weaken,True,1.0,False,baseline_missing_transition
0.012820512820512775,case_000066,False,medium,-0.012820512820512886,20.27,False,0.9871794871794872,0.9743589743589743,0.9871794871794872,guard_weaken,True,1.0,True,baseline_random
0.012820512820512775,case_000066,False,medium,0.0,20.27,False,0.9871794871794872,0.9871794871794872,0.9871794871794872,guard_weaken,True,1.0,False,baseline_wrong_target
0.004237288135593209,case_000067,True,large,0.004237288135593209,32.18,True,0.9957627118644068,1.0,0.9957627118644068,guard_strengthen,True,1.0,False,baseline_missing_transition
0.004237288135593209,case_000067,False,large,-0.0805084745762712,32.18,False,0.9957627118644068,0.9152542372881356,0.9957627118644068,guard_strengthen,True,1.0,True,baseline_random
0.004237288135593209,case_000067,False,large,0.0,32.18,False,0.9957627118644068,0.9957627118644068,0.9957627118644068,guard_strengthen,True,1.0,False,baseline_wrong_target
0.0,case_000068,True,very_large,0.0,61.97,False,1.0,1.0,1.0,action_corruption,False,1.0,False,baseline_missing_transition
0.0,case_000068,True,very_large,0.0,61.97,False,1.0,1.0,1.0,action_corruption,False,1.0,False,baseline_random
0.0,case_000068,True,very_large,0.0,61.97,False,1.0,1.0,1.0,action_corruption,False,1.0,False,baseline_wrong_target
0.0,case_000069,True,small,0.0,14.33,False,1.0,1.0,1.0,timeout_corruption,False,1.0,False,baseline_missing_transition
0.0,case_000069,True,small,0.0,14.33,False,1.0,1.0,1.0,timeout_corruption,False,1.0,False,baseline_random
0.0,case_000069,True,small,0.0,14.33,False,1.0,1.0,1.0,timeout_corruption,False,1.0,False,baseline_wrong_target
0.0,case_000070,True,medium,0.0,20.33,False,1.0,1.0,1.0,delay_corruption,False,1.0,False,baseline_missing_transition
0.0,case_000070,True,medium,0.0,20.33,False,1.0,1.0,1.0,delay_corruption,False,1.0,False,baseline_random
0.0,case_000070,True,medium,0.0,20.33,False,1.0,1.0,1.0,delay_corruption,False,1.0,False,baseline_wrong_target
0.0,case_000071,True,large,0.0,33.71,False,1.0,1.0,1.0,nondeterminism_intro,False,1.0,False,baseline_missing_transition
0.0,case_000071,True,large,0.0,33.71,False,1.0,1.0,1.0,nondeterminism_intro,False,1.0,False,baseline_random
0.0,case_000071,True,large,0.0,33.71,False,1.0,1.0,1.0,nondeterminism_intro,False,1.0,False,baseline_wrong_target
0.0,case_000072,True,very_large,0.0,61.26,False,1.0,1.0,1.0,unreachable_state_intro,False,1.0,False,baseline_missing_transition
0.0,case_000072,True,very_large,0.0,61.26,False,1.0,1.0,1.0,unreachable_state_intro,False,1.0,False,baseline_random
0.0,case_000072,True,very_large,0.0,61.26,False,1.0,1.0,1.0,unreachable_state_intro,False,1.0,False,baseline_wrong_target
0.011111111111111072,case_000074,False,medium,0.0,20.53,False,0.9888888888888889,0.9888888888888889,0.9888888888888889,guard_inter_class,True,1.0,False,baseline_missing_transition
0.011111111111111072,case_000074,False,medium,-0.011111111111111183,20.53,False,0.9888888888888889,0.9777777777777777,0.9888888888888889,guard_inter_class,True,1.0,True,baseline_random
