tool_id,subgroup_type,subgroup_value,partition,metric,n_cases,point_estimate,ci95_low,ci95_high,ci_method,seed_count
baseline_wrong_target,operator,guard_weaken,cohort_wide,complete_repair_rate,59,0.0,0.0,0.0,case_bootstrap,1
baseline_wrong_target,operator,guard_weaken,cohort_wide,effective_repair_rate,59,0.0,0.0,0.0,case_bootstrap,1
baseline_wrong_target,operator,guard_weaken,detectable_only,complete_repair_rate,59,0.0,0.0,0.0,case_bootstrap,1
baseline_wrong_target,operator,guard_weaken,detectable_only,effective_repair_rate,59,0.0,0.0,0.0,case_bootstrap,1
baseline_wrong_target,operator,missing_transition,cohort_wide,complete_repair_rate,60,0.0,0.0,0.0,case_bootstrap,1
baseline_wrong_target,operator,missing_transition,cohort_wide,effective_repair_rate,60,0.0,0.0,0.0,case_bootstrap,1
baseline_wrong_target,operator,missing_transition,detectable_only,complete_repair_rate,60,0.0,0.0,0.0,case_bootstrap,1
baseline_wrong_target,operator,missing_transition,detectable_only,effective_repair_rate,60,0.0,0.0,0.0,case_bootstrap,1
baseline_wrong_target,operator,nondeterminism_intro,cohort_wide,complete_repair_rate,59,1.0,1.0,1.0,case_bootstrap,1
baseline_wrong_target,operator,nondeterminism_intro,cohort_wide,effective_repair_rate,59,0.0,0.0,0.0,case_bootstrap,1
baseline_wrong_target,operator,timeout_corruption,cohort_wide,complete_repair_rate,59,1.0,1.0,1.0,case_bootstrap,1
baseline_wrong_target,operator,timeout_corruption,cohort_wide,effective_repair_rate,59,0.0,0.0,0.0,case_bootstrap,1
baseline_wrong_target,operator,unreachable_state_intro,cohort_wide,complete_repair_rate,59,1.0,1.0,1.0,case_bootstrap,1
baseline_wrong_target,operator,unreachable_state_intro,cohort_wide,effective_repair_rate,59,0.0,0.0,0.0,case_bootstrap,1
baseline_wrong_target,operator,wrong_event,cohort_wide,complete_repair_rate,59,0.0,0.0,0.0,case_bootstrap,1
baseline_wrong_target,operator,wrong_event,cohort_wide,effective_repair_rate,59,0.0,0.0,0.0,case_bootstrap,1
baseline_wrong_target,operator,wrong_event,detectable_only,complete_repair_rate,59,0.0,0.0,0.0,case_bootstrap,1
baseline_wrong_target,operator,wrong_event,detectable_only,effective_repair_rate,59,0.0,0.0,0.0,case_bootstrap,1
baseline_wrong_target,operator,wrong_initial_state,cohort_wide,complete_repair_rate,59,0.0,0.0,0.0,case_bootstrap,1
baseline_wrong_target,operator,wrong_initial_state,cohort_wide,effective_repair_rate,59,0.830508,0.728814,0.915254,case_bootstrap,1
baseline_wrong_target,operator,wrong_initial_state,detectable_only,complete_repair_rate,59,0.0,0.0,0.0,case_bootstrap,1
baseline_wrong_target,operator,wrong_initial_state,detectable_only,effective_repair_rate,59,0.830508,0.728814,0.915254,case_bootstrap,1
baseline_wrong_target,operator,wrong_source,cohort_wide,complete_repair_rate,60,0.0,0.0,0.0,case_bootstrap,1
baseline_wrong_target,operator,wrong_source,cohort_wide,effective_repair_rate,60,0.0,0.0,0.0,case_bootstrap,1
baseline_wrong_target,operator,wrong_source,detectable_only,complete_repair_rate,60,0.0,0.0,0.0,case_bootstrap,1
baseline_wrong_target,operator,wrong_source,detectable_only,effective_repair_rate,60,0.0,0.0,0.0,case_bootstrap,1
baseline_wrong_target,operator,wrong_target,cohort_wide,complete_repair_rate,60,1.0,1.0,1.0,case_bootstrap,1
baseline_wrong_target,operator,wrong_target,cohort_wide,effective_repair_rate,60,1.0,1.0,1.0,case_bootstrap,1
baseline_wrong_target,operator,wrong_target,detectable_only,complete_repair_rate,60,1.0,1.0,1.0,case_bootstrap,1
baseline_wrong_target,operator,wrong_target,detectable_only,effective_repair_rate,60,1.0,1.0,1.0,case_bootstrap,1
baseline_oracle_composite,operator,action_corruption,cohort_wide,complete_repair_rate,59,1.0,1.0,1.0,case_bootstrap,1
baseline_oracle_composite,operator,action_corruption,cohort_wide,effective_repair_rate,59,0.0,0.0,0.0,case_bootstrap,1
baseline_oracle_composite,operator,action_full_mutation,cohort_wide,complete_repair_rate,59,1.0,1.0,1.0,case_bootstrap,1
baseline_oracle_composite,operator,action_full_mutation,cohort_wide,effective_repair_rate,59,0.0,0.0,0.0,case_bootstrap,1
baseline_oracle_composite,operator,dead_state_intro,cohort_wide,complete_repair_rate,59,1.0,1.0,1.0,case_bootstrap,1
baseline_oracle_composite,operator,dead_state_intro,cohort_wide,effective_repair_rate,59,0.0,0.0,0.0,case_bootstrap,1
baseline_oracle_composite,operator,delay_corruption,cohort_wide,complete_repair_rate,59,1.0,1.0,1.0,case_bootstrap,1
baseline_oracle_composite,operator,delay_corruption,cohort_wide,effective_repair_rate,59,0.0,0.0,0.0,case_bootstrap,1
baseline_oracle_composite,operator,duplicate_transition,cohort_wide,complete_repair_rate,59,1.0,1.0,1.0,case_bootstrap,1
baseline_oracle_composite,operator,duplicate_transition,cohort_wide,effective_repair_rate,59,0.0,0.0,0.0,case_bootstrap,1
baseline_oracle_composite,operator,guard_flip,cohort_wide,complete_repair_rate,59,0.779661,0.677966,0.881356,case_bootstrap,1
baseline_oracle_composite,operator,guard_flip,cohort_wide,effective_repair_rate,59,0.830508,0.728814,0.915254,case_bootstrap,1
baseline_oracle_composite,operator,guard_flip,detectable_only,complete_repair_rate,59,0.779661,0.677966,0.881356,case_bootstrap,1
baseline_oracle_composite,operator,guard_flip,detectable_only,effective_repair_rate,59,0.830508,0.728814,0.915254,case_bootstrap,1
baseline_oracle_composite,operator,guard_inter_class,cohort_wide,complete_repair_rate,53,0.735849,0.603774,0.849057,case_bootstrap,1
baseline_oracle_composite,operator,guard_inter_class,cohort_wide,effective_repair_rate,53,0.132075,0.056604,0.226415,case_bootstrap,1
baseline_oracle_composite,operator,guard_inter_class,detectable_only,complete_repair_rate,20,0.3,0.1,0.5,case_bootstrap,1
baseline_oracle_composite,operator,guard_inter_class,detectable_only,effective_repair_rate,20,0.35,0.15,0.55,case_bootstrap,1
baseline_oracle_composite,operator,guard_strengthen,cohort_wide,complete_repair_rate,59,0.728814,0.610169,0.830508,case_bootstrap,1
baseline_oracle_composite,operator,guard_strengthen,cohort_wide,effective_repair_rate,59,0.779661,0.661017,0.881356,case_bootstrap,1
baseline_oracle_composite,operator,guard_strengthen,detectable_only,complete_repair_rate,59,0.728814,0.610169,0.830508,case_bootstrap,1
baseline_oracle_composite,operator,guard_strengthen,detectable_only,effective_repair_rate,59,0.779661,0.661017,0.881356,case_bootstrap,1
baseline_oracle_composite,operator,guard_weaken,cohort_wide,complete_repair_rate,59,0.745763,0.627119,0.847458,case_bootstrap,1
baseline_oracle_composite,operator,guard_weaken,cohort_wide,effective_repair_rate,59,0.762712,0.644068,0.864407,case_bootstrap,1
baseline_oracle_composite,operator,guard_weaken,detectable_only,complete_repair_rate,59,0.745763,0.627119,0.847458,case_bootstrap,1
baseline_oracle_composite,operator,guard_weaken,detectable_only,effective_repair_rate,59,0.762712,0.644068,0.864407,case_bootstrap,1
baseline_oracle_composite,operator,missing_transition,cohort_wide,complete_repair_rate,60,0.783333,0.666667,0.883333,case_bootstrap,1
baseline_oracle_composite,operator,missing_transition,cohort_wide,effective_repair_rate,60,0.8,0.7,0.9,case_bootstrap,1
baseline_oracle_composite,operator,missing_transition,detectable_only,complete_repair_rate,60,0.783333,0.666667,0.883333,case_bootstrap,1
baseline_oracle_composite,operator,missing_transition,detectable_only,effective_repair_rate,60,0.8,0.7,0.9,case_bootstrap,1
baseline_oracle_composite,operator,nondeterminism_intro,cohort_wide,complete_repair_rate,59,1.0,1.0,1.0,case_bootstrap,1
baseline_oracle_composite,operator,nondeterminism_intro,cohort_wide,effective_repair_rate,59,0.0,0.0,0.0,case_bootstrap,1
baseline_oracle_composite,operator,timeout_corruption,cohort_wide,complete_repair_rate,59,1.0,1.0,1.0,case_bootstrap,1
baseline_oracle_composite,operator,timeout_corruption,cohort_wide,effective_repair_rate,59,0.0,0.0,0.0,case_bootstrap,1
baseline_oracle_composite,operator,unreachable_state_intro,cohort_wide,complete_repair_rate,59,1.0,1.0,1.0,case_bootstrap,1
baseline_oracle_composite,operator,unreachable_state_intro,cohort_wide,effective_repair_rate,59,0.0,0.0,0.0,case_bootstrap,1
baseline_oracle_composite,operator,wrong_event,cohort_wide,complete_repair_rate,59,0.661017,0.542373,0.779661,case_bootstrap,1
baseline_oracle_composite,operator,wrong_event,cohort_wide,effective_repair_rate,59,0.745763,0.627119,0.847458,case_bootstrap,1
baseline_oracle_composite,operator,wrong_event,detectable_only,complete_repair_rate,59,0.661017,0.542373,0.779661,case_bootstrap,1
baseline_oracle_composite,operator,wrong_event,detectable_only,effective_repair_rate,59,0.745763,0.627119,0.847458,case_bootstrap,1
baseline_oracle_composite,operator,wrong_initial_state,cohort_wide,complete_repair_rate,59,0.033898,0.0,0.084746,case_bootstrap,1
baseline_oracle_composite,operator,wrong_initial_state,cohort_wide,effective_repair_rate,59,1.0,1.0,1.0,case_bootstrap,1
baseline_oracle_composite,operator,wrong_initial_state,detectable_only,complete_repair_rate,59,0.033898,0.0,0.084746,case_bootstrap,1
baseline_oracle_composite,operator,wrong_initial_state,detectable_only,effective_repair_rate,59,1.0,1.0,1.0,case_bootstrap,1
baseline_oracle_composite,operator,wrong_source,cohort_wide,complete_repair_rate,60,0.783333,0.666667,0.883333,case_bootstrap,1
baseline_oracle_composite,operator,wrong_source,cohort_wide,effective_repair_rate,60,0.85,0.75,0.933333,case_bootstrap,1
baseline_oracle_composite,operator,wrong_source,detectable_only,complete_repair_rate,60,0.783333,0.666667,0.883333,case_bootstrap,1
baseline_oracle_composite,operator,wrong_source,detectable_only,effective_repair_rate,60,0.85,0.75,0.933333,case_bootstrap,1
baseline_oracle_composite,operator,wrong_target,cohort_wide,complete_repair_rate,60,1.0,1.0,1.0,case_bootstrap,1
baseline_oracle_composite,operator,wrong_target,cohort_wide,effective_repair_rate,60,1.0,1.0,1.0,case_bootstrap,1
baseline_oracle_composite,operator,wrong_target,detectable_only,complete_repair_rate,60,1.0,1.0,1.0,case_bootstrap,1
baseline_oracle_composite,operator,wrong_target,detectable_only,effective_repair_rate,60,1.0,1.0,1.0,case_bootstrap,1
baseline_llm_template,operator,action_corruption,cohort_wide,complete_repair_rate,59,1.0,1.0,1.0,case_bootstrap,1
baseline_llm_template,operator,action_corruption,cohort_wide,effective_repair_rate,59,0.0,0.0,0.0,case_bootstrap,1
baseline_llm_template,operator,action_full_mutation,cohort_wide,complete_repair_rate,59,1.0,1.0,1.0,case_bootstrap,1
baseline_llm_template,operator,action_full_mutation,cohort_wide,effective_repair_rate,59,0.0,0.0,0.0,case_bootstrap,1
baseline_llm_template,operator,dead_state_intro,cohort_wide,complete_repair_rate,59,1.0,1.0,1.0,case_bootstrap,1
baseline_llm_template,operator,dead_state_intro,cohort_wide,effective_repair_rate,59,0.0,0.0,0.0,case_bootstrap,1
baseline_llm_template,operator,delay_corruption,cohort_wide,complete_repair_rate,59,1.0,1.0,1.0,case_bootstrap,1
baseline_llm_template,operator,delay_corruption,cohort_wide,effective_repair_rate,59,0.0,0.0,0.0,case_bootstrap,1
baseline_llm_template,operator,duplicate_transition,cohort_wide,complete_repair_rate,59,1.0,1.0,1.0,case_bootstrap,1
baseline_llm_template,operator,duplicate_transition,cohort_wide,effective_repair_rate,59,0.0,0.0,0.0,case_bootstrap,1
baseline_llm_template,operator,guard_flip,cohort_wide,complete_repair_rate,59,0.779661,0.677966,0.881356,case_bootstrap,1
baseline_llm_template,operator,guard_flip,cohort_wide,effective_repair_rate,59,0.830508,0.728814,0.915254,case_bootstrap,1
baseline_llm_template,operator,guard_flip,detectable_only,complete_repair_rate,59,0.779661,0.677966,0.881356,case_bootstrap,1
baseline_llm_template,operator,guard_flip,detectable_only,effective_repair_rate,59,0.830508,0.728814,0.915254,case_bootstrap,1
baseline_llm_template,operator,guard_inter_class,cohort_wide,complete_repair_rate,53,0.735849,0.603774,0.849057,case_bootstrap,1
baseline_llm_template,operator,guard_inter_class,cohort_wide,effective_repair_rate,53,0.132075,0.056604,0.226415,case_bootstrap,1
baseline_llm_template,operator,guard_inter_class,detectable_only,complete_repair_rate,20,0.3,0.1,0.5,case_bootstrap,1
baseline_llm_template,operator,guard_inter_class,detectable_only,effective_repair_rate,20,0.35,0.15,0.55,case_bootstrap,1
baseline_llm_template,operator,guard_strengthen,cohort_wide,complete_repair_rate,59,0.728814,0.610169,0.830508,case_bootstrap,1
baseline_llm_template,operator,guard_strengthen,cohort_wide,effective_repair_rate,59,0.779661,0.661017,0.881356,case_bootstrap,1
baseline_llm_template,operator,guard_strengthen,detectable_only,complete_repair_rate,59,0.728814,0.610169,0.830508,case_bootstrap,1
baseline_llm_template,operator,guard_strengthen,detectable_only,effective_repair_rate,59,0.779661,0.661017,0.881356,case_bootstrap,1
baseline_llm_template,operator,guard_weaken,cohort_wide,complete_repair_rate,59,0.745763,0.627119,0.847458,case_bootstrap,1
baseline_llm_template,operator,guard_weaken,cohort_wide,effective_repair_rate,59,0.762712,0.644068,0.864407,case_bootstrap,1
baseline_llm_template,operator,guard_weaken,detectable_only,complete_repair_rate,59,0.745763,0.627119,0.847458,case_bootstrap,1
baseline_llm_template,operator,guard_weaken,detectable_only,effective_repair_rate,59,0.762712,0.644068,0.864407,case_bootstrap,1
baseline_llm_template,operator,missing_transition,cohort_wide,complete_repair_rate,60,0.783333,0.666667,0.883333,case_bootstrap,1
baseline_llm_template,operator,missing_transition,cohort_wide,effective_repair_rate,60,0.8,0.7,0.9,case_bootstrap,1
baseline_llm_template,operator,missing_transition,detectable_only,complete_repair_rate,60,0.783333,0.666667,0.883333,case_bootstrap,1
baseline_llm_template,operator,missing_transition,detectable_only,effective_repair_rate,60,0.8,0.7,0.9,case_bootstrap,1
baseline_llm_template,operator,nondeterminism_intro,cohort_wide,complete_repair_rate,59,1.0,1.0,1.0,case_bootstrap,1
baseline_llm_template,operator,nondeterminism_intro,cohort_wide,effective_repair_rate,59,0.0,0.0,0.0,case_bootstrap,1
baseline_llm_template,operator,timeout_corruption,cohort_wide,complete_repair_rate,59,1.0,1.0,1.0,case_bootstrap,1
baseline_llm_template,operator,timeout_corruption,cohort_wide,effective_repair_rate,59,0.0,0.0,0.0,case_bootstrap,1
baseline_llm_template,operator,unreachable_state_intro,cohort_wide,complete_repair_rate,59,1.0,1.0,1.0,case_bootstrap,1
baseline_llm_template,operator,unreachable_state_intro,cohort_wide,effective_repair_rate,59,0.0,0.0,0.0,case_bootstrap,1
baseline_llm_template,operator,wrong_event,cohort_wide,complete_repair_rate,59,0.661017,0.542373,0.779661,case_bootstrap,1
baseline_llm_template,operator,wrong_event,cohort_wide,effective_repair_rate,59,0.745763,0.627119,0.847458,case_bootstrap,1
baseline_llm_template,operator,wrong_event,detectable_only,complete_repair_rate,59,0.661017,0.542373,0.779661,case_bootstrap,1
baseline_llm_template,operator,wrong_event,detectable_only,effective_repair_rate,59,0.745763,0.627119,0.847458,case_bootstrap,1
baseline_llm_template,operator,wrong_initial_state,cohort_wide,complete_repair_rate,59,0.033898,0.0,0.084746,case_bootstrap,1
baseline_llm_template,operator,wrong_initial_state,cohort_wide,effective_repair_rate,59,1.0,1.0,1.0,case_bootstrap,1
baseline_llm_template,operator,wrong_initial_state,detectable_only,complete_repair_rate,59,0.033898,0.0,0.084746,case_bootstrap,1
baseline_llm_template,operator,wrong_initial_state,detectable_only,effective_repair_rate,59,1.0,1.0,1.0,case_bootstrap,1
baseline_llm_template,operator,wrong_source,cohort_wide,complete_repair_rate,60,0.783333,0.666667,0.883333,case_bootstrap,1
baseline_llm_template,operator,wrong_source,cohort_wide,effective_repair_rate,60,0.85,0.75,0.933333,case_bootstrap,1
baseline_llm_template,operator,wrong_source,detectable_only,complete_repair_rate,60,0.783333,0.666667,0.883333,case_bootstrap,1
baseline_llm_template,operator,wrong_source,detectable_only,effective_repair_rate,60,0.85,0.75,0.933333,case_bootstrap,1
baseline_llm_template,operator,wrong_target,cohort_wide,complete_repair_rate,60,1.0,1.0,1.0,case_bootstrap,1
baseline_llm_template,operator,wrong_target,cohort_wide,effective_repair_rate,60,1.0,1.0,1.0,case_bootstrap,1
baseline_llm_template,operator,wrong_target,detectable_only,complete_repair_rate,60,1.0,1.0,1.0,case_bootstrap,1
baseline_llm_template,operator,wrong_target,detectable_only,effective_repair_rate,60,1.0,1.0,1.0,case_bootstrap,1
baseline_random,operator,action_corruption,cohort_wide,complete_repair_rate,59,1.0,1.0,1.0,seed_bootstrap,10
baseline_random,operator,action_corruption,cohort_wide,effective_repair_rate,59,0.0,0.0,0.0,seed_bootstrap,10
baseline_random,operator,action_corruption,detectable_only,complete_repair_rate,0,0.0,0.0,0.0,seed_bootstrap,10
baseline_random,operator,action_corruption,detectable_only,effective_repair_rate,0,0.0,0.0,0.0,seed_bootstrap,10
baseline_random,operator,action_full_mutation,cohort_wide,complete_repair_rate,59,1.0,1.0,1.0,seed_bootstrap,10
baseline_random,operator,action_full_mutation,cohort_wide,effective_repair_rate,59,0.0,0.0,0.0,seed_bootstrap,10
baseline_random,operator,action_full_mutation,detectable_only,complete_repair_rate,0,0.0,0.0,0.0,seed_bootstrap,10
baseline_random,operator,action_full_mutation,detectable_only,effective_repair_rate,0,0.0,0.0,0.0,seed_bootstrap,10
baseline_random,operator,dead_state_intro,cohort_wide,complete_repair_rate,59,1.0,1.0,1.0,seed_bootstrap,10
baseline_random,operator,dead_state_intro,cohort_wide,effective_repair_rate,59,0.0,0.0,0.0,seed_bootstrap,10
baseline_random,operator,dead_state_intro,detectable_only,complete_repair_rate,0,0.0,0.0,0.0,seed_bootstrap,10
baseline_random,operator,dead_state_intro,detectable_only,effective_repair_rate,0,0.0,0.0,0.0,seed_bootstrap,10
baseline_random,operator,delay_corruption,cohort_wide,complete_repair_rate,59,1.0,1.0,1.0,seed_bootstrap,10
baseline_random,operator,delay_corruption,cohort_wide,effective_repair_rate,59,0.0,0.0,0.0,seed_bootstrap,10
baseline_random,operator,delay_corruption,detectable_only,complete_repair_rate,0,0.0,0.0,0.0,seed_bootstrap,10
baseline_random,operator,delay_corruption,detectable_only,effective_repair_rate,0,0.0,0.0,0.0,seed_bootstrap,10
baseline_random,operator,duplicate_transition,cohort_wide,complete_repair_rate,59,1.0,1.0,1.0,seed_bootstrap,10
baseline_random,operator,duplicate_transition,cohort_wide,effective_repair_rate,59,0.0,0.0,0.0,seed_bootstrap,10
baseline_random,operator,duplicate_transition,detectable_only,complete_repair_rate,0,0.0,0.0,0.0,seed_bootstrap,10
baseline_random,operator,duplicate_transition,detectable_only,effective_repair_rate,0,0.0,0.0,0.0,seed_bootstrap,10
baseline_random,operator,guard_flip,cohort_wide,complete_repair_rate,59,0.0,0.0,0.0,seed_bootstrap,10
